VolumeContinueKey.keys,VolumeContinueKey.rt,HeadphoneContinueKey.keys,HeadphoneContinueKey.rt,CheckResp.keys,CheckResp.corr,CheckResp.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,File,Correct,participant,session,date,expName,psychopyVersion,OS,frameRate,ContinueResp.keys,ContinueResp.rt,Wel2ContinueKey.keys,Wel2ContinueKey.rt,WelcomeContinueKey2.keys,WelcomeContinueKey2.rt,Practice_resp.keys,Practice_resp.corr,Practice_resp.rt,PracticeTrials.thisRepN,PracticeTrials.thisTrialN,PracticeTrials.thisN,PracticeTrials.thisIndex,PracticeTrials.ran,SoundFile,Correct2,Type,StartTast.keys,StartTast.rt,MSTResp.keys,MSTResp.corr,MSTResp.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,ExitKey.keys,ExitKey.rt
,,,,,,,,,,,,,1,5e98b398e4a84f0eb3755e51,001,2021-02-22_19h55.57.514,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Thunder_A.wav,1,OLD,,,1,1,1.971,0,9,9,9,1,,
,,,,,,,,,,,,,2,5e98b398e4a84f0eb3755e51,001,2021-02-22_19h55.57.514,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Mosquito_B.wav,3,NEW,,,3,1,0.339,0,10,10,10,1,,
,,,,,,,,,,,,,2,5e98b398e4a84f0eb3755e51,001,2021-02-22_19h55.57.514,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/DialTone.wav,3,NEW,,,3,1,0.372,0,11,11,11,1,,
,,,,,,,,,,,,,2,5e98b398e4a84f0eb3755e51,001,2021-02-22_19h55.57.514,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Elephant_D.wav,2,SIMILAR,,,2,1,0.505,0,12,12,12,1,,
,,,,,,,,,,,,,2,5e98b398e4a84f0eb3755e51,001,2021-02-22_19h55.57.514,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Writing_A.wav,3,NEW,,,3,1,0.525,0,13,13,13,1,,
,,,,,,,,,,,,,2,5e98b398e4a84f0eb3755e51,001,2021-02-22_19h55.57.514,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Faucet_A.wav,3,NEW,,,3,1,0.457,0,14,14,14,1,,
,,,,,,,,,,,,,1,5e98b398e4a84f0eb3755e51,001,2021-02-22_19h55.57.514,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Typing.wav,1,OLD,,,3,0,6.666,0,15,15,15,1,,
,,,,,,,,,,,,,1,5e98b398e4a84f0eb3755e51,001,2021-02-22_19h55.57.514,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Sleighbells_B.wav,1,OLD,,,1,1,0.703,0,16,16,16,1,,
,,,,,,,,,,,,,2,5e98b398e4a84f0eb3755e51,001,2021-02-22_19h55.57.514,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Wind_B.wav,3,NEW,,,3,1,0.333,0,17,17,17,1,,
,,,,,,,,,,,,,1,5e98b398e4a84f0eb3755e51,001,2021-02-22_19h55.57.514,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Toilet_B.wav,1,OLD,,,3,0,0.384,0,18,18,18,1,,
,,,,,,,,,,,,,2,5e98b398e4a84f0eb3755e51,001,2021-02-22_19h55.57.514,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Pour_C.wav,2,SIMILAR,,,2,1,0.393,0,19,19,19,1,,
,,,,,,,,,,,,,2,5e98b398e4a84f0eb3755e51,001,2021-02-22_19h55.57.514,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Chime_A.wav,2,SIMILAR,,,2,1,0.585,0,20,20,20,1,,
,,,,,,,,,,,,,1,5e98b398e4a84f0eb3755e51,001,2021-02-22_19h55.57.514,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Buzz.wav,1,OLD,,,1,1,0.65,0,21,21,21,1,,
,,,,,,,,,,,,,2,5e98b398e4a84f0eb3755e51,001,2021-02-22_19h55.57.514,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Writing_C.wav,2,SIMILAR,,,3,0,0.35,0,22,22,22,1,,
,,,,,,,,,,,,,1,5e98b398e4a84f0eb3755e51,001,2021-02-22_19h55.57.514,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Mosquito_B.wav,1,OLD,,,1,1,2.368,0,23,23,23,1,,
,,,,,,,,,,,,,2,5e98b398e4a84f0eb3755e51,001,2021-02-22_19h55.57.514,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Cough_A.wav,3,NEW,,,3,1,0.351,0,24,24,24,1,,
,,,,,,,,,,,,,1,5e98b398e4a84f0eb3755e51,001,2021-02-22_19h55.57.514,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/DialTone.wav,1,OLD,,,3,0,0.319,0,25,25,25,1,,
,,,,,,,,,,,,,2,5e98b398e4a84f0eb3755e51,001,2021-02-22_19h55.57.514,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Puff_A.wav,3,NEW,,,3,1,0.383,0,26,26,26,1,,
,,,,,,,,,,,,,2,5e98b398e4a84f0eb3755e51,001,2021-02-22_19h55.57.514,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Heartbeat.wav,3,NEW,,,3,1,0.31,0,27,27,27,1,,
,,,,,,,,,,,,,2,5e98b398e4a84f0eb3755e51,001,2021-02-22_19h55.57.514,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/IceDrop.wav,3,NEW,,,3,1,0.336,0,28,28,28,1,,
,,,,,,,,,,,,,2,5e98b398e4a84f0eb3755e51,001,2021-02-22_19h55.57.514,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Bird_D.wav,3,NEW,,,3,1,0.4,0,29,29,29,1,,
,,,,,,,,,,,,,2,5e98b398e4a84f0eb3755e51,001,2021-02-22_19h55.57.514,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Baby_E.wav,2,SIMILAR,,,2,1,0.79,0,30,30,30,1,,
,,,,,,,,,,,,,2,5e98b398e4a84f0eb3755e51,001,2021-02-22_19h55.57.514,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Faucet_B.wav,2,SIMILAR,,,3,0,2.668,0,31,31,31,1,,
,,,,,,,,,,,,,2,5e98b398e4a84f0eb3755e51,001,2021-02-22_19h55.57.514,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Duck_A.wav,3,NEW,,,3,1,1.636,0,32,32,32,1,,
,,,,,,,,,,,,,2,5e98b398e4a84f0eb3755e51,001,2021-02-22_19h55.57.514,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Laugh_A.wav,3,NEW,,,3,1,0.441,0,33,33,33,1,,
,,,,,,,,,,,,,1,5e98b398e4a84f0eb3755e51,001,2021-02-22_19h55.57.514,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Wind_B.wav,1,OLD,,,1,1,0.636,0,34,34,34,1,,
,,,,,,,,,,,,,2,5e98b398e4a84f0eb3755e51,001,2021-02-22_19h55.57.514,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Chicken_A.wav,3,NEW,,,3,1,0.421,0,35,35,35,1,,
,,,,,,,,,,,,,2,5e98b398e4a84f0eb3755e51,001,2021-02-22_19h55.57.514,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Lures/Guitar_B.wav,3,NEW,,,3,1,0.355,0,36,36,36,1,,
,,,,,,,,,,,,,2,5e98b398e4a84f0eb3755e51,001,2021-02-22_19h55.57.514,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Cello.wav,3,NEW,,,3,1,0.334,0,37,37,37,1,,
,,,,,,,,,,,,,1,5e98b398e4a84f0eb3755e51,001,2021-02-22_19h55.57.514,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Heartbeat.wav,1,OLD,,,1,1,0.706,0,38,38,38,1,,
,,,,,,,,,,,,,2,5e98b398e4a84f0eb3755e51,001,2021-02-22_19h55.57.514,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Airplane_B.wav,3,NEW,,,3,1,0.998,0,39,39,39,1,,
,,,,,,,,,,,,,2,5e98b398e4a84f0eb3755e51,001,2021-02-22_19h55.57.514,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Cough_E.wav,2,SIMILAR,,,1,0,1.418,0,40,40,40,1,,
,,,,,,,,,,,,,2,5e98b398e4a84f0eb3755e51,001,2021-02-22_19h55.57.514,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Trumpet_B.wav,3,NEW,,,3,1,0.32,0,41,41,41,1,,
,,,,,,,,,,,,,1,5e98b398e4a84f0eb3755e51,001,2021-02-22_19h55.57.514,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/IceDrop.wav,1,OLD,,,1,1,0.467,0,42,42,42,1,,
,,,,,,,,,,,,,2,5e98b398e4a84f0eb3755e51,001,2021-02-22_19h55.57.514,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Sneeze_B.wav,3,NEW,,,3,1,0.304,0,43,43,43,1,,
,,,,,,,,,,,,,1,5e98b398e4a84f0eb3755e51,001,2021-02-22_19h55.57.514,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Puff_A.wav,1,OLD,,,1,1,0.538,0,44,44,44,1,,
,,,,,,,,,,,,,2,5e98b398e4a84f0eb3755e51,001,2021-02-22_19h55.57.514,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Chick_A.wav,2,SIMILAR,,,3,0,0.735,0,45,45,45,1,,
,,,,,,,,,,,,,2,5e98b398e4a84f0eb3755e51,001,2021-02-22_19h55.57.514,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Snore_D.wav,3,NEW,,,3,1,0.37,0,46,46,46,1,,
,,,,,,,,,,,,,1,5e98b398e4a84f0eb3755e51,001,2021-02-22_19h55.57.514,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Lures/Guitar_B.wav,1,OLD,,,1,1,0.684,0,47,47,47,1,,
,,,,,,,,,,,,,2,5e98b398e4a84f0eb3755e51,001,2021-02-22_19h55.57.514,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Cat_A.wav,3,NEW,,,3,1,0.318,0,48,48,48,1,,
,,,,,,,,,,,,,2,5e98b398e4a84f0eb3755e51,001,2021-02-22_19h55.57.514,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Whistle_A.wav,3,NEW,,,3,1,0.323,0,49,49,49,1,,
,,,,,,,,,,,,,2,5e98b398e4a84f0eb3755e51,001,2021-02-22_19h55.57.514,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Duck_B.wav,2,SIMILAR,,,3,0,0.745,0,50,50,50,1,,
,,,,,,,,,,,,,2,5e98b398e4a84f0eb3755e51,001,2021-02-22_19h55.57.514,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Laugh_D.wav,2,SIMILAR,,,2,1,0.808,0,51,51,51,1,,
,,,,,,,,,,,,,1,5e98b398e4a84f0eb3755e51,001,2021-02-22_19h55.57.514,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Chicken_A.wav,1,OLD,,,1,1,0.752,0,52,52,52,1,,
,,,,,,,,,,,,,1,5e98b398e4a84f0eb3755e51,001,2021-02-22_19h55.57.514,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Cello.wav,1,OLD,,,1,1,0.368,0,53,53,53,1,,
,,,,,,,,,,,,,2,5e98b398e4a84f0eb3755e51,001,2021-02-22_19h55.57.514,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Slurp.wav,3,NEW,,,3,1,0.468,0,54,54,54,1,,
,,,,,,,,,,,,,2,5e98b398e4a84f0eb3755e51,001,2021-02-22_19h55.57.514,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Chomp_A.wav,3,NEW,,,3,1,2.618,0,55,55,55,1,,
,,,,,,,,,,,,,1,5e98b398e4a84f0eb3755e51,001,2021-02-22_19h55.57.514,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Airplane_B.wav,1,OLD,,,1,1,0.556,0,56,56,56,1,,
,,,,,,,,,,,,,2,5e98b398e4a84f0eb3755e51,001,2021-02-22_19h55.57.514,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/ManWhistle.wav,3,NEW,,,3,1,0.336,0,57,57,57,1,,
,,,,,,,,,,,,,1,5e98b398e4a84f0eb3755e51,001,2021-02-22_19h55.57.514,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Trumpet_B.wav,1,OLD,,,1,1,0.94,0,58,58,58,1,,
,,,,,,,,,,,,,2,5e98b398e4a84f0eb3755e51,001,2021-02-22_19h55.57.514,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Cup.wav,3,NEW,,,3,1,0.693,0,59,59,59,1,,
,,,,,,,,,,,,,2,5e98b398e4a84f0eb3755e51,001,2021-02-22_19h55.57.514,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Snore_C.wav,2,SIMILAR,,,1,0,0.393,0,60,60,60,1,,
,,,,,,,,,,,,,2,5e98b398e4a84f0eb3755e51,001,2021-02-22_19h55.57.514,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Airhorn.wav,3,NEW,,,3,1,0.391,0,61,61,61,1,,
,,,,,,,,,,,,,2,5e98b398e4a84f0eb3755e51,001,2021-02-22_19h55.57.514,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Whistle_C.wav,2,SIMILAR,,,3,0,0.633,0,62,62,62,1,,
,,,,,,,,,,,,,2,5e98b398e4a84f0eb3755e51,001,2021-02-22_19h55.57.514,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Phone_D.wav,3,NEW,,,3,1,0.302,0,63,63,63,1,,
,,,,,,,,,,,,,1,5e98b398e4a84f0eb3755e51,001,2021-02-22_19h55.57.514,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Sneeze_B.wav,1,OLD,,,2,0,1.551,0,64,64,64,1,,
,,,,,,,,,,,,,1,5e98b398e4a84f0eb3755e51,001,2021-02-22_19h55.57.514,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Cat_A.wav,1,OLD,,,1,1,0.542,0,65,65,65,1,,
,,,,,,,,,,,,,2,5e98b398e4a84f0eb3755e51,001,2021-02-22_19h55.57.514,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Bagpipe.wav,3,NEW,,,3,1,0.333,0,66,66,66,1,,
,,,,,,,,,,,,,1,5e98b398e4a84f0eb3755e51,001,2021-02-22_19h55.57.514,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Slurp.wav,1,OLD,,,1,1,1.369,0,67,67,67,1,,
,,,,,,,,,,,,,2,5e98b398e4a84f0eb3755e51,001,2021-02-22_19h55.57.514,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Bowlingpins.wav,3,NEW,,,3,1,0.319,0,68,68,68,1,,
,,,,,,,,,,,,,2,5e98b398e4a84f0eb3755e51,001,2021-02-22_19h55.57.514,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Cow.wav,3,NEW,,,3,1,0.287,0,69,69,69,1,,
,,,,,,,,,,,,,2,5e98b398e4a84f0eb3755e51,001,2021-02-22_19h55.57.514,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Siren_A.wav,3,NEW,,,3,1,0.361,0,70,70,70,1,,
,,,,,,,,,,,,,1,5e98b398e4a84f0eb3755e51,001,2021-02-22_19h55.57.514,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/ManWhistle.wav,1,OLD,,,1,1,0.5,0,71,71,71,1,,
,,,,,,,,,,,,,2,5e98b398e4a84f0eb3755e51,001,2021-02-22_19h55.57.514,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Crow_B.wav,3,NEW,,,3,1,0.467,0,72,72,72,1,,
,,,,,,,,,,,,,2,5e98b398e4a84f0eb3755e51,001,2021-02-22_19h55.57.514,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Chomp_E.wav,2,SIMILAR,,,1,0,0.474,0,73,73,73,1,,
,,,,,,,,,,,,,1,5e98b398e4a84f0eb3755e51,001,2021-02-22_19h55.57.514,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Cup.wav,1,OLD,,,1,1,0.633,0,74,74,74,1,,
,,,,,,,,,,,,,2,5e98b398e4a84f0eb3755e51,001,2021-02-22_19h55.57.514,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Bullfrog.wav,3,NEW,,,1,0,0.461,0,75,75,75,1,,
,,,,,,,,,,,,,2,5e98b398e4a84f0eb3755e51,001,2021-02-22_19h55.57.514,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Phone_A.wav,2,SIMILAR,,,2,1,0.317,0,76,76,76,1,,
,,,,,,,,,,,,,1,5e98b398e4a84f0eb3755e51,001,2021-02-22_19h55.57.514,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Bagpipe.wav,1,OLD,,,1,1,0.335,0,77,77,77,1,,
,,,,,,,,,,,,,2,5e98b398e4a84f0eb3755e51,001,2021-02-22_19h55.57.514,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/HairDryer_A.wav,3,NEW,,,3,1,0.401,0,78,78,78,1,,
,,,,,,,,,,,,,1,5e98b398e4a84f0eb3755e51,001,2021-02-22_19h55.57.514,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Airhorn.wav,1,OLD,,,1,1,0.385,0,79,79,79,1,,
,,,,,,,,,,,,,2,5e98b398e4a84f0eb3755e51,001,2021-02-22_19h55.57.514,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Hammer_A.wav,3,NEW,,,3,1,0.272,0,80,80,80,1,,
,,,,,,,,,,,,,2,5e98b398e4a84f0eb3755e51,001,2021-02-22_19h55.57.514,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Cuckoo_A.wav,3,NEW,,,3,1,0.068,0,81,81,81,1,,
,,,,,,,,,,,,,1,5e98b398e4a84f0eb3755e51,001,2021-02-22_19h55.57.514,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Cow.wav,1,OLD,,,1,1,0.301,0,82,82,82,1,,
,,,,,,,,,,,,,2,5e98b398e4a84f0eb3755e51,001,2021-02-22_19h55.57.514,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Footsteps_B.wav,3,NEW,,,3,1,0.269,0,83,83,83,1,,
,,,,,,,,,,,,,2,5e98b398e4a84f0eb3755e51,001,2021-02-22_19h55.57.514,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Dog_E.wav,3,NEW,,,3,1,0.468,0,84,84,84,1,,
,,,,,,,,,,,,,1,5e98b398e4a84f0eb3755e51,001,2021-02-22_19h55.57.514,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Bowlingpins.wav,1,OLD,,,1,1,0.301,0,85,85,85,1,,
