VolumeContinueKey.keys,VolumeContinueKey.rt,HeadphoneContinueKey.keys,HeadphoneContinueKey.rt,CheckResp.keys,CheckResp.corr,CheckResp.rt,HeadphoneLoop.thisRepN,HeadphoneLoop.thisTrialN,HeadphoneLoop.thisN,HeadphoneLoop.thisIndex,HeadphoneLoop.ran,File,Correct,participant,session,date,expName,psychopyVersion,OS,frameRate,ContinueResp.keys,ContinueResp.rt,Wel2ContinueKey.keys,Wel2ContinueKey.rt,WelcomeContinueKey2.keys,WelcomeContinueKey2.rt,Practice_resp.keys,Practice_resp.corr,Practice_resp.rt,PracticeTrials.thisRepN,PracticeTrials.thisTrialN,PracticeTrials.thisN,PracticeTrials.thisIndex,PracticeTrials.ran,SoundFile,Correct2,Type,Trial,StartTast.keys,StartTast.rt,MSTResp.keys,MSTResp.corr,MSTResp.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,ExitKey.keys,ExitKey.rt
,,,,,,,,,,,,,2,,001,2021-02-28_17h56.19.516,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Slurp.wav,3,NEW,B,,,2,0,1.87031,0,102,102,102,1,,
,,,,,,,,,,,,,2,,001,2021-02-28_17h56.19.516,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Baby_E.wav,2,SIMILAR,B,,,1,0,0.48717,0,103,103,103,1,,
,,,,,,,,,,,,,2,,001,2021-02-28_17h56.19.516,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/DialTone.wav,3,NEW,B,,,3,1,0.127555,0,104,104,104,1,,
,,,,,,,,,,,,,1,,001,2021-02-28_17h56.19.516,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Puff_A.wav,1,OLD,B,,,1,1,1.32174,0,105,105,105,1,,
,,,,,,,,,,,,,2,,001,2021-02-28_17h56.19.516,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Buzz.wav,3,NEW,B,,,1,0,1.17985,0,106,106,106,1,,
,,,,,,,,,,,,,1,,001,2021-02-28_17h56.19.516,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Airhorn.wav,1,OLD,B,,,1,1,0.27261,0,107,107,107,1,,
,,,,,,,,,,,,,2,,001,2021-02-28_17h56.19.516,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Sleighbells_B.wav,3,NEW,B,,,3,1,1.445,0,108,108,108,1,,
,,,,,,,,,,,,,1,,001,2021-02-28_17h56.19.516,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Cuckoo_A.wav,1,OLD,B,,,1,1,0.25601,0,109,109,109,1,,
,,,,,,,,,,,,,2,,001,2021-02-28_17h56.19.516,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Wind_B.wav,3,NEW,B,,,1,0,1.10475,0,110,110,110,1,,
,,,,,,,,,,,,,2,,001,2021-02-28_17h56.19.516,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Typing.wav,3,NEW,B,,,3,1,0.600165,0,111,111,111,1,,
,,,,,,,,,,,,,2,,001,2021-02-28_17h56.19.516,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Lures/Bubbles_B.wav,2,SIMILAR,B,,,2,1,0.26471,0,112,112,112,1,,
,,,,,,,,,,,,,2,,001,2021-02-28_17h56.19.516,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Duck_A.wav,3,NEW,B,,,3,1,0.29592,0,113,113,113,1,,
,,,,,,,,,,,,,1,,001,2021-02-28_17h56.19.516,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Trumpet_B.wav,1,OLD,B,,,2,0,0.80638,0,114,114,114,1,,
,,,,,,,,,,,,,1,,001,2021-02-28_17h56.19.516,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/PaperRip.wav,1,OLD,B,,,1,1,0.51804,0,115,115,115,1,,
,,,,,,,,,,,,,1,,001,2021-02-28_17h56.19.516,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Sneeze_B.wav,1,OLD,B,,,1,1,0.418365,0,116,116,116,1,,
,,,,,,,,,,,,,2,,001,2021-02-28_17h56.19.516,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Pour.wav,3,NEW,B,,,1,0,0.93109,0,117,117,117,1,,
,,,,,,,,,,,,,1,,001,2021-02-28_17h56.19.516,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Cat_A.wav,1,OLD,B,,,1,1,0.301085,0,118,118,118,1,,
,,,,,,,,,,,,,1,,001,2021-02-28_17h56.19.516,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Slurp.wav,1,OLD,B,,,2,0,0.42247,0,119,119,119,1,,
,,,,,,,,,,,,,1,,001,2021-02-28_17h56.19.516,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Bullfrog.wav,1,OLD,B,,,1,1,0.13455,0,120,120,120,1,,
,,,,,,,,,,,,,1,,001,2021-02-28_17h56.19.516,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Wind_B.wav,1,OLD,B,,,2,0,0.32246,0,121,121,121,1,,
,,,,,,,,,,,,,2,,001,2021-02-28_17h56.19.516,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Duck_B.wav,2,SIMILAR,B,,,3,0,0.40009,0,122,122,122,1,,
,,,,,,,,,,,,,1,,001,2021-02-28_17h56.19.516,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/DialTone.wav,1,OLD,B,,,1,1,0.35803,0,123,123,123,1,,
,,,,,,,,,,,,,1,,001,2021-02-28_17h56.19.516,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Buzz.wav,1,OLD,B,,,2,0,0.30412,0,124,124,124,1,,
,,,,,,,,,,,,,2,,001,2021-02-28_17h56.19.516,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Pour_C.wav,2,SIMILAR,B,,,2,1,0.249125,0,125,125,125,1,,
,,,,,,,,,,,,,1,,001,2021-02-28_17h56.19.516,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Typing.wav,1,OLD,B,,,2,0,0.34101,0,126,126,126,1,,
,,,,,,,,,,,,,1,,001,2021-02-28_17h56.19.516,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Sleighbells_B.wav,1,OLD,B,,,1,1,0.32465,0,127,127,127,1,,
,,,,,,,,,,,,,,,001,2021-02-28_17h56.19.516,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,37.08098
