VolumeContinueKey.keys,VolumeContinueKey.rt,HeadphoneContinueKey.keys,HeadphoneContinueKey.rt,CheckResp.keys,CheckResp.corr,CheckResp.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,File,Correct,participant,session,date,expName,psychopyVersion,OS,frameRate,ContinueResp.keys,ContinueResp.rt,Wel2ContinueKey.keys,Wel2ContinueKey.rt,WelcomeContinueKey2.keys,WelcomeContinueKey2.rt,Practice_resp.keys,Practice_resp.corr,Practice_resp.rt,PracticeTrials.thisRepN,PracticeTrials.thisTrialN,PracticeTrials.thisN,PracticeTrials.thisIndex,PracticeTrials.ran,SoundFile,Correct2,Type,Trial,StartTast.keys,StartTast.rt,MSTResp.keys,MSTResp.corr,MSTResp.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,ExitKey.keys,ExitKey.rt
,,,,,,,,,,,,,2,5f58e2ebb27d050941be1694,001,2021-03-01_23h42.37.865,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Trumpet_B.wav,3,NEW,B,,,3,1,0.166865,0,93,93,93,1,,
,,,,,,,,,,,,,2,5f58e2ebb27d050941be1694,001,2021-03-01_23h42.37.865,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Bullfrog.wav,3,NEW,B,,,3,1,0.050155,0,94,94,94,1,,
,,,,,,,,,,,,,2,5f58e2ebb27d050941be1694,001,2021-03-01_23h42.37.865,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Elephant_D.wav,2,SIMILAR,B,,,1,0,0.083885,0,95,95,95,1,,
,,,,,,,,,,,,,2,5f58e2ebb27d050941be1694,001,2021-03-01_23h42.37.865,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Sneeze_B.wav,3,NEW,B,,,3,1,0.616955,0,96,96,96,1,,
,,,,,,,,,,,,,1,5f58e2ebb27d050941be1694,001,2021-03-01_23h42.37.865,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Camera.wav,1,OLD,B,,,1,1,1.21088,0,97,97,97,1,,
,,,,,,,,,,,,,2,5f58e2ebb27d050941be1694,001,2021-03-01_23h42.37.865,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Cat_A.wav,3,NEW,B,,,3,1,0.166765,0,98,98,98,1,,
,,,,,,,,,,,,,1,5f58e2ebb27d050941be1694,001,2021-03-01_23h42.37.865,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Steam.wav,1,OLD,B,,,1,1,0.15022,0,99,99,99,1,,
,,,,,,,,,,,,,2,5f58e2ebb27d050941be1694,001,2021-03-01_23h42.37.865,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Writing_C.wav,2,SIMILAR,B,,,2,1,2.3673,0,100,100,100,1,,
,,,,,,,,,,,,,1,5f58e2ebb27d050941be1694,001,2021-03-01_23h42.37.865,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/IceDrop.wav,1,OLD,B,,,1,1,0.9337,0,101,101,101,1,,
,,,,,,,,,,,,,2,5f58e2ebb27d050941be1694,001,2021-03-01_23h42.37.865,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Slurp.wav,3,NEW,B,,,3,1,0.189615,0,102,102,102,1,,
,,,,,,,,,,,,,2,5f58e2ebb27d050941be1694,001,2021-03-01_23h42.37.865,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Baby_E.wav,2,SIMILAR,B,,,2,1,0.19143,0,103,103,103,1,,
,,,,,,,,,,,,,2,5f58e2ebb27d050941be1694,001,2021-03-01_23h42.37.865,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/DialTone.wav,3,NEW,B,,,2,0,2.90053,0,104,104,104,1,,
,,,,,,,,,,,,,1,5f58e2ebb27d050941be1694,001,2021-03-01_23h42.37.865,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Puff_A.wav,1,OLD,B,,,1,1,0.050155,0,105,105,105,1,,
,,,,,,,,,,,,,2,5f58e2ebb27d050941be1694,001,2021-03-01_23h42.37.865,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Buzz.wav,3,NEW,B,,,3,1,0.151965,0,106,106,106,1,,
,,,,,,,,,,,,,1,5f58e2ebb27d050941be1694,001,2021-03-01_23h42.37.865,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Airhorn.wav,1,OLD,B,,,1,1,0.083505,0,107,107,107,1,,
,,,,,,,,,,,,,2,5f58e2ebb27d050941be1694,001,2021-03-01_23h42.37.865,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Sleighbells_B.wav,3,NEW,B,,,3,1,0.184135,0,108,108,108,1,,
,,,,,,,,,,,,,1,5f58e2ebb27d050941be1694,001,2021-03-01_23h42.37.865,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Cuckoo_A.wav,1,OLD,B,,,1,1,0.070995,0,109,109,109,1,,
,,,,,,,,,,,,,2,5f58e2ebb27d050941be1694,001,2021-03-01_23h42.37.865,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Wind_B.wav,3,NEW,B,,,3,1,0.33332,0,110,110,110,1,,
,,,,,,,,,,,,,2,5f58e2ebb27d050941be1694,001,2021-03-01_23h42.37.865,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Typing.wav,3,NEW,B,,,3,1,0.16682,0,111,111,111,1,,
,,,,,,,,,,,,,2,5f58e2ebb27d050941be1694,001,2021-03-01_23h42.37.865,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Lures/Bubbles_B.wav,2,SIMILAR,B,,,3,0,0.63427,0,112,112,112,1,,
,,,,,,,,,,,,,2,5f58e2ebb27d050941be1694,001,2021-03-01_23h42.37.865,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Duck_A.wav,3,NEW,B,,,3,1,0.592505,0,113,113,113,1,,
,,,,,,,,,,,,,1,5f58e2ebb27d050941be1694,001,2021-03-01_23h42.37.865,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Trumpet_B.wav,1,OLD,B,,,2,0,0.34952,0,114,114,114,1,,
,,,,,,,,,,,,,1,5f58e2ebb27d050941be1694,001,2021-03-01_23h42.37.865,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/PaperRip.wav,1,OLD,B,,,1,1,0.17436,0,115,115,115,1,,
,,,,,,,,,,,,,1,5f58e2ebb27d050941be1694,001,2021-03-01_23h42.37.865,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Sneeze_B.wav,1,OLD,B,,,2,0,0.58339,0,116,116,116,1,,
,,,,,,,,,,,,,2,5f58e2ebb27d050941be1694,001,2021-03-01_23h42.37.865,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Pour_E.wav,3,NEW,B,,,2,0,0.26687,0,117,117,117,1,,
,,,,,,,,,,,,,1,5f58e2ebb27d050941be1694,001,2021-03-01_23h42.37.865,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Cat_A.wav,1,OLD,B,,,3,0,0.302665,0,118,118,118,1,,
,,,,,,,,,,,,,1,5f58e2ebb27d050941be1694,001,2021-03-01_23h42.37.865,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Slurp.wav,1,OLD,B,,,2,0,1.650345,0,119,119,119,1,,
,,,,,,,,,,,,,1,5f58e2ebb27d050941be1694,001,2021-03-01_23h42.37.865,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Bullfrog.wav,1,OLD,B,,,2,0,0.26684,0,120,120,120,1,,
,,,,,,,,,,,,,1,5f58e2ebb27d050941be1694,001,2021-03-01_23h42.37.865,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Wind_B.wav,1,OLD,B,,,1,1,0.100255,0,121,121,121,1,,
,,,,,,,,,,,,,2,5f58e2ebb27d050941be1694,001,2021-03-01_23h42.37.865,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Duck_B.wav,2,SIMILAR,B,,,1,0,1.083725,0,122,122,122,1,,
,,,,,,,,,,,,,1,5f58e2ebb27d050941be1694,001,2021-03-01_23h42.37.865,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/DialTone.wav,1,OLD,B,,,1,1,0.15911,0,123,123,123,1,,
,,,,,,,,,,,,,1,5f58e2ebb27d050941be1694,001,2021-03-01_23h42.37.865,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Buzz.wav,1,OLD,B,,,2,0,0.61733,0,124,124,124,1,,
,,,,,,,,,,,,,2,5f58e2ebb27d050941be1694,001,2021-03-01_23h42.37.865,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Pour_C.wav,2,SIMILAR,B,,,1,0,0.767105,0,125,125,125,1,,
,,,,,,,,,,,,,1,5f58e2ebb27d050941be1694,001,2021-03-01_23h42.37.865,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Typing.wav,1,OLD,B,,,1,1,0.25075,0,126,126,126,1,,
,,,,,,,,,,,,,,5f58e2ebb27d050941be1694,001,2021-03-01_23h42.37.865,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,19.99752
