WelcomeContinueKey2.keys,WelcomeContinueKey2.rt,VolumeContinueKey.keys,VolumeContinueKey.rt,ResponseBox.text,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,SoundFiles,Type,participant,session,date,expName,psychopyVersion,OS,frameRate,ExitKey.keys,ExitKey.rt
space,14.8627,space,8.95426,chicken,0,0,0,90,1,Initial/Doubled/Geese_A.wav,Extra,5f26ab25496aa941640e9a81,001,2021-01-01_17h04.02.632,GuessTheSound,2020.2.10,Win32,60,,
,,,,duck,0,1,1,89,1,Initial/NoRepeat/Duck_A.wav,Extra,5f26ab25496aa941640e9a81,001,2021-01-01_17h04.02.632,GuessTheSound,2020.2.10,Win32,60,,
,,,,harp,0,2,2,14,1,Initial/Doubled/Harp_A.wav,Doubled,5f26ab25496aa941640e9a81,001,2021-01-01_17h04.02.632,GuessTheSound,2020.2.10,Win32,60,,
,,,,drop,0,3,3,24,1,Initial/NoRepeat/Droplet_B.wav,NoRepeat,5f26ab25496aa941640e9a81,001,2021-01-01_17h04.02.632,GuessTheSound,2020.2.10,Win32,60,,
,,,,instrument,0,4,4,51,1,Initial/Repeat/MetalBang.wav,Repeat,5f26ab25496aa941640e9a81,001,2021-01-01_17h04.02.632,GuessTheSound,2020.2.10,Win32,60,,
,,,,phone vibration,0,5,5,66,1,Test/Foils/Buzz.wav,New,5f26ab25496aa941640e9a81,001,2021-01-01_17h04.02.632,GuessTheSound,2020.2.10,Win32,60,,
,,,,drink filling,0,6,6,49,1,Initial/Repeat/Pour.wav,Repeat,5f26ab25496aa941640e9a81,001,2021-01-01_17h04.02.632,GuessTheSound,2020.2.10,Win32,60,,
,,,,table tennis,0,7,7,53,1,Initial/Repeat/Pingpong.wav,Repeat,5f26ab25496aa941640e9a81,001,2021-01-01_17h04.02.632,GuessTheSound,2020.2.10,Win32,60,,
,,,,wind,0,8,8,79,1,Test/Foils/Wind_B.wav,New,5f26ab25496aa941640e9a81,001,2021-01-01_17h04.02.632,GuessTheSound,2020.2.10,Win32,60,,
,,,,train horn,0,9,9,76,1,Test/Foils/Steam.wav,New,5f26ab25496aa941640e9a81,001,2021-01-01_17h04.02.632,GuessTheSound,2020.2.10,Win32,60,,
,,,,ringing,0,10,10,75,1,Test/Foils/Robot.wav,New,5f26ab25496aa941640e9a81,001,2021-01-01_17h04.02.632,GuessTheSound,2020.2.10,Win32,60,,
,,,,photo,0,11,11,80,1,Test/Foils/Camera.wav,Extra,5f26ab25496aa941640e9a81,001,2021-01-01_17h04.02.632,GuessTheSound,2020.2.10,Win32,60,,
,,,,siren,0,12,12,11,1,Initial/Doubled/Siren_A.wav,Doubled,5f26ab25496aa941640e9a81,001,2021-01-01_17h04.02.632,GuessTheSound,2020.2.10,Win32,60,,
,,,,tea kettle,0,13,13,73,1,Test/Foils/Kettle.wav,New,5f26ab25496aa941640e9a81,001,2021-01-01_17h04.02.632,GuessTheSound,2020.2.10,Win32,60,,
,,,,baby crying,0,14,14,20,1,Initial/NoRepeat/Baby_B.wav,NoRepeat,5f26ab25496aa941640e9a81,001,2021-01-01_17h04.02.632,GuessTheSound,2020.2.10,Win32,60,,
,,,,,0,15,15,41,1,Initial/Repeat/Bat.wav,Repeat,5f26ab25496aa941640e9a81,001,2021-01-01_17h04.02.632,GuessTheSound,2020.2.10,Win32,60,,
,,,,drum,0,16,16,46,1,Initial/Repeat/Drum_B.wav,Repeat,5f26ab25496aa941640e9a81,001,2021-01-01_17h04.02.632,GuessTheSound,2020.2.10,Win32,60,,
,,,,swallowing,0,17,17,92,1,Test/Foils/Gulp.wav,Extra,5f26ab25496aa941640e9a81,001,2021-01-01_17h04.02.632,GuessTheSound,2020.2.10,Win32,60,,
,,,,trumpet,0,18,18,74,1,Test/Foils/PartyHorn.wav,New,5f26ab25496aa941640e9a81,001,2021-01-01_17h04.02.632,GuessTheSound,2020.2.10,Win32,60,,
,,,,cat,0,19,19,82,1,Initial/Doubled/Cat_A.wav,Extra,5f26ab25496aa941640e9a81,001,2021-01-01_17h04.02.632,GuessTheSound,2020.2.10,Win32,60,,
,,,,laughter,0,20,20,15,1,Initial/Doubled/Laugh_A.wav,Doubled,5f26ab25496aa941640e9a81,001,2021-01-01_17h04.02.632,GuessTheSound,2020.2.10,Win32,60,,
,,,,chicken,0,21,21,1,1,Initial/Doubled/Chicken_A.wav,Doubled,5f26ab25496aa941640e9a81,001,2021-01-01_17h04.02.632,GuessTheSound,2020.2.10,Win32,60,,
,,,,snoring,0,22,22,38,1,Initial/NoRepeat/Snore_B.wav,NoRepeat,5f26ab25496aa941640e9a81,001,2021-01-01_17h04.02.632,GuessTheSound,2020.2.10,Win32,60,,
,,,,,0,23,23,67,1,Test/Foils/Curtain.wav,New,5f26ab25496aa941640e9a81,001,2021-01-01_17h04.02.632,GuessTheSound,2020.2.10,Win32,60,,
,,,,firework,0,24,24,28,1,Initial/NoRepeat/Fireworks.wav,NoRepeat,5f26ab25496aa941640e9a81,001,2021-01-01_17h04.02.632,GuessTheSound,2020.2.10,Win32,60,,
,,,,hammer,0,25,25,31,1,Initial/NoRepeat/Hammer_A.wav,NoRepeat,5f26ab25496aa941640e9a81,001,2021-01-01_17h04.02.632,GuessTheSound,2020.2.10,Win32,60,,
,,,,cuckoo clock,0,26,26,6,1,Initial/Doubled/Cuckoo_A.wav,Doubled,5f26ab25496aa941640e9a81,001,2021-01-01_17h04.02.632,GuessTheSound,2020.2.10,Win32,60,,
,,,,starting word,0,27,27,60,1,Test/Foils/Airhorn.wav,New,5f26ab25496aa941640e9a81,001,2021-01-01_17h04.02.632,GuessTheSound,2020.2.10,Win32,60,,
,,,,water,0,28,28,27,1,Initial/NoRepeat/Faucet_A.wav,NoRepeat,5f26ab25496aa941640e9a81,001,2021-01-01_17h04.02.632,GuessTheSound,2020.2.10,Win32,60,,
,,,,glass,0,29,29,47,1,Initial/Repeat/Cup.wav,Repeat,5f26ab25496aa941640e9a81,001,2021-01-01_17h04.02.632,GuessTheSound,2020.2.10,Win32,60,,
,,,,bird,0,30,30,87,1,Initial/Repeat/Crow_B.wav,Extra,5f26ab25496aa941640e9a81,001,2021-01-01_17h04.02.632,GuessTheSound,2020.2.10,Win32,60,,
,,,,trumpet,0,31,31,55,1,Initial/Repeat/Sealion.wav,Repeat,5f26ab25496aa941640e9a81,001,2021-01-01_17h04.02.632,GuessTheSound,2020.2.10,Win32,60,,
,,,,bubbling,0,32,32,10,1,Initial/Doubled/Gargle_A.wav,Doubled,5f26ab25496aa941640e9a81,001,2021-01-01_17h04.02.632,GuessTheSound,2020.2.10,Win32,60,,
,,,,elephant,0,33,33,26,1,Initial/NoRepeat/Elephant_A.wav,NoRepeat,5f26ab25496aa941640e9a81,001,2021-01-01_17h04.02.632,GuessTheSound,2020.2.10,Win32,60,,
,,,,seal,0,34,34,68,1,Test/Foils/Donkey.wav,New,5f26ab25496aa941640e9a81,001,2021-01-01_17h04.02.632,GuessTheSound,2020.2.10,Win32,60,,
,,,,cow,0,35,35,22,1,Initial/NoRepeat/Cow.wav,NoRepeat,5f26ab25496aa941640e9a81,001,2021-01-01_17h04.02.632,GuessTheSound,2020.2.10,Win32,60,,
,,,,mosquito,0,36,36,32,1,Initial/NoRepeat/Mosquito_B.wav,NoRepeat,5f26ab25496aa941640e9a81,001,2021-01-01_17h04.02.632,GuessTheSound,2020.2.10,Win32,60,,
,,,,car start,0,37,37,81,1,Initial/Doubled/CarStart_A.wav,Extra,5f26ab25496aa941640e9a81,001,2021-01-01_17h04.02.632,GuessTheSound,2020.2.10,Win32,60,,
,,,,ice,0,38,38,94,1,Initial/Repeat/IceDrop.wav,Extra,5f26ab25496aa941640e9a81,001,2021-01-01_17h04.02.632,GuessTheSound,2020.2.10,Win32,60,,
,,,,velcro,0,39,39,95,1,Test/Foils/PaperRip.wav,Extra,5f26ab25496aa941640e9a81,001,2021-01-01_17h04.02.632,GuessTheSound,2020.2.10,Win32,60,,
,,,,wave,0,40,40,18,1,Initial/Doubled/Surf_A.wav,Doubled,5f26ab25496aa941640e9a81,001,2021-01-01_17h04.02.632,GuessTheSound,2020.2.10,Win32,60,,
,,,,kind play,0,41,41,34,1,Initial/NoRepeat/Puff_A.wav,NoRepeat,5f26ab25496aa941640e9a81,001,2021-01-01_17h04.02.632,GuessTheSound,2020.2.10,Win32,60,,
,,,,bubble,0,42,42,0,1,Initial/Doubled/Bubbles_A.wav,Doubled,5f26ab25496aa941640e9a81,001,2021-01-01_17h04.02.632,GuessTheSound,2020.2.10,Win32,60,,
