WelcomeContinueKey2.keys,WelcomeContinueKey2.rt,VolumeContinueKey.keys,VolumeContinueKey.rt,ResponseBox.text,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,SoundFiles,Type,participant,session,date,expName,psychopyVersion,OS,frameRate,ExitKey.keys,ExitKey.rt
space,8.188,space,6.012,it´s the click of a camera taking a photo,0,0,0,80,1,Test/Foils/Camera.wav,Extra,mayte,001,2021-01-04_21h16.16.532,GuessTheSound,2020.2.10,Win32,60,,
,,,,someone is drinking water,0,1,1,97,1,Test/Foils/Slurp.wav,Extra,mayte,001,2021-01-04_21h16.16.532,GuessTheSound,2020.2.10,Win32,60,,
,,,,breaking a piece of paper,0,2,2,95,1,Test/Foils/PaperRip.wav,Extra,mayte,001,2021-01-04_21h16.16.532,GuessTheSound,2020.2.10,Win32,60,,
,,,,chewing ,0,3,3,83,1,Initial/Doubled/Chomp_A.wav,Extra,mayte,001,2021-01-04_21h16.16.532,GuessTheSound,2020.2.10,Win32,60,,
,,,,playing bowling,0,4,4,63,1,Test/Foils/Bowlingpins.wav,New,mayte,001,2021-01-04_21h16.16.532,GuessTheSound,2020.2.10,Win32,60,,
,,,,sound of a whistle,0,5,5,59,1,Initial/Repeat/Whistle_A.wav,Repeat,mayte,001,2021-01-04_21h16.16.532,GuessTheSound,2020.2.10,Win32,60,,
,,,,a baby is crying,0,6,6,20,1,Initial/NoRepeat/Baby_B.wav,NoRepeat,mayte,001,2021-01-04_21h16.16.532,GuessTheSound,2020.2.10,Win32,60,,
,,,,a chicken is crowing,0,7,7,1,1,Initial/Doubled/Chicken_A.wav,Doubled,mayte,001,2021-01-04_21h16.16.532,GuessTheSound,2020.2.10,Win32,60,,
,,,,sound of a gaita,0,8,8,70,1,Test/Foils/Harmonica.wav,New,mayte,001,2021-01-04_21h16.16.532,GuessTheSound,2020.2.10,Win32,60,,
,,,,cut wood,0,9,9,61,1,Test/Foils/Axe.wav,New,mayte,001,2021-01-04_21h16.16.532,GuessTheSound,2020.2.10,Win32,60,,
,,,,bird is singing,0,10,10,62,1,Test/Foils/Bird.wav,New,mayte,001,2021-01-04_21h16.16.532,GuessTheSound,2020.2.10,Win32,60,,
,,,,playing the piano,0,11,11,14,1,Initial/Doubled/Harp_A.wav,Doubled,mayte,001,2021-01-04_21h16.16.532,GuessTheSound,2020.2.10,Win32,60,,
,,,,a frog,0,12,12,65,1,Test/Foils/Bullfrog.wav,New,mayte,001,2021-01-04_21h16.16.532,GuessTheSound,2020.2.10,Win32,60,,
,,,,wind,0,13,13,79,1,Test/Foils/Wind_B.wav,New,mayte,001,2021-01-04_21h16.16.532,GuessTheSound,2020.2.10,Win32,60,,
,,,,sheep,0,14,14,30,1,Initial/NoRepeat/Goat_B.wav,NoRepeat,mayte,001,2021-01-04_21h16.16.532,GuessTheSound,2020.2.10,Win32,60,,
,,,,phone,0,15,15,88,1,Test/Foils/DialTone.wav,Extra,mayte,001,2021-01-04_21h16.16.532,GuessTheSound,2020.2.10,Win32,60,,
,,,,,0,16,16,84,1,Initial/Doubled/Clock_A.wav,Extra,mayte,001,2021-01-04_21h16.16.532,GuessTheSound,2020.2.10,Win32,60,,
,,,,money,0,17,17,4,1,Initial/Doubled/Coin_A.wav,Doubled,mayte,001,2021-01-04_21h16.16.532,GuessTheSound,2020.2.10,Win32,60,,
,,,,a chain saw,0,18,18,21,1,Initial/NoRepeat/Chainsaw_A.wav,NoRepeat,mayte,001,2021-01-04_21h16.16.532,GuessTheSound,2020.2.10,Win32,60,,
,,,,throw ice in a glass,0,19,19,94,1,Initial/Repeat/IceDrop.wav,Extra,mayte,001,2021-01-04_21h16.16.532,GuessTheSound,2020.2.10,Win32,60,,
,,,,a celphone vibrate,0,20,20,66,1,Test/Foils/Buzz.wav,New,mayte,001,2021-01-04_21h16.16.532,GuessTheSound,2020.2.10,Win32,60,,
,,,,the ring of the phone,0,21,21,52,1,Initial/Repeat/Phone_A.wav,Repeat,mayte,001,2021-01-04_21h16.16.532,GuessTheSound,2020.2.10,Win32,60,,
,,,,,0,22,22,8,1,Initial/Doubled/Doorchime_A.wav,Doubled,mayte,001,2021-01-04_21h16.16.532,GuessTheSound,2020.2.10,Win32,60,,
