WelcomeContinueKey2.keys,WelcomeContinueKey2.rt,VolumeContinueKey.keys,VolumeContinueKey.rt,ResponseBox.text,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,SoundFiles,Type,participant,session,date,expName,psychopyVersion,OS,frameRate,ExitKey.keys,ExitKey.rt
space,4.06454,space,4.683875,dog toy,0,0,0,34,1,Initial/NoRepeat/Puff_A.wav,NoRepeat,5df9f1c15777b5752bf8b085,001,2020-12-23_17h24.08.231,GuessTheSound,2020.2.10,MacIntel,60,,
,,,,heartbeat,0,1,1,71,1,Test/Foils/Heartbeat.wav,New,5df9f1c15777b5752bf8b085,001,2020-12-23_17h24.08.231,GuessTheSound,2020.2.10,MacIntel,60,,
,,,,crisps being eaten,0,2,2,83,1,Initial/Doubled/Chomp_A.wav,Extra,5df9f1c15777b5752bf8b085,001,2020-12-23_17h24.08.231,GuessTheSound,2020.2.10,MacIntel,60,,
,,,,bells,0,3,3,37,1,Initial/NoRepeat/Sleighbells_B.wav,NoRepeat,5df9f1c15777b5752bf8b085,001,2020-12-23_17h24.08.231,GuessTheSound,2020.2.10,MacIntel,60,,
,,,,bricks falling,0,4,4,63,1,Test/Foils/Bowlingpins.wav,New,5df9f1c15777b5752bf8b085,001,2020-12-23_17h24.08.231,GuessTheSound,2020.2.10,MacIntel,60,,
,,,,a sheep,0,5,5,30,1,Initial/NoRepeat/Goat_B.wav,NoRepeat,5df9f1c15777b5752bf8b085,001,2020-12-23_17h24.08.231,GuessTheSound,2020.2.10,MacIntel,60,,
,,,,persons clapping,0,6,6,3,1,Initial/Doubled/Clap_A.wav,Doubled,5df9f1c15777b5752bf8b085,001,2020-12-23_17h24.08.231,GuessTheSound,2020.2.10,MacIntel,60,,
,,,,sandpaper,0,7,7,64,1,Test/Foils/Brushing.wav,New,5df9f1c15777b5752bf8b085,001,2020-12-23_17h24.08.231,GuessTheSound,2020.2.10,MacIntel,60,,
,,,,saxophone,0,8,8,36,1,Initial/NoRepeat/Sax_A.wav,NoRepeat,5df9f1c15777b5752bf8b085,001,2020-12-23_17h24.08.231,GuessTheSound,2020.2.10,MacIntel,60,,
,,,,pen on a whiteboard ,0,9,9,19,1,Initial/Doubled/Turkey_A.wav,Doubled,5df9f1c15777b5752bf8b085,001,2020-12-23_17h24.08.231,GuessTheSound,2020.2.10,MacIntel,60,,
,,,,fireworks,0,10,10,28,1,Initial/NoRepeat/Fireworks.wav,NoRepeat,5df9f1c15777b5752bf8b085,001,2020-12-23_17h24.08.231,GuessTheSound,2020.2.10,MacIntel,60,,
,,,,train,0,11,11,84,1,Initial/Doubled/Clock_A.wav,Extra,5df9f1c15777b5752bf8b085,001,2020-12-23_17h24.08.231,GuessTheSound,2020.2.10,MacIntel,60,,
,,,,,0,12,12,53,1,Initial/Repeat/Pingpong.wav,Repeat,5df9f1c15777b5752bf8b085,001,2020-12-23_17h24.08.231,GuessTheSound,2020.2.10,MacIntel,60,,
,,,,cat/kitten,0,13,13,82,1,Initial/Doubled/Cat_A.wav,Extra,5df9f1c15777b5752bf8b085,001,2020-12-23_17h24.08.231,GuessTheSound,2020.2.10,MacIntel,60,,
,,,,tearing of paper,0,14,14,95,1,Test/Foils/PaperRip.wav,Extra,5df9f1c15777b5752bf8b085,001,2020-12-23_17h24.08.231,GuessTheSound,2020.2.10,MacIntel,60,,
,,,,mobile phone vibrating,0,15,15,66,1,Test/Foils/Buzz.wav,New,5df9f1c15777b5752bf8b085,001,2020-12-23_17h24.08.231,GuessTheSound,2020.2.10,MacIntel,60,,
