WelcomeContinueKey2.keys,WelcomeContinueKey2.rt,VolumeContinueKey.keys,VolumeContinueKey.rt,ResponseBox.text,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,SoundFiles,Type,participant,session,date,expName,psychopyVersion,OS,frameRate,ExitKey.keys,ExitKey.rt
space,7.918,space,3.74,water drop,0,0,0,92,1,Test/Foils/Gulp.wav,Extra,5eac59fffec73d29939eba0d,001,2021-01-01_16h59.08.929,GuessTheSound,2020.2.10,Win32,60,,
,,,,coughing,0,1,1,85,1,Initial/Doubled/Cough_A.wav,Extra,5eac59fffec73d29939eba0d,001,2021-01-01_16h59.08.929,GuessTheSound,2020.2.10,Win32,60,,
,,,,Air pump,0,2,2,34,1,Initial/NoRepeat/Puff_A.wav,NoRepeat,5eac59fffec73d29939eba0d,001,2021-01-01_16h59.08.929,GuessTheSound,2020.2.10,Win32,60,,
,,,,Sirens,0,3,3,11,1,Initial/Doubled/Siren_A.wav,Doubled,5eac59fffec73d29939eba0d,001,2021-01-01_16h59.08.929,GuessTheSound,2020.2.10,Win32,60,,
,,,,Donkey,0,4,4,68,1,Test/Foils/Donkey.wav,New,5eac59fffec73d29939eba0d,001,2021-01-01_16h59.08.929,GuessTheSound,2020.2.10,Win32,60,,
,,,,Car engine start,0,5,5,81,1,Initial/Doubled/CarStart_A.wav,Extra,5eac59fffec73d29939eba0d,001,2021-01-01_16h59.08.929,GuessTheSound,2020.2.10,Win32,60,,
,,,,Flute,0,6,6,36,1,Initial/NoRepeat/Sax_A.wav,NoRepeat,5eac59fffec73d29939eba0d,001,2021-01-01_16h59.08.929,GuessTheSound,2020.2.10,Win32,60,,
,,,,Animal sound,0,7,7,55,1,Initial/Repeat/Sealion.wav,Repeat,5eac59fffec73d29939eba0d,001,2021-01-01_16h59.08.929,GuessTheSound,2020.2.10,Win32,60,,
,,,,Water pipe,0,8,8,27,1,Initial/NoRepeat/Faucet_A.wav,NoRepeat,5eac59fffec73d29939eba0d,001,2021-01-01_16h59.08.929,GuessTheSound,2020.2.10,Win32,60,,
,,,,Animal sound,0,9,9,90,1,Initial/Doubled/Geese_A.wav,Extra,5eac59fffec73d29939eba0d,001,2021-01-01_16h59.08.929,GuessTheSound,2020.2.10,Win32,60,,
,,,,Pin,0,10,10,41,1,Initial/Repeat/Bat.wav,Repeat,5eac59fffec73d29939eba0d,001,2021-01-01_16h59.08.929,GuessTheSound,2020.2.10,Win32,60,,
,,,,TRUMPET,0,11,11,58,1,Initial/Repeat/Trumpet_B.wav,Repeat,5eac59fffec73d29939eba0d,001,2021-01-01_16h59.08.929,GuessTheSound,2020.2.10,Win32,60,,
,,,,Clapping,0,12,12,3,1,Initial/Doubled/Clap_A.wav,Doubled,5eac59fffec73d29939eba0d,001,2021-01-01_16h59.08.929,GuessTheSound,2020.2.10,Win32,60,,
,,,,Phone vibrating,0,13,13,66,1,Test/Foils/Buzz.wav,New,5eac59fffec73d29939eba0d,001,2021-01-01_16h59.08.929,GuessTheSound,2020.2.10,Win32,60,,
,,,,Water drops,0,14,14,24,1,Initial/NoRepeat/Droplet_B.wav,NoRepeat,5eac59fffec73d29939eba0d,001,2021-01-01_16h59.08.929,GuessTheSound,2020.2.10,Win32,60,,
,,,,Clock sound,0,15,15,6,1,Initial/Doubled/Cuckoo_A.wav,Doubled,5eac59fffec73d29939eba0d,001,2021-01-01_16h59.08.929,GuessTheSound,2020.2.10,Win32,60,,
,,,,Train whistle,0,16,16,76,1,Test/Foils/Steam.wav,New,5eac59fffec73d29939eba0d,001,2021-01-01_16h59.08.929,GuessTheSound,2020.2.10,Win32,60,,
,,,,Tapping,0,17,17,69,1,Test/Foils/Gallop.wav,New,5eac59fffec73d29939eba0d,001,2021-01-01_16h59.08.929,GuessTheSound,2020.2.10,Win32,60,,
,,,,Piano playing,0,18,18,9,1,Initial/Doubled/Piano_A.wav,Doubled,5eac59fffec73d29939eba0d,001,2021-01-01_16h59.08.929,GuessTheSound,2020.2.10,Win32,60,,
,,,,Tapping,0,19,19,31,1,Initial/NoRepeat/Hammer_A.wav,NoRepeat,5eac59fffec73d29939eba0d,001,2021-01-01_16h59.08.929,GuessTheSound,2020.2.10,Win32,60,,
