VolumeContinueKey.keys,VolumeContinueKey.rt,ContinueResp.keys,ContinueResp.rt,WelcomeContinueKey2.keys,WelcomeContinueKey2.rt,Practice_resp.keys,Practice_resp.corr,Practice_resp.rt,PracticeTrials.thisRepN,PracticeTrials.thisTrialN,PracticeTrials.thisN,PracticeTrials.thisIndex,PracticeTrials.ran,SoundFiles3,Correct,participant,session,date,expName,psychopyVersion,OS,frameRate,StartTast.keys,StartTast.rt,MSTResp.keys,MSTResp.corr,MSTResp.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,ExitKey.keys,ExitKey.rt
space,3.03554,space,15.451975,space,3.391175,3,1,3.87723,0,0,0,0,1,Practice/Seagull_A.wav,3,5f9beec0d30f2a000847752f,001,2021-01-17_21h38.25.138,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,
,,,,,,3,1,1.140905,0,1,1,1,1,Practice/Skid_B.wav,3,5f9beec0d30f2a000847752f,001,2021-01-17_21h38.25.138,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,
,,,,,,1,1,0.38686,0,2,2,2,1,Practice/Seagull_A.wav,1,5f9beec0d30f2a000847752f,001,2021-01-17_21h38.25.138,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,
,,,,,,3,1,0.551705,0,3,3,3,1,Practice/Gargle_A.wav,3,5f9beec0d30f2a000847752f,001,2021-01-17_21h38.25.138,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,
,,,,,,2,1,0.331685,0,4,4,4,1,Practice/Gargle_B.wav,2,5f9beec0d30f2a000847752f,001,2021-01-17_21h38.25.138,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,
,,,,,,,,,,,,,,Initial/Doubled/Coin_A.wav,3,5f9beec0d30f2a000847752f,001,2021-01-17_21h38.25.138,GuessTheSound,2020.2.10,Win32,60,space,4.6947,3,1,0.653115,0,0,0,0,1,,
,,,,,,,,,,,,,,Initial/Repeat/ManWhistle.wav,3,5f9beec0d30f2a000847752f,001,2021-01-17_21h38.25.138,GuessTheSound,2020.2.10,Win32,60,,,3,1,0.651355,0,1,1,1,1,,
,,,,,,,,,,,,,,Initial/Doubled/Cuckoo_A.wav,3,5f9beec0d30f2a000847752f,001,2021-01-17_21h38.25.138,GuessTheSound,2020.2.10,Win32,60,,,3,1,0.457755,0,2,2,2,1,,
,,,,,,,,,,,,,,Initial/Doubled/Piano_A.wav,3,5f9beec0d30f2a000847752f,001,2021-01-17_21h38.25.138,GuessTheSound,2020.2.10,Win32,60,,,3,1,0.310265,0,3,3,3,1,,
,,,,,,,,,,,,,,Initial/Doubled/Siren_A.wav,3,5f9beec0d30f2a000847752f,001,2021-01-17_21h38.25.138,GuessTheSound,2020.2.10,Win32,60,,,3,1,0.52413,0,4,4,4,1,,
,,,,,,,,,,,,,,Test/Foils/Bird.wav,3,5f9beec0d30f2a000847752f,001,2021-01-17_21h38.25.138,GuessTheSound,2020.2.10,Win32,60,,,2,0,0.449355,0,5,5,5,1,,
,,,,,,,,,,,,,,Initial/Doubled/Cat_A.wav,3,5f9beec0d30f2a000847752f,001,2021-01-17_21h38.25.138,GuessTheSound,2020.2.10,Win32,60,,,3,1,0.534035,0,6,6,6,1,,
,,,,,,,,,,,,,,Initial/NoRepeat/Baby_B.wav,3,5f9beec0d30f2a000847752f,001,2021-01-17_21h38.25.138,GuessTheSound,2020.2.10,Win32,60,,,3,1,0.68404,0,7,7,7,1,,
,,,,,,,,,,,,,,Initial/Doubled/Writing_A.wav,3,5f9beec0d30f2a000847752f,001,2021-01-17_21h38.25.138,GuessTheSound,2020.2.10,Win32,60,,,3,1,0.6111,0,8,8,8,1,,
,,,,,,,,,,,,,,Piano_D.wav,2,5f9beec0d30f2a000847752f,001,2021-01-17_21h38.25.138,GuessTheSound,2020.2.10,Win32,60,,,2,1,0.45177,0,9,9,9,1,,
,,,,,,,,,,,,,,Initial/Repeat/Phone_A.wav,3,5f9beec0d30f2a000847752f,001,2021-01-17_21h38.25.138,GuessTheSound,2020.2.10,Win32,60,,,2,0,0.46872,0,10,10,10,1,,
,,,,,,,,,,,,,,Test/Foils/Typing.wav,3,5f9beec0d30f2a000847752f,001,2021-01-17_21h38.25.138,GuessTheSound,2020.2.10,Win32,60,,,3,1,0.717285,0,11,11,11,1,,
,,,,,,,,,,,,,,Initial/Repeat/Pour.wav,3,5f9beec0d30f2a000847752f,001,2021-01-17_21h38.25.138,GuessTheSound,2020.2.10,Win32,60,,,2,0,0.351565,0,12,12,12,1,,
,,,,,,,,,,,,,,Initial/Doubled/HairDryer_A.wav,3,5f9beec0d30f2a000847752f,001,2021-01-17_21h38.25.138,GuessTheSound,2020.2.10,Win32,60,,,3,1,0.45057,0,13,13,13,1,,
