VolumeContinueKey.keys,VolumeContinueKey.rt,HeadphoneContinueKey.keys,HeadphoneContinueKey.rt,CheckResp.keys,CheckResp.corr,CheckResp.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,File,Correct,participant,session,date,expName,psychopyVersion,OS,frameRate,ContinueResp.keys,ContinueResp.rt,Wel2ContinueKey.keys,Wel2ContinueKey.rt,WelcomeContinueKey2.keys,WelcomeContinueKey2.rt,Practice_resp.keys,Practice_resp.corr,Practice_resp.rt,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,SoundFile,Correct2,Type,Trial,StartTast.keys,StartTast.rt,MSTResp.keys,MSTResp.corr,MSTResp.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,ExitKey.keys,ExitKey.rt
space,5.373,space,14.243,2,1,5.032,0,0,0,3,1,Headphone/t2_2.wav,2,6018a5c0e1600b187ccb8693,001,2021-03-01_22h17.12.871,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,1,0.583,0,1,1,2,1,Headphone/t2_1.wav,2,6018a5c0e1600b187ccb8693,001,2021-03-01_22h17.12.871,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,1,0.388,0,2,2,0,1,Headphone/t1_1.wav,1,6018a5c0e1600b187ccb8693,001,2021-03-01_22h17.12.871,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3,1,0.385,0,3,3,5,1,Headphone/t3_2.wav,3,6018a5c0e1600b187ccb8693,001,2021-03-01_22h17.12.871,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3,1,0.271,0,4,4,4,1,Headphone/t3_1.wav,3,6018a5c0e1600b187ccb8693,001,2021-03-01_22h17.12.871,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,1,0.473,0,5,5,1,1,Headphone/t1_2.wav,1,6018a5c0e1600b187ccb8693,001,2021-03-01_22h17.12.871,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2,6018a5c0e1600b187ccb8693,001,2021-03-01_22h17.12.871,GuessTheSound,2020.2.10,Win32,60,space,21.443,space,18.653,space,5.026,3,1,5.891,0,0,0,0,1,Practice/Seagull_A.wav,3,NEW,Practice,,,,,,,,,,,,
,,,,,,,,,,,,,2,6018a5c0e1600b187ccb8693,001,2021-03-01_22h17.12.871,GuessTheSound,2020.2.10,Win32,60,,,,,,,3,1,1.934,0,1,1,1,1,Practice/Skid_B.wav,3,NEW,Practice,,,,,,,,,,,,
,,,,,,,,,,,,,1,6018a5c0e1600b187ccb8693,001,2021-03-01_22h17.12.871,GuessTheSound,2020.2.10,Win32,60,,,,,,,1,1,2.482,0,2,2,2,1,Practice/Seagull_A.wav,1,OLD,Practice,,,,,,,,,,,,
,,,,,,,,,,,,,2,6018a5c0e1600b187ccb8693,001,2021-03-01_22h17.12.871,GuessTheSound,2020.2.10,Win32,60,,,,,,,3,1,2.168,0,3,3,3,1,Practice/Gargle_A.wav,3,NEW,Practice,,,,,,,,,,,,
,,,,,,,,,,,,,2,6018a5c0e1600b187ccb8693,001,2021-03-01_22h17.12.871,GuessTheSound,2020.2.10,Win32,60,,,,,,,2,1,2.346,0,4,4,4,1,Practice/Gargle_B.wav,2,SIMILAR,Practice,,,,,,,,,,,,
,,,,,,,,,,,,,2,6018a5c0e1600b187ccb8693,001,2021-03-01_22h17.12.871,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/ManWhistle.wav,3,NEW,B,space,7.791,3,1,2.804,0,0,0,0,1,,
,,,,,,,,,,,,,2,6018a5c0e1600b187ccb8693,001,2021-03-01_22h17.12.871,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Siren_E.wav,3,NEW,B,,,3,1,0.801,0,1,1,1,1,,
,,,,,,,,,,,,,2,6018a5c0e1600b187ccb8693,001,2021-03-01_22h17.12.871,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Footsteps_G.wav,3,NEW,B,,,3,1,2.084,0,2,2,2,1,,
,,,,,,,,,,,,,2,6018a5c0e1600b187ccb8693,001,2021-03-01_22h17.12.871,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Chicken_A.wav,3,NEW,B,,,3,1,0.57,0,3,3,3,1,,
,,,,,,,,,,,,,2,6018a5c0e1600b187ccb8693,001,2021-03-01_22h17.12.871,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Phone_D.wav,3,NEW,B,,,3,1,0.472,0,4,4,4,1,,
,,,,,,,,,,,,,2,6018a5c0e1600b187ccb8693,001,2021-03-01_22h17.12.871,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Cup.wav,3,NEW,B,,,3,1,0.718,0,5,5,5,1,,
,,,,,,,,,,,,,2,6018a5c0e1600b187ccb8693,001,2021-03-01_22h17.12.871,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Bowlingpins.wav,3,NEW,B,,,3,1,0.541,0,6,6,6,1,,
,,,,,,,,,,,,,2,6018a5c0e1600b187ccb8693,001,2021-03-01_22h17.12.871,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Bird_E.wav,3,NEW,B,,,3,1,0.436,0,7,7,7,1,,
,,,,,,,,,,,,,2,6018a5c0e1600b187ccb8693,001,2021-03-01_22h17.12.871,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/HairDryer_A.wav,3,NEW,B,,,3,1,0.373,0,8,8,8,1,,
,,,,,,,,,,,,,2,6018a5c0e1600b187ccb8693,001,2021-03-01_22h17.12.871,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Faucet_D.wav,3,NEW,B,,,3,1,0.288,0,9,9,9,1,,
,,,,,,,,,,,,,2,6018a5c0e1600b187ccb8693,001,2021-03-01_22h17.12.871,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Siren_B.wav,2,SIMILAR,B,,,2,1,1.708,0,10,10,10,1,,
,,,,,,,,,,,,,2,6018a5c0e1600b187ccb8693,001,2021-03-01_22h17.12.871,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Laugh_C.wav,3,NEW,B,,,3,1,0.305,0,11,11,11,1,,
