VolumeContinueKey.keys,VolumeContinueKey.rt,HeadphoneContinueKey.keys,HeadphoneContinueKey.rt,CheckResp.keys,CheckResp.corr,CheckResp.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,File,Correct,participant,session,date,expName,psychopyVersion,OS,frameRate,ContinueResp.keys,ContinueResp.rt,Wel2ContinueKey.keys,Wel2ContinueKey.rt,WelcomeContinueKey2.keys,WelcomeContinueKey2.rt,Practice_resp.keys,Practice_resp.corr,Practice_resp.rt,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,SoundFile,Correct2,Type,Trial,StartTast.keys,StartTast.rt,MSTResp.keys,MSTResp.corr,MSTResp.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,ExitKey.keys,ExitKey.rt
space,5.288205,space,9.2186,3,0,6.326405,0,0,0,1,1,Headphone/t1_2.wav,1,60244fd7a4f7f31189dd2513,001,2021-03-03_01h23.53.904,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,1,0.677555,0,1,1,2,1,Headphone/t2_1.wav,2,60244fd7a4f7f31189dd2513,001,2021-03-03_01h23.53.904,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,0,0.233795,0,2,2,5,1,Headphone/t3_2.wav,3,60244fd7a4f7f31189dd2513,001,2021-03-03_01h23.53.904,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3,1,3.289885,0,3,3,4,1,Headphone/t3_1.wav,3,60244fd7a4f7f31189dd2513,001,2021-03-03_01h23.53.904,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,1,0.049855,0,4,4,0,1,Headphone/t1_1.wav,1,60244fd7a4f7f31189dd2513,001,2021-03-03_01h23.53.904,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,1,1.1634,0,5,5,3,1,Headphone/t2_2.wav,2,60244fd7a4f7f31189dd2513,001,2021-03-03_01h23.53.904,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2,60244fd7a4f7f31189dd2513,001,2021-03-03_01h23.53.904,GuessTheSound,2020.2.10,Win32,60,space,8.14509,space,14.083645,space,5.059625,3,1,4.628255,0,0,0,0,1,Practice/Seagull_A.wav,3,NEW,Practice,,,,,,,,,,,,
,,,,,,,,,,,,,2,60244fd7a4f7f31189dd2513,001,2021-03-03_01h23.53.904,GuessTheSound,2020.2.10,Win32,60,,,,,,,3,1,5.12477,0,1,1,1,1,Practice/Skid_B.wav,3,NEW,Practice,,,,,,,,,,,,
,,,,,,,,,,,,,1,60244fd7a4f7f31189dd2513,001,2021-03-03_01h23.53.904,GuessTheSound,2020.2.10,Win32,60,,,,,,,1,1,1.257805,0,2,2,2,1,Practice/Seagull_A.wav,1,OLD,Practice,,,,,,,,,,,,
,,,,,,,,,,,,,2,60244fd7a4f7f31189dd2513,001,2021-03-03_01h23.53.904,GuessTheSound,2020.2.10,Win32,60,,,,,,,3,1,1.773025,0,3,3,3,1,Practice/Gargle_A.wav,3,NEW,Practice,,,,,,,,,,,,
,,,,,,,,,,,,,2,60244fd7a4f7f31189dd2513,001,2021-03-03_01h23.53.904,GuessTheSound,2020.2.10,Win32,60,,,,,,,2,1,26.74814,0,4,4,4,1,Practice/Gargle_B.wav,2,SIMILAR,Practice,,,,,,,,,,,,
,,,,,,,,,,,,,2,60244fd7a4f7f31189dd2513,001,2021-03-03_01h23.53.904,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,CarStart_F.wav,3,NEW,C,space,5.0877,3,1,5.97272,0,0,0,0,1,,
,,,,,,,,,,,,,2,60244fd7a4f7f31189dd2513,001,2021-03-03_01h23.53.904,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Bird_E.wav,3,NEW,C,,,3,1,0.53456,0,1,1,1,1,,
,,,,,,,,,,,,,2,60244fd7a4f7f31189dd2513,001,2021-03-03_01h23.53.904,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Bubbles_A.wav,3,NEW,C,,,3,1,0.31716,0,2,2,2,1,,
,,,,,,,,,,,,,2,60244fd7a4f7f31189dd2513,001,2021-03-03_01h23.53.904,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Horse.wav,3,NEW,C,,,3,1,0.70066,0,3,3,3,1,,
,,,,,,,,,,,,,2,60244fd7a4f7f31189dd2513,001,2021-03-03_01h23.53.904,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/IceDrop.wav,3,NEW,C,,,3,1,0.610845,0,4,4,4,1,,
,,,,,,,,,,,,,2,60244fd7a4f7f31189dd2513,001,2021-03-03_01h23.53.904,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Sleighbells_B.wav,3,NEW,C,,,3,1,0.56005,0,5,5,5,1,,
,,,,,,,,,,,,,2,60244fd7a4f7f31189dd2513,001,2021-03-03_01h23.53.904,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Growl_G.wav,3,NEW,C,,,3,1,0.457645,0,6,6,6,1,,
,,,,,,,,,,,,,2,60244fd7a4f7f31189dd2513,001,2021-03-03_01h23.53.904,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Chicken_A.wav,3,NEW,C,,,3,1,0.310085,0,7,7,7,1,,
,,,,,,,,,,,,,2,60244fd7a4f7f31189dd2513,001,2021-03-03_01h23.53.904,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Slurp.wav,3,NEW,C,,,3,1,0.27624,0,8,8,8,1,,
,,,,,,,,,,,,,2,60244fd7a4f7f31189dd2513,001,2021-03-03_01h23.53.904,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,CarStart_E.wav,2,SIMILAR,C,,,2,1,0.66295,0,9,9,9,1,,
,,,,,,,,,,,,,2,60244fd7a4f7f31189dd2513,001,2021-03-03_01h23.53.904,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Printer.wav,3,NEW,C,,,3,1,0.24598,0,10,10,10,1,,
,,,,,,,,,,,,,2,60244fd7a4f7f31189dd2513,001,2021-03-03_01h23.53.904,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Bowlingpins.wav,3,NEW,C,,,3,1,0.269875,0,11,11,11,1,,
,,,,,,,,,,,,,2,60244fd7a4f7f31189dd2513,001,2021-03-03_01h23.53.904,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Fireworks.wav,3,NEW,C,,,3,1,0.337385,0,12,12,12,1,,
,,,,,,,,,,,,,2,60244fd7a4f7f31189dd2513,001,2021-03-03_01h23.53.904,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Howl.wav,3,NEW,C,,,3,1,0.267825,0,13,13,13,1,,
,,,,,,,,,,,,,2,60244fd7a4f7f31189dd2513,001,2021-03-03_01h23.53.904,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Goat_D.wav,3,NEW,C,,,3,1,0.35569,0,14,14,14,1,,
,,,,,,,,,,,,,1,60244fd7a4f7f31189dd2513,001,2021-03-03_01h23.53.904,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Horse.wav,1,OLD,C,,,1,1,0.507065,0,15,15,15,1,,
,,,,,,,,,,,,,2,60244fd7a4f7f31189dd2513,001,2021-03-03_01h23.53.904,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Laugh_C.wav,3,NEW,C,,,3,1,0.234545,0,16,16,16,1,,
,,,,,,,,,,,,,2,60244fd7a4f7f31189dd2513,001,2021-03-03_01h23.53.904,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Lures/Bubbles_B.wav,2,SIMILAR,C,,,2,1,0.424835,0,17,17,17,1,,
,,,,,,,,,,,,,2,60244fd7a4f7f31189dd2513,001,2021-03-03_01h23.53.904,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Footsteps_G.wav,3,NEW,C,,,3,1,0.286465,0,18,18,18,1,,
,,,,,,,,,,,,,2,60244fd7a4f7f31189dd2513,001,2021-03-03_01h23.53.904,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Duck_C.wav,3,NEW,C,,,2,0,0.483545,0,19,19,19,1,,
,,,,,,,,,,,,,2,60244fd7a4f7f31189dd2513,001,2021-03-03_01h23.53.904,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Cow.wav,3,NEW,C,,,2,0,3.10962,0,20,20,20,1,,
,,,,,,,,,,,,,2,60244fd7a4f7f31189dd2513,001,2021-03-03_01h23.53.904,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Airhorn.wav,3,NEW,C,,,3,1,0.27456,0,21,21,21,1,,
,,,,,,,,,,,,,1,60244fd7a4f7f31189dd2513,001,2021-03-03_01h23.53.904,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Printer.wav,1,OLD,C,,,1,1,0.48484,0,22,22,22,1,,
,,,,,,,,,,,,,1,60244fd7a4f7f31189dd2513,001,2021-03-03_01h23.53.904,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Sleighbells_B.wav,1,OLD,C,,,1,1,0.32516,0,23,23,23,1,,
,,,,,,,,,,,,,2,60244fd7a4f7f31189dd2513,001,2021-03-03_01h23.53.904,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Camera.wav,3,NEW,C,,,3,1,0.700215,0,24,24,24,1,,
,,,,,,,,,,,,,2,60244fd7a4f7f31189dd2513,001,2021-03-03_01h23.53.904,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Growl_H.wav,2,SIMILAR,C,,,1,0,0.27401,0,25,25,25,1,,
,,,,,,,,,,,,,2,60244fd7a4f7f31189dd2513,001,2021-03-03_01h23.53.904,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Whistle_A.wav,3,NEW,C,,,3,1,1.56192,0,26,26,26,1,,
,,,,,,,,,,,,,2,60244fd7a4f7f31189dd2513,001,2021-03-03_01h23.53.904,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Piano_D.wav,3,NEW,C,,,3,1,0.133965,0,27,27,27,1,,
,,,,,,,,,,,,,2,60244fd7a4f7f31189dd2513,001,2021-03-03_01h23.53.904,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Coin_D.wav,3,NEW,C,,,3,1,0.30179,0,28,28,28,1,,
,,,,,,,,,,,,,2,60244fd7a4f7f31189dd2513,001,2021-03-03_01h23.53.904,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Bird_F.wav,2,SIMILAR,C,,,2,1,1.07025,0,29,29,29,1,,
,,,,,,,,,,,,,2,60244fd7a4f7f31189dd2513,001,2021-03-03_01h23.53.904,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/PaperRip.wav,3,NEW,C,,,3,1,0.26816,0,30,30,30,1,,
,,,,,,,,,,,,,1,60244fd7a4f7f31189dd2513,001,2021-03-03_01h23.53.904,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Slurp.wav,1,OLD,C,,,1,1,0.371185,0,31,31,31,1,,
,,,,,,,,,,,,,1,60244fd7a4f7f31189dd2513,001,2021-03-03_01h23.53.904,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Howl.wav,1,OLD,C,,,1,1,0.23728,0,32,32,32,1,,
,,,,,,,,,,,,,1,60244fd7a4f7f31189dd2513,001,2021-03-03_01h23.53.904,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/IceDrop.wav,1,OLD,C,,,1,1,0.49209,0,33,33,33,1,,
