SoundFiles3,Correct,PracticeTrials.thisRepN,PracticeTrials.thisTrialN,PracticeTrials.thisN,PracticeTrials.thisIndex,InstructionTxt.started,InstructionTxt.stopped,WelcomContinue.started,WelcomContinue.stopped,VolumeBeginTxt.started,VolumeBeginTxt.stopped,VolumeContinue.started,VolumeContinue.stopped,VolumeContinueKey.keys,VolumeContinueKey.rt,VolumeContinueKey.started,VolumeContinueKey.stopped,text.started,text.stopped,Music.started,Music.stopped,AdjustContinue.started,AdjustContinue.stopped,WelcomeTxt1.started,WelcomeTxt1.stopped,ContinueKey1.started,ContinueKey1.stopped,ContinueResp.keys,ContinueResp.rt,ContinueResp.started,ContinueResp.stopped,InstructionTxt2.started,InstructionTxt2.stopped,WelcomeContinue2.started,WelcomeContinue2.stopped,WelcomeContinueKey2.keys,WelcomeContinueKey2.rt,WelcomeContinueKey2.started,WelcomeContinueKey2.stopped,TrialNumber.started,TrialNumber.stopped,PracticeSound.started,PracticeSound.stopped,PracticeCross.started,PracticeCross.stopped,Practice_resp.keys,Practice_resp.corr,Practice_resp.rt,Practice_resp.started,Practice_resp.stopped,PracticeMssg.started,PracticeMssg.stopped,FeedbackCross.started,FeedbackCross.stopped,Continue.started,Continue.stopped,Options.started,Options.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,11.04712889995426,None,11.04712889995426,None,11.52264290000312,None,11.52264290000312,None,space,0.3147447999799624,11.52264290000312,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jan_17_2338,GuessTheSound,2020.2.10,59.93252795558791,
,,,,,,,,,,,,,,,,,,11.871404299978167,None,11.872929919965099,None,11.871404299978167,None,12.239833100000396,None,12.239833100000396,None,space,0.3652615000028163,12.239833100000396,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jan_17_2338,GuessTheSound,2020.2.10,59.93252795558791,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.621953299967572,None,12.621953299967572,None,space,0.5659766000462696,12.621953299967572,None,,,,,,,,,,,,,,,,,,,,,001,2021_Jan_17_2338,GuessTheSound,2020.2.10,59.93252795558791,
Practice/Seagull_A.wav,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.265634499955922,None,13.272603149991482,None,13.265634499955922,None,3,1,0.41220160003285855,15.576042499975301,None,15.576042499975301,None,15.576042499975301,None,15.576042499975301,None,15.576042499975301,None,,001,2021_Jan_17_2338,GuessTheSound,2020.2.10,59.93252795558791,
