SoundFiles3,Correct,PracticeTrials.thisRepN,PracticeTrials.thisTrialN,PracticeTrials.thisN,PracticeTrials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,InstructionTxt.started,InstructionTxt.stopped,WelcomContinue.started,WelcomContinue.stopped,VolumeBeginTxt.started,VolumeBeginTxt.stopped,VolumeContinueKey.keys,VolumeContinueKey.rt,VolumeContinueKey.started,VolumeContinueKey.stopped,text.started,text.stopped,Music.started,Music.stopped,AdjustContinue.started,AdjustContinue.stopped,HeadphoneCheckBeing.started,HeadphoneCheckBeing.stopped,HeadphoneContinue.started,HeadphoneContinue.stopped,HeadphoneContinueKey.keys,HeadphoneContinueKey.rt,HeadphoneContinueKey.started,HeadphoneContinueKey.stopped,WelcomeTxt1.started,WelcomeTxt1.stopped,ContinueKey1.started,ContinueKey1.stopped,ContinueResp.keys,ContinueResp.rt,ContinueResp.started,ContinueResp.stopped,Welcome2Txt.started,Welcome2Txt.stopped,Wel2ContinueKey.keys,Wel2ContinueKey.rt,Wel2ContinueKey.started,Wel2ContinueKey.stopped,Continue2.started,Continue2.stopped,InstructionTxt2.started,InstructionTxt2.stopped,WelcomeContinue2.started,WelcomeContinue2.stopped,WelcomeContinueKey2.keys,WelcomeContinueKey2.rt,WelcomeContinueKey2.started,WelcomeContinueKey2.stopped,TrialNumber.started,TrialNumber.stopped,PracticeSound.started,PracticeSound.stopped,PracticeCross.started,PracticeCross.stopped,Practice_resp.keys,Practice_resp.corr,Practice_resp.rt,Practice_resp.started,Practice_resp.stopped,PracticeMssg.started,PracticeMssg.stopped,FeedbackCross.started,FeedbackCross.stopped,Continue.started,Continue.stopped,Options.started,Options.stopped,FeedbackMssg.started,FeedbackMssg.stopped,StartTxt.started,StartTxt.stopped,StartTast.keys,StartTast.rt,StartTast.started,StartTast.stopped,ContinueStart.started,ContinueStart.stopped,no_3.started,no_3.stopped,TargetSound.started,TargetSound.stopped,Cross.started,Cross.stopped,ItemNumber.started,ItemNumber.stopped,MSTQuestion.started,MSTQuestion.stopped,MSTResp.keys,MSTResp.corr,MSTResp.rt,MSTResp.started,MSTResp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,8.670523699955083,None,8.670523699955083,None,9.18249489995651,None,space,0.2735460000112653,9.18249489995651,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jan_23_2357,GuessTheSound,2020.2.10,60.15160611403226,
,,,,,,,,,,,,,,,,,,,,9.498353000031784,None,9.498476140014827,None,9.498353000031784,None,9.702090500039048,None,9.702090500039048,None,space,0.2508257998852059,9.702090500039048,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jan_23_2357,GuessTheSound,2020.2.10,60.15160611403226,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.985968500026502,None,9.985968500026502,None,space,0.26467950001824647,9.985968500026502,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jan_23_2357,GuessTheSound,2020.2.10,60.15160611403226,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.286518699955195,None,space,0.2915107998996973,10.286518699955195,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jan_23_2357,GuessTheSound,2020.2.10,60.15160611403226,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.286518699955195,None,10.598453599959612,None,10.598453599959612,None,space,0.41707490000408143,10.598453599959612,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jan_23_2357,GuessTheSound,2020.2.10,60.15160611403226,
Practice/Seagull_A.wav,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.209861799958162,None,11.19619956993265,None,11.209861799958162,None,3,1,0.5974046000046656,13.481865099980496,None,13.481865099980496,None,13.481865099980496,None,13.481865099980496,None,13.481865099980496,None,14.100077699986286,None,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jan_23_2357,GuessTheSound,2020.2.10,60.15160611403226,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.117396799963899,None,space,0.3509886999381706,15.117396799963899,None,,,,,,,,,,,,,,,,,,,001,2021_Jan_23_2357,GuessTheSound,2020.2.10,60.15160611403226,
Initial/Doubled/Piano_A.wav,3,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.117396799963899,None,15.511717700050212,None,17.030896839965138,None,17.02732710004784,None,17.02732710004784,None,19.898907299968414,None,3,1,0.8188016000203788,19.898907299968414,None,,001,2021_Jan_23_2357,GuessTheSound,2020.2.10,60.15160611403226,
Initial/Doubled/Siren_A.wav,3,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.737630299990997,None,22.2478673699894,None,22.25586369994562,None,22.25586369994562,None,25.048957100021653,None,3,1,0.38467299996409565,25.048957100021653,None,,001,2021_Jan_23_2357,GuessTheSound,2020.2.10,60.15160611403226,
Test/Foils/Bird.wav,3,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.447596000041813,None,26.964264140045273,None,26.957074900041334,None,26.957074900041334,None,29.66579590004403,None,3,1,0.595327700022608,29.66579590004403,None,,001,2021_Jan_23_2357,GuessTheSound,2020.2.10,60.15160611403226,
