WelcomeContinueKey2.keys,WelcomeContinueKey2.rt,VolumeContinueKey.keys,VolumeContinueKey.rt,ResponseBox.text,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,SoundFiles2,participant,session,date,expName,psychopyVersion,OS,frameRate
space,0.563005,space,0.892385,,0,0,0,0,1,Initial/NoRepeat/Droplet_B.wav,,001,2021-01-05_01h05.08.203,GuessTheSound,2020.2.10,Win32,60
