trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,SoundFiles,Type,InstructionTxt.started,InstructionTxt.stopped,text.started,text.stopped,Music.started,Music.stopped,StartTxt.started,StartTxt.stopped,no3.started,no3.stopped,no2.started,no2.stopped,no1.started,no1.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,8.529974400007632,None,9.12392890000774,None,9.123923060006927,None,9.63932780000323,None,11.685933800006751,None,12.655802000008407,None,13.655832500007818,None,,,,,,,
