File,Correct,SoundFile5,Correct2,Type,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,PracticeTrials.thisRepN,PracticeTrials.thisTrialN,PracticeTrials.thisN,PracticeTrials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,InstructionTxt.started,InstructionTxt.stopped,WelcomContinue.started,WelcomContinue.stopped,VolumeBeginTxt.started,VolumeBeginTxt.stopped,VolumeContinueKey.keys,VolumeContinueKey.rt,VolumeContinueKey.started,VolumeContinueKey.stopped,text.started,text.stopped,Music.started,Music.stopped,AdjustContinue.started,AdjustContinue.stopped,HeadphoneCheckBeing.started,HeadphoneCheckBeing.stopped,HeadphoneContinue.started,HeadphoneContinue.stopped,HeadphoneContinueKey.keys,HeadphoneContinueKey.rt,HeadphoneContinueKey.started,HeadphoneContinueKey.stopped,CheckSound.started,CheckSound.stopped,QuestionTxt.started,QuestionTxt.stopped,CheckTrial.started,CheckTrial.stopped,CrossHeadphone.started,CrossHeadphone.stopped,CheckResp.keys,CheckResp.corr,CheckResp.rt,CheckResp.started,CheckResp.stopped,FeedbackTxt.started,FeedbackTxt.stopped,text_3.started,text_3.stopped,text_4.started,text_4.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,text_5.started,text_5.stopped,text_6.started,text_6.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,InstructionTxt2.started,InstructionTxt2.stopped,WelcomeContinue2.started,WelcomeContinue2.stopped,WelcomeContinueKey2.keys,WelcomeContinueKey2.rt,WelcomeContinueKey2.started,WelcomeContinueKey2.stopped,TrialNumber.started,TrialNumber.stopped,PracticeSound.started,PracticeSound.stopped,PracticeCross.started,PracticeCross.stopped,Practice_resp.keys,Practice_resp.corr,Practice_resp.rt,Practice_resp.started,Practice_resp.stopped,PracticeMssg.started,PracticeMssg.stopped,FeedbackCross.started,FeedbackCross.stopped,Continue.started,Continue.stopped,Options.started,Options.stopped,FeedbackMssg.started,FeedbackMssg.stopped,StartTxt.started,StartTxt.stopped,StartTast.keys,StartTast.rt,StartTast.started,StartTast.stopped,ContinueStart.started,ContinueStart.stopped,no_3.started,no_3.stopped,TargetSound.started,TargetSound.stopped,Cross.started,Cross.stopped,ItemNumber.started,ItemNumber.stopped,text_2.started,text_2.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,16.369520199950784,None,16.369520199950784,None,18.531185299973004,None,space,1.2422758999746293,18.531185299973004,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Feb_18_0136,GuessTheSound,2020.2.10,59.97562591552984,
,,,,,,,,,,,,,,,,,,,,,,,,,,,19.859092699945904,None,19.84808097998612,None,19.859092699945904,None,20.331331399967894,None,20.331331399967894,None,space,1.492002599989064,20.331331399967894,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Feb_18_0136,GuessTheSound,2020.2.10,59.97562591552984,
Headphone/t2_1.wav,2,,,,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.947914139996286,None,26.480845300015062,None,21.95296879997477,26.497463200008497,21.95296879997477,26.497463200008497,3,0,0.37191499990876764,26.480845300015062,None,26.89392850000877,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Feb_18_0136,GuessTheSound,2020.2.10,59.97562591552984,
Headphone/t3_1.wav,3,,,,0,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.93061866001226,None,32.464297399972565,None,27.930217399960384,32.481014899909496,27.930217399960384,32.481014899909496,2,0,0.5004520999500528,32.464297399972565,None,32.98042469995562,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Feb_18_0136,GuessTheSound,2020.2.10,59.97562591552984,
Headphone/t2_2.wav,2,,,,0,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.063795520015994,None,38.58092360000592,None,34.05836129991803,38.59746489999816,34.05836129991803,38.59746489999816,1,0,0.5855594000313431,38.58092360000592,None,39.1971923999954,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Feb_18_0136,GuessTheSound,2020.2.10,59.97562591552984,
Headphone/t3_2.wav,3,,,,0,3,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.23042505998165,None,44.74746280000545,None,40.226023499970324,44.7639680999564,40.226023499970324,44.7639680999564,2,0,0.7443619000259787,44.74746280000545,None,45.513511699973606,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Feb_18_0136,GuessTheSound,2020.2.10,59.97562591552984,
Headphone/t1_2.wav,1,,,,0,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.63036506001372,None,51.14737769996282,None,46.626399599947035,51.16399199992884,46.626399599947035,51.16399199992884,2,0,0.43050459993537515,51.14737769996282,None,51.59712089993991,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Feb_18_0136,GuessTheSound,2020.2.10,59.97562591552984,
Headphone/t1_1.wav,1,,,,0,5,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.66353619995061,None,57.197399299941026,None,52.66800589999184,57.21385780000128,52.66800589999184,57.21385780000128,1,1,0.5771598999854177,57.197399299941026,None,57.805859999964014,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Feb_18_0136,GuessTheSound,2020.2.10,59.97562591552984,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.81497900001705,None,58.81497900001705,None,space,5.210046499967575,58.81497900001705,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Feb_18_0136,GuessTheSound,2020.2.10,59.97562591552984,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.05114240001421,None,64.05114240001421,None,space,4.1720746998908,64.05114240001421,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Feb_18_0136,GuessTheSound,2020.2.10,59.97562591552984,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.24881519994233,None,68.24881519994233,None,space,1.8445398999610916,68.24881519994233,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Feb_18_0136,GuessTheSound,2020.2.10,59.97562591552984,
,2,Practice/Seagull_A.wav,3,NEW,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.27796669991221,None,70.28058011995162,None,70.27796669991221,None,2,1,1.3194298999151215,72.56762649992015,None,72.56762649992015,None,72.56762649992015,None,72.56762649992015,None,72.56762649992015,None,73.91828969994094,None,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Feb_18_0136,GuessTheSound,2020.2.10,59.97562591552984,
,2,Practice/Skid_B.wav,3,NEW,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.95150309999008,None,74.94672234000171,None,74.95150309999008,None,2,1,0.7431477999780327,77.06401659990661,None,77.06401659990661,None,77.06401659990661,None,77.06401659990661,None,77.06401659990661,None,77.8298859000206,None,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Feb_18_0136,GuessTheSound,2020.2.10,59.97562591552984,
,1,Practice/Seagull_A.wav,1,OLD,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.83942450000905,None,78.84670803991611,None,78.83942450000905,None,2,0,0.7719156999373809,81.12710899999365,None,81.12710899999365,None,81.12710899999365,None,81.12710899999365,None,81.12710899999365,None,81.93568829994183,None,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Feb_18_0136,GuessTheSound,2020.2.10,59.97562591552984,
,2,Practice/Gargle_A.wav,3,NEW,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.97875299991574,None,82.97998965992592,None,82.97875299991574,None,2,1,0.3446834000060335,85.25884539994877,None,85.25884539994877,None,85.25884539994877,None,85.25884539994877,None,85.25884539994877,None,85.64152619999368,None,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Feb_18_0136,GuessTheSound,2020.2.10,59.97562591552984,
,2,Practice/Gargle_B.wav,2,SIMILAR,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.67225599999074,None,86.663383139926,None,86.67225599999074,None,2,1,1.7824700999772176,88.75911719992291,None,88.75911719992291,None,88.75911719992291,None,88.75911719992291,None,88.75911719992291,None,90.56307189993095,None,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Feb_18_0136,GuessTheSound,2020.2.10,59.97562591552984,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.5640362999402,None,space,1.9290537999477237,91.5640362999402,None,,,,,,,,,,,,,,,,,,,001,2021_Feb_18_0136,GuessTheSound,2020.2.10,59.97562591552984,
,2,Initial/NoRepeat/Elephant_A.wav,3,NEW,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.5640362999402,None,93.66029889998026,None,95.046545439912,None,95.04914179991465,None,95.04914179991465,None,98.09687389992177,None,2,1,5.7670614999951795,98.09687389992177,None,,001,2021_Feb_18_0136,GuessTheSound,2020.2.10,59.97562591552984,
,2,Initial/NoRepeat/Thunder_A.wav,3,NEW,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.87977519992273,None,105.39629603996872,None,105.39690679998603,None,105.39690679998603,None,108.38004089996684,None,2,1,0.5254878000123426,108.38004089996684,None,,001,2021_Feb_18_0136,GuessTheSound,2020.2.10,59.97562591552984,
