WelcomeContinueKey2.keys,WelcomeContinueKey2.rt,VolumeContinueKey.keys,VolumeContinueKey.rt,ResponseBox.text,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,SoundFiles,Type,participant,session,date,expName,psychopyVersion,OS,frameRate
,,,,,0,48,48,5,1,Initial/Doubled/Cricket_A.wav,Doubled,,001,2020-12-23_11h14.11.584,GuessTheSound,2020.2.10,Win32,60
,,,,,0,49,49,34,1,Initial/NoRepeat/Puff_A.wav,NoRepeat,,001,2020-12-23_11h14.11.584,GuessTheSound,2020.2.10,Win32,60
,,,,,0,50,50,63,1,Test/Foils/Bowlingpins.wav,New,,001,2020-12-23_11h14.11.584,GuessTheSound,2020.2.10,Win32,60
,,,,,0,51,51,36,1,Initial/NoRepeat/Sax_A.wav,NoRepeat,,001,2020-12-23_11h14.11.584,GuessTheSound,2020.2.10,Win32,60
,,,,,0,52,52,9,1,Initial/Doubled/Piano_A.wav,Doubled,,001,2020-12-23_11h14.11.584,GuessTheSound,2020.2.10,Win32,60
,,,,,0,53,53,95,1,Test/Foils/PaperRip.wav,Extra,,001,2020-12-23_11h14.11.584,GuessTheSound,2020.2.10,Win32,60
,,,,,0,54,54,8,1,Initial/Doubled/Doorchime_A.wav,Doubled,,001,2020-12-23_11h14.11.584,GuessTheSound,2020.2.10,Win32,60
,,,,,0,55,55,66,1,Test/Foils/Buzz.wav,New,,001,2020-12-23_11h14.11.584,GuessTheSound,2020.2.10,Win32,60
,,,,,0,56,56,50,1,Initial/Repeat/ManWhistle.wav,Repeat,,001,2020-12-23_11h14.11.584,GuessTheSound,2020.2.10,Win32,60
,,,,,0,57,57,32,1,Initial/NoRepeat/Mosquito_B.wav,NoRepeat,,001,2020-12-23_11h14.11.584,GuessTheSound,2020.2.10,Win32,60
,,,,,0,58,58,38,1,Initial/NoRepeat/Snore_B.wav,NoRepeat,,001,2020-12-23_11h14.11.584,GuessTheSound,2020.2.10,Win32,60
,,,,,0,59,59,17,1,Initial/Doubled/Windchime_A.wav,Doubled,,001,2020-12-23_11h14.11.584,GuessTheSound,2020.2.10,Win32,60
