trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,SoundFiles,Type,InstructionTxt.started,InstructionTxt.stopped,text.started,text.stopped,Music.started,Music.stopped,StartTxt.started,StartTxt.stopped,no3.started,no3.stopped,no2.started,no2.stopped,no1.started,no1.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,8.361939399997937,None,9.258822899995721,None,9.250922820004051,None,9.86632390000159,None,11.93888159999915,None,12.882788999995682,None,13.882846200009226,None,,,,,,,
