trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,SoundFiles3,Correct,Distance,InstructionTxt.started,InstructionTxt.stopped,WelcomContinue.started,WelcomContinue.stopped,WelcomeTxt1.started,WelcomeTxt1.stopped,ContinueKey1.started,ContinueKey1.stopped,ContinueResp.keys,ContinueResp.rt,ContinueResp.started,ContinueResp.stopped,InstructionTxt2.started,InstructionTxt2.stopped,WelcomeContinue2.started,WelcomeContinue2.stopped,WelcomeContinueKey2.keys,WelcomeContinueKey2.rt,WelcomeContinueKey2.started,WelcomeContinueKey2.stopped,VolumeBeginTxt.started,VolumeBeginTxt.stopped,VolumeContinue.started,VolumeContinue.stopped,VolumeContinueKey.keys,VolumeContinueKey.rt,VolumeContinueKey.started,VolumeContinueKey.stopped,text.started,text.stopped,Music.started,Music.stopped,AdjustContinue.started,AdjustContinue.stopped,StartTxt.started,StartTxt.stopped,no3.started,no3.stopped,no2.started,no2.stopped,no1.started,no1.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,16.262687199981883,None,16.262687199981883,None,17.44834559992887,None,17.44834559992887,None,space,2.2106846999377012,17.44834559992887,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jan_05_1630,GuessTheSound,2020.2.10,60.067852687547735,
,,,,,,,,,,,,,,,,,,,19.680754499975592,None,19.680754499975592,None,space,0.5739929999690503,19.680754499975592,None,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jan_05_1630,GuessTheSound,2020.2.10,60.067852687547735,
,,,,,,,,,,,,,,,,,,,,,,,,,,,20.280455900123343,None,20.280455900123343,None,space,0.8816919999662787,20.280455900123343,None,,,,,,,,,,,,,,,,001,2021_Jan_05_1630,GuessTheSound,2020.2.10,60.067852687547735,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.199760999996215,None,21.196837960183622,None,21.199760999996215,None,22.063653799938038,None,24.11460810014978,None,25.08004830009304,None,26.079838400008157,None,,,,,,,
