SoundFiles3,Correct,PracticeTrials.thisRepN,PracticeTrials.thisTrialN,PracticeTrials.thisN,PracticeTrials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,InstructionTxt.started,InstructionTxt.stopped,WelcomContinue.started,WelcomContinue.stopped,VolumeBeginTxt.started,VolumeBeginTxt.stopped,VolumeContinue.started,VolumeContinue.stopped,VolumeContinueKey.keys,VolumeContinueKey.rt,VolumeContinueKey.started,VolumeContinueKey.stopped,text.started,text.stopped,Music.started,Music.stopped,AdjustContinue.started,AdjustContinue.stopped,WelcomeTxt1.started,WelcomeTxt1.stopped,ContinueKey1.started,ContinueKey1.stopped,ContinueResp.keys,ContinueResp.rt,ContinueResp.started,ContinueResp.stopped,InstructionTxt2.started,InstructionTxt2.stopped,WelcomeContinue2.started,WelcomeContinue2.stopped,WelcomeContinueKey2.keys,WelcomeContinueKey2.rt,WelcomeContinueKey2.started,WelcomeContinueKey2.stopped,TrialNumber.started,TrialNumber.stopped,PracticeSound.started,PracticeSound.stopped,PracticeCross.started,PracticeCross.stopped,Practice_resp.keys,Practice_resp.corr,Practice_resp.rt,Practice_resp.started,Practice_resp.stopped,PracticeMssg.started,PracticeMssg.stopped,FeedbackCross.started,FeedbackCross.stopped,Continue.started,Continue.stopped,Options.started,Options.stopped,StartTxt.started,StartTxt.stopped,StartTast.keys,StartTast.rt,StartTast.started,StartTast.stopped,ContinueStart.started,ContinueStart.stopped,no1.started,no1.stopped,no_2.started,no_2.stopped,no_3.started,no_3.stopped,TargetSound.started,TargetSound.stopped,Cross.started,Cross.stopped,ItemNumber.started,ItemNumber.stopped,MSTQuestion.started,MSTQuestion.stopped,MSTResp.keys,MSTResp.corr,MSTResp.rt,MSTResp.started,MSTResp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,11.590415899991058,None,11.590415899991058,None,12.490625499980524,None,12.490625499980524,None,space,0.8603765000007115,12.490625499980524,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jan_18_0047,GuessTheSound,2020.2.10,59.95121169534463,
,,,,,,,,,,,,,,,,,,,,,,13.425749699992593,None,13.422875019989442,None,13.425749699992593,None,14.825970300007612,None,14.825970300007612,None,space,22.914998100022785,14.825970300007612,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jan_18_0047,GuessTheSound,2020.2.10,59.95121169534463,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.77429370000027,None,37.77429370000027,None,space,1.2914805000182241,37.77429370000027,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jan_18_0047,GuessTheSound,2020.2.10,59.95121169534463,
Practice/Seagull_A.wav,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.34667689999333,None,39.33995527991792,None,39.34667689999333,None,3,1,9.601895600033458,41.67717410001205,None,41.67717410001205,None,41.67717410001205,None,41.67717410001205,None,41.67717410001205,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jan_18_0047,GuessTheSound,2020.2.10,59.95121169534463,
Practice/Skid_B.wav,3,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.34338179999031,None,51.33930189000676,None,51.34338179999031,None,3,1,3.6678904999862425,53.45578969997587,None,53.45578969997587,None,53.45578969997587,None,53.45578969997587,None,53.45578969997587,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jan_18_0047,GuessTheSound,2020.2.10,59.95121169534463,
Practice/Seagull_A.wav,1,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.1632677000016,None,57.15606116001727,None,57.1632677000016,None,1,1,6.515364000049885,59.46793829998933,None,59.46793829998933,None,59.46793829998933,None,59.46793829998933,None,59.46793829998933,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jan_18_0047,GuessTheSound,2020.2.10,59.95121169534463,
Practice/Gargle_A.wav,3,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.04861220001476,None,66.04116519000381,None,66.04861220001476,None,3,1,3.0321709000272676,68.34507610002765,None,68.34507610002765,None,68.34507610002765,None,68.34507610002765,None,68.34507610002765,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jan_18_0047,GuessTheSound,2020.2.10,59.95121169534463,
Practice/Gargle_B.wav,2,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.40959639998619,73.45515180000803,71.40507852998562,None,71.40959639998619,73.45515180000803,2,1,9.36995109997224,73.51588209997863,None,73.51588209997863,None,73.51588209997863,None,73.51588209997863,None,73.51588209997863,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jan_18_0047,GuessTheSound,2020.2.10,59.95121169534463,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.91504450002685,None,space,12.9685852000257,82.91504450002685,None,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jan_18_0047,GuessTheSound,2020.2.10,59.95121169534463,
Initial/NoRepeat/Elephant_A.wav,3,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.91504450002685,None,97.9718480000156,None,96.97183539997786,97.9718480000156,95.97735529998317,96.98829409998143,98.97171101996209,None,98.96721380000236,101.5216333999997,98.96721380000236,101.5216333999997,101.53845340001862,None,3,1,16.712882899970282,101.53845340001862,None,,001,2021_Jan_18_0047,GuessTheSound,2020.2.10,59.95121169534463,
