VolumeContinueKey.keys,VolumeContinueKey.rt,HeadphoneContinueKey.keys,HeadphoneContinueKey.rt,CheckResp.keys,CheckResp.corr,CheckResp.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,File,Correct,participant,session,date,expName,psychopyVersion,OS,frameRate,ContinueResp.keys,ContinueResp.rt,Wel2ContinueKey.keys,Wel2ContinueKey.rt,WelcomeContinueKey2.keys,WelcomeContinueKey2.rt,Practice_resp.keys,Practice_resp.corr,Practice_resp.rt,PracticeTrials.thisRepN,PracticeTrials.thisTrialN,PracticeTrials.thisN,PracticeTrials.thisIndex,PracticeTrials.ran,SoundFile5,Correct2,Type,StartTast.keys,StartTast.rt,MSTResp.keys,MSTResp.corr,MSTResp.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,ExitKey.keys,ExitKey.rt
,,,,,,,,,,,,,2,5ff983115395ad2863c18b91,001,2021-02-19_16h03.00.178,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Writing_A.wav,3,NEW,,,3,1,0.619305,0,15,15,15,1,,
,,,,,,,,,,,,,2,5ff983115395ad2863c18b91,001,2021-02-19_16h03.00.178,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Faucet_A.wav,3,NEW,,,3,1,0.52205,0,16,16,16,1,,
,,,,,,,,,,,,,1,5ff983115395ad2863c18b91,001,2021-02-19_16h03.00.178,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Toilet_B.wav,1,OLD,,,1,1,0.390685,0,17,17,17,1,,
,,,,,,,,,,,,,1,5ff983115395ad2863c18b91,001,2021-02-19_16h03.00.178,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Sleighbells_B.wav,1,OLD,,,1,1,0.414355,0,18,18,18,1,,
,,,,,,,,,,,,,2,5ff983115395ad2863c18b91,001,2021-02-19_16h03.00.178,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Wind_B.wav,3,NEW,,,3,1,0.309445,0,19,19,19,1,,
,,,,,,,,,,,,,2,5ff983115395ad2863c18b91,001,2021-02-19_16h03.00.178,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Pour_C.wav,2,SIMILAR,,,2,1,0.64203,0,20,20,20,1,,
,,,,,,,,,,,,,1,5ff983115395ad2863c18b91,001,2021-02-19_16h03.00.178,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Buzz.wav,1,OLD,,,1,1,0.455775,0,21,21,21,1,,
,,,,,,,,,,,,,2,5ff983115395ad2863c18b91,001,2021-02-19_16h03.00.178,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Baby_A.wav,2,SIMILAR,,,2,1,0.762095,0,22,22,22,1,,
,,,,,,,,,,,,,2,5ff983115395ad2863c18b91,001,2021-02-19_16h03.00.178,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Writing_C.wav,2,SIMILAR,,,2,1,0.446455,0,23,23,23,1,,
,,,,,,,,,,,,,1,5ff983115395ad2863c18b91,001,2021-02-19_16h03.00.178,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Mosquito_B.wav,1,OLD,,,1,1,0.522015,0,24,24,24,1,,
,,,,,,,,,,,,,2,5ff983115395ad2863c18b91,001,2021-02-19_16h03.00.178,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Cough_A.wav,3,NEW,,,3,1,0.64428,0,25,25,25,1,,
,,,,,,,,,,,,,1,5ff983115395ad2863c18b91,001,2021-02-19_16h03.00.178,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/DialTone.wav,1,OLD,,,1,1,0.36396,0,26,26,26,1,,
,,,,,,,,,,,,,2,5ff983115395ad2863c18b91,001,2021-02-19_16h03.00.178,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Heartbeat.wav,3,NEW,,,3,1,0.324335,0,27,27,27,1,,
,,,,,,,,,,,,,2,5ff983115395ad2863c18b91,001,2021-02-19_16h03.00.178,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/IceDrop.wav,3,NEW,,,3,1,1.22968,0,28,28,28,1,,
,,,,,,,,,,,,,2,5ff983115395ad2863c18b91,001,2021-02-19_16h03.00.178,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Bird_B.wav,3,NEW,,,3,1,0.324185,0,29,29,29,1,,
,,,,,,,,,,,,,2,5ff983115395ad2863c18b91,001,2021-02-19_16h03.00.178,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Puff_A.wav,3,NEW,,,3,1,0.441355,0,30,30,30,1,,
,,,,,,,,,,,,,2,5ff983115395ad2863c18b91,001,2021-02-19_16h03.00.178,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Faucet_B.wav,2,SIMILAR,,,2,1,0.40849,0,31,31,31,1,,
,,,,,,,,,,,,,2,5ff983115395ad2863c18b91,001,2021-02-19_16h03.00.178,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Duck_A.wav,3,NEW,,,3,1,1.802825,0,32,32,32,1,,
,,,,,,,,,,,,,2,5ff983115395ad2863c18b91,001,2021-02-19_16h03.00.178,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Laugh_A.wav,3,NEW,,,3,1,0.362335,0,33,33,33,1,,
,,,,,,,,,,,,,1,5ff983115395ad2863c18b91,001,2021-02-19_16h03.00.178,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Wind_B.wav,1,OLD,,,1,1,0.407785,0,34,34,34,1,,
,,,,,,,,,,,,,2,5ff983115395ad2863c18b91,001,2021-02-19_16h03.00.178,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Chicken_A.wav,3,NEW,,,3,1,0.56522,0,35,35,35,1,,
,,,,,,,,,,,,,2,5ff983115395ad2863c18b91,001,2021-02-19_16h03.00.178,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Lures/Guitar_B.wav,3,NEW,,,3,1,0.26809,0,36,36,36,1,,
,,,,,,,,,,,,,2,5ff983115395ad2863c18b91,001,2021-02-19_16h03.00.178,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Cello.wav,3,NEW,,,3,1,0.307635,0,37,37,37,1,,
,,,,,,,,,,,,,1,5ff983115395ad2863c18b91,001,2021-02-19_16h03.00.178,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Heartbeat.wav,1,OLD,,,1,1,0.377545,0,38,38,38,1,,
,,,,,,,,,,,,,2,5ff983115395ad2863c18b91,001,2021-02-19_16h03.00.178,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Airplane_B.wav,3,NEW,,,3,1,0.31221,0,39,39,39,1,,
,,,,,,,,,,,,,2,5ff983115395ad2863c18b91,001,2021-02-19_16h03.00.178,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Cough_E.wav,2,SIMILAR,,,1,0,5.727445,0,40,40,40,1,,
,,,,,,,,,,,,,2,5ff983115395ad2863c18b91,001,2021-02-19_16h03.00.178,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Bird.wav,2,SIMILAR,,,2,1,0.53472,0,41,41,41,1,,
,,,,,,,,,,,,,2,5ff983115395ad2863c18b91,001,2021-02-19_16h03.00.178,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Trumpet_B.wav,3,NEW,,,3,1,0.321245,0,42,42,42,1,,
,,,,,,,,,,,,,1,5ff983115395ad2863c18b91,001,2021-02-19_16h03.00.178,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/IceDrop.wav,1,OLD,,,1,1,0.84258,0,43,43,43,1,,
,,,,,,,,,,,,,2,5ff983115395ad2863c18b91,001,2021-02-19_16h03.00.178,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Sneeze_B.wav,3,NEW,,,3,1,0.40589,0,44,44,44,1,,
,,,,,,,,,,,,,1,5ff983115395ad2863c18b91,001,2021-02-19_16h03.00.178,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Puff_A.wav,1,OLD,,,1,1,0.26891,0,45,45,45,1,,
,,,,,,,,,,,,,2,5ff983115395ad2863c18b91,001,2021-02-19_16h03.00.178,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Snore_A.wav,3,NEW,,,3,1,0.334325,0,46,46,46,1,,
,,,,,,,,,,,,,1,5ff983115395ad2863c18b91,001,2021-02-19_16h03.00.178,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Lures/Guitar_B.wav,1,OLD,,,1,1,0.27374,0,47,47,47,1,,
,,,,,,,,,,,,,2,5ff983115395ad2863c18b91,001,2021-02-19_16h03.00.178,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Cat_A.wav,3,NEW,,,3,1,0.241605,0,48,48,48,1,,
,,,,,,,,,,,,,2,5ff983115395ad2863c18b91,001,2021-02-19_16h03.00.178,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Whistle_A.wav,3,NEW,,,3,1,0.81579,0,49,49,49,1,,
,,,,,,,,,,,,,2,5ff983115395ad2863c18b91,001,2021-02-19_16h03.00.178,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Duck_B.wav,2,SIMILAR,,,2,1,0.70914,0,50,50,50,1,,
,,,,,,,,,,,,,2,5ff983115395ad2863c18b91,001,2021-02-19_16h03.00.178,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Laugh_D.wav,2,SIMILAR,,,2,1,0.351085,0,51,51,51,1,,
,,,,,,,,,,,,,1,5ff983115395ad2863c18b91,001,2021-02-19_16h03.00.178,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Chicken_A.wav,1,OLD,,,1,1,0.29516,0,52,52,52,1,,
,,,,,,,,,,,,,1,5ff983115395ad2863c18b91,001,2021-02-19_16h03.00.178,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Cello.wav,1,OLD,,,1,1,0.681175,0,53,53,53,1,,
,,,,,,,,,,,,,2,5ff983115395ad2863c18b91,001,2021-02-19_16h03.00.178,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Slurp.wav,3,NEW,,,3,1,0.68543,0,54,54,54,1,,
,,,,,,,,,,,,,2,5ff983115395ad2863c18b91,001,2021-02-19_16h03.00.178,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Chomp_A.wav,3,NEW,,,3,1,0.44239,0,55,55,55,1,,
,,,,,,,,,,,,,1,5ff983115395ad2863c18b91,001,2021-02-19_16h03.00.178,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Airplane_B.wav,1,OLD,,,1,1,0.344505,0,56,56,56,1,,
,,,,,,,,,,,,,2,5ff983115395ad2863c18b91,001,2021-02-19_16h03.00.178,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Bubbles_A.wav,3,NEW,,,2,0,1.539425,0,57,57,57,1,,
,,,,,,,,,,,,,1,5ff983115395ad2863c18b91,001,2021-02-19_16h03.00.178,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Trumpet_B.wav,1,OLD,,,1,1,0.316355,0,58,58,58,1,,
,,,,,,,,,,,,,2,5ff983115395ad2863c18b91,001,2021-02-19_16h03.00.178,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Cup.wav,3,NEW,,,2,0,0.36477,0,59,59,59,1,,
,,,,,,,,,,,,,2,5ff983115395ad2863c18b91,001,2021-02-19_16h03.00.178,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Snore_C.wav,2,SIMILAR,,,2,1,0.493965,0,60,60,60,1,,
,,,,,,,,,,,,,2,5ff983115395ad2863c18b91,001,2021-02-19_16h03.00.178,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Airhorn.wav,3,NEW,,,3,1,0.40192,0,61,61,61,1,,
,,,,,,,,,,,,,2,5ff983115395ad2863c18b91,001,2021-02-19_16h03.00.178,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Whistle_C.wav,2,SIMILAR,,,2,1,0.29141,0,62,62,62,1,,
,,,,,,,,,,,,,1,5ff983115395ad2863c18b91,001,2021-02-19_16h03.00.178,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Sneeze_B.wav,1,OLD,,,1,1,0.442815,0,63,63,63,1,,
,,,,,,,,,,,,,1,5ff983115395ad2863c18b91,001,2021-02-19_16h03.00.178,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Cat_A.wav,1,OLD,,,1,1,1.07264,0,64,64,64,1,,
,,,,,,,,,,,,,2,5ff983115395ad2863c18b91,001,2021-02-19_16h03.00.178,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Phone_D.wav,3,NEW,,,3,1,1.135245,0,65,65,65,1,,
,,,,,,,,,,,,,2,5ff983115395ad2863c18b91,001,2021-02-19_16h03.00.178,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Bagpipe.wav,3,NEW,,,3,1,0.24289,0,66,66,66,1,,
,,,,,,,,,,,,,2,5ff983115395ad2863c18b91,001,2021-02-19_16h03.00.178,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Chomp_C.wav,2,SIMILAR,,,2,1,0.493965,0,67,67,67,1,,
,,,,,,,,,,,,,1,5ff983115395ad2863c18b91,001,2021-02-19_16h03.00.178,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Slurp.wav,1,OLD,,,1,1,0.41564,0,68,68,68,1,,
,,,,,,,,,,,,,2,5ff983115395ad2863c18b91,001,2021-02-19_16h03.00.178,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Bowlingpins.wav,3,NEW,,,3,1,0.28209,0,69,69,69,1,,
,,,,,,,,,,,,,1,5ff983115395ad2863c18b91,001,2021-02-19_16h03.00.178,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Bubbles_A.wav,1,OLD,,,1,1,0.91224,0,70,70,70,1,,
,,,,,,,,,,,,,2,5ff983115395ad2863c18b91,001,2021-02-19_16h03.00.178,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Cow.wav,3,NEW,,,3,1,0.3106,0,71,71,71,1,,
,,,,,,,,,,,,,2,5ff983115395ad2863c18b91,001,2021-02-19_16h03.00.178,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Siren_A.wav,3,NEW,,,3,1,0.309445,0,72,72,72,1,,
,,,,,,,,,,,,,2,5ff983115395ad2863c18b91,001,2021-02-19_16h03.00.178,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Crow_B.wav,3,NEW,,,3,1,0.61109,0,73,73,73,1,,
,,,,,,,,,,,,,1,5ff983115395ad2863c18b91,001,2021-02-19_16h03.00.178,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Bagpipe.wav,1,OLD,,,1,1,0.268905,0,74,74,74,1,,
,,,,,,,,,,,,,1,5ff983115395ad2863c18b91,001,2021-02-19_16h03.00.178,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Cup.wav,1,OLD,,,1,1,0.49562,0,75,75,75,1,,
,,,,,,,,,,,,,2,5ff983115395ad2863c18b91,001,2021-02-19_16h03.00.178,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Bullfrog.wav,3,NEW,,,3,1,0.36422,0,76,76,76,1,,
,,,,,,,,,,,,,2,5ff983115395ad2863c18b91,001,2021-02-19_16h03.00.178,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Phone_A.wav,2,SIMILAR,,,2,1,0.6024,0,77,77,77,1,,
,,,,,,,,,,,,,2,5ff983115395ad2863c18b91,001,2021-02-19_16h03.00.178,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/HairDryer_A.wav,3,NEW,,,3,1,0.27623,0,78,78,78,1,,
,,,,,,,,,,,,,1,5ff983115395ad2863c18b91,001,2021-02-19_16h03.00.178,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Airhorn.wav,1,OLD,,,1,1,0.298405,0,79,79,79,1,,
,,,,,,,,,,,,,2,5ff983115395ad2863c18b91,001,2021-02-19_16h03.00.178,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Cuckoo_A.wav,3,NEW,,,3,1,0.615325,0,80,80,80,1,,
,,,,,,,,,,,,,1,5ff983115395ad2863c18b91,001,2021-02-19_16h03.00.178,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Cow.wav,1,OLD,,,2,0,1.96409,0,81,81,81,1,,
,,,,,,,,,,,,,2,5ff983115395ad2863c18b91,001,2021-02-19_16h03.00.178,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Hammer_A.wav,3,NEW,,,3,1,0.480985,0,82,82,82,1,,
,,,,,,,,,,,,,2,5ff983115395ad2863c18b91,001,2021-02-19_16h03.00.178,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Footsteps_B.wav,3,NEW,,,3,1,0.89007,0,83,83,83,1,,
,,,,,,,,,,,,,2,5ff983115395ad2863c18b91,001,2021-02-19_16h03.00.178,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Dog_A.wav,3,NEW,,,3,1,0.336225,0,84,84,84,1,,
,,,,,,,,,,,,,1,5ff983115395ad2863c18b91,001,2021-02-19_16h03.00.178,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Bowlingpins.wav,1,OLD,,,1,1,0.348865,0,85,85,85,1,,
,,,,,,,,,,,,,2,5ff983115395ad2863c18b91,001,2021-02-19_16h03.00.178,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Clap_A.wav,3,NEW,,,3,1,0.884205,0,86,86,86,1,,
,,,,,,,,,,,,,2,5ff983115395ad2863c18b91,001,2021-02-19_16h03.00.178,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Fireworks.wav,3,NEW,,,3,1,0.256565,0,87,87,87,1,,
,,,,,,,,,,,,,1,5ff983115395ad2863c18b91,001,2021-02-19_16h03.00.178,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Bullfrog.wav,1,OLD,,,1,1,0.280955,0,88,88,88,1,,
,,,,,,,,,,,,,2,5ff983115395ad2863c18b91,001,2021-02-19_16h03.00.178,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Siren_C.wav,2,SIMILAR,,,2,1,0.81105,0,89,89,89,1,,
,,,,,,,,,,,,,2,5ff983115395ad2863c18b91,001,2021-02-19_16h03.00.178,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Crow_A.wav,2,SIMILAR,,,2,1,0.442835,0,90,90,90,1,,
