WelcomeContinueKey2.keys,WelcomeContinueKey2.rt,VolumeContinueKey.keys,VolumeContinueKey.rt,ResponseBox.text,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,SoundFiles,Type,participant,session,date,expName,psychopyVersion,OS,frameRate,ExitKey.keys,ExitKey.rt
space,6.634,space,4.138,Monkey,0,0,0,72,1,Test/Foils/Horse.wav,New,5f3971a9bc04640d4b77d837,001,2021-01-01_12h58.50.062,GuessTheSound,2020.2.10,Win32,60,,
,,,,Tearing paper,0,1,1,95,1,Test/Foils/PaperRip.wav,Extra,5f3971a9bc04640d4b77d837,001,2021-01-01_12h58.50.062,GuessTheSound,2020.2.10,Win32,60,,
,,,,opening old door,0,2,2,86,1,Initial/Doubled/Creak.wav,Extra,5f3971a9bc04640d4b77d837,001,2021-01-01_12h58.50.062,GuessTheSound,2020.2.10,Win32,60,,
,,,,peeing,0,3,3,27,1,Initial/NoRepeat/Faucet_A.wav,NoRepeat,5f3971a9bc04640d4b77d837,001,2021-01-01_12h58.50.062,GuessTheSound,2020.2.10,Win32,60,,
,,,,typewritter,0,4,4,67,1,Test/Foils/Curtain.wav,New,5f3971a9bc04640d4b77d837,001,2021-01-01_12h58.50.062,GuessTheSound,2020.2.10,Win32,60,,
,,,,car engine,0,5,5,81,1,Initial/Doubled/CarStart_A.wav,Extra,5f3971a9bc04640d4b77d837,001,2021-01-01_12h58.50.062,GuessTheSound,2020.2.10,Win32,60,,
,,,,keyboard,0,6,6,77,1,Test/Foils/Typing.wav,New,5f3971a9bc04640d4b77d837,001,2021-01-01_12h58.50.062,GuessTheSound,2020.2.10,Win32,60,,
,,,,surprise sound effect,0,7,7,51,1,Initial/Repeat/MetalBang.wav,Repeat,5f3971a9bc04640d4b77d837,001,2021-01-01_12h58.50.062,GuessTheSound,2020.2.10,Win32,60,,
,,,,scratching a rough surface,0,8,8,35,1,Initial/NoRepeat/Saw_A.wav,NoRepeat,5f3971a9bc04640d4b77d837,001,2021-01-01_12h58.50.062,GuessTheSound,2020.2.10,Win32,60,,
,,,,sipping a liquid,0,9,9,97,1,Test/Foils/Slurp.wav,Extra,5f3971a9bc04640d4b77d837,001,2021-01-01_12h58.50.062,GuessTheSound,2020.2.10,Win32,60,,
,,,,thunderstorm,0,10,10,39,1,Initial/NoRepeat/Thunder_A.wav,NoRepeat,5f3971a9bc04640d4b77d837,001,2021-01-01_12h58.50.062,GuessTheSound,2020.2.10,Win32,60,,
,,,,baby,0,11,11,20,1,Initial/NoRepeat/Baby_B.wav,NoRepeat,5f3971a9bc04640d4b77d837,001,2021-01-01_12h58.50.062,GuessTheSound,2020.2.10,Win32,60,,
,,,,owl,0,12,12,16,1,Initial/Doubled/Owl_A.wav,Doubled,5f3971a9bc04640d4b77d837,001,2021-01-01_12h58.50.062,GuessTheSound,2020.2.10,Win32,60,,
,,,,camera shutter,0,13,13,80,1,Test/Foils/Camera.wav,Extra,5f3971a9bc04640d4b77d837,001,2021-01-01_12h58.50.062,GuessTheSound,2020.2.10,Win32,60,,
,,,,underwater bubbles,0,14,14,0,1,Initial/Doubled/Bubbles_A.wav,Doubled,5f3971a9bc04640d4b77d837,001,2021-01-01_12h58.50.062,GuessTheSound,2020.2.10,Win32,60,,
,,,,monkey,0,15,15,90,1,Initial/Doubled/Geese_A.wav,Extra,5f3971a9bc04640d4b77d837,001,2021-01-01_12h58.50.062,GuessTheSound,2020.2.10,Win32,60,,
,,,,battery,0,16,16,45,1,Initial/Repeat/Cymbal_A.wav,Repeat,5f3971a9bc04640d4b77d837,001,2021-01-01_12h58.50.062,GuessTheSound,2020.2.10,Win32,60,,
,,,,snoring,0,17,17,38,1,Initial/NoRepeat/Snore_B.wav,NoRepeat,5f3971a9bc04640d4b77d837,001,2021-01-01_12h58.50.062,GuessTheSound,2020.2.10,Win32,60,,
,,,,phone,0,18,18,75,1,Test/Foils/Robot.wav,New,5f3971a9bc04640d4b77d837,001,2021-01-01_12h58.50.062,GuessTheSound,2020.2.10,Win32,60,,
,,,,gargles,0,19,19,10,1,Initial/Doubled/Gargle_A.wav,Doubled,5f3971a9bc04640d4b77d837,001,2021-01-01_12h58.50.062,GuessTheSound,2020.2.10,Win32,60,,
,,,,putting down glass,0,20,20,47,1,Initial/Repeat/Cup.wav,Repeat,5f3971a9bc04640d4b77d837,001,2021-01-01_12h58.50.062,GuessTheSound,2020.2.10,Win32,60,,
,,,,sport fanfare,0,21,21,60,1,Test/Foils/Airhorn.wav,New,5f3971a9bc04640d4b77d837,001,2021-01-01_12h58.50.062,GuessTheSound,2020.2.10,Win32,60,,
,,,,walking on wood floor,0,22,22,29,1,Initial/NoRepeat/Footsteps_B.wav,NoRepeat,5f3971a9bc04640d4b77d837,001,2021-01-01_12h58.50.062,GuessTheSound,2020.2.10,Win32,60,,
,,,,crow,0,23,23,87,1,Initial/Repeat/Crow_B.wav,Extra,5f3971a9bc04640d4b77d837,001,2021-01-01_12h58.50.062,GuessTheSound,2020.2.10,Win32,60,,
,,,,heartbeat,0,24,24,71,1,Test/Foils/Heartbeat.wav,New,5f3971a9bc04640d4b77d837,001,2021-01-01_12h58.50.062,GuessTheSound,2020.2.10,Win32,60,,
,,,,cough,0,25,25,85,1,Initial/Doubled/Cough_A.wav,Extra,5f3971a9bc04640d4b77d837,001,2021-01-01_12h58.50.062,GuessTheSound,2020.2.10,Win32,60,,
,,,,sneeze,0,26,26,56,1,Initial/Repeat/Sneeze_B.wav,Repeat,5f3971a9bc04640d4b77d837,001,2021-01-01_12h58.50.062,GuessTheSound,2020.2.10,Win32,60,,
,,,,arp,0,27,27,14,1,Initial/Doubled/Harp_A.wav,Doubled,5f3971a9bc04640d4b77d837,001,2021-01-01_12h58.50.062,GuessTheSound,2020.2.10,Win32,60,,
,,,,putting something inside a glass jar,0,28,28,94,1,Initial/Repeat/IceDrop.wav,Extra,5f3971a9bc04640d4b77d837,001,2021-01-01_12h58.50.062,GuessTheSound,2020.2.10,Win32,60,,
,,,,airplane,0,29,29,40,1,Initial/Repeat/Airplane_B.wav,Repeat,5f3971a9bc04640d4b77d837,001,2021-01-01_12h58.50.062,GuessTheSound,2020.2.10,Win32,60,,
,,,,clapping,0,30,30,3,1,Initial/Doubled/Clap_A.wav,Doubled,5f3971a9bc04640d4b77d837,001,2021-01-01_12h58.50.062,GuessTheSound,2020.2.10,Win32,60,,
,,,,insects,0,31,31,44,1,Initial/Repeat/Cicade.wav,Repeat,5f3971a9bc04640d4b77d837,001,2021-01-01_12h58.50.062,GuessTheSound,2020.2.10,Win32,60,,
