SoundFiles3,Correct,PracticeTrials.thisRepN,PracticeTrials.thisTrialN,PracticeTrials.thisN,PracticeTrials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,InstructionTxt.started,InstructionTxt.stopped,WelcomContinue.started,WelcomContinue.stopped,VolumeBeginTxt.started,VolumeBeginTxt.stopped,VolumeContinue.started,VolumeContinue.stopped,VolumeContinueKey.keys,VolumeContinueKey.rt,VolumeContinueKey.started,VolumeContinueKey.stopped,text.started,text.stopped,Music.started,Music.stopped,AdjustContinue.started,AdjustContinue.stopped,WelcomeTxt1.started,WelcomeTxt1.stopped,ContinueKey1.started,ContinueKey1.stopped,ContinueResp.keys,ContinueResp.rt,ContinueResp.started,ContinueResp.stopped,InstructionTxt2.started,InstructionTxt2.stopped,WelcomeContinue2.started,WelcomeContinue2.stopped,WelcomeContinueKey2.keys,WelcomeContinueKey2.rt,WelcomeContinueKey2.started,WelcomeContinueKey2.stopped,TrialNumber.started,TrialNumber.stopped,PracticeSound.started,PracticeSound.stopped,PracticeCross.started,PracticeCross.stopped,Practice_resp.keys,Practice_resp.corr,Practice_resp.rt,Practice_resp.started,Practice_resp.stopped,PracticeMssg.started,PracticeMssg.stopped,FeedbackCross.started,FeedbackCross.stopped,Continue.started,Continue.stopped,Options.started,Options.stopped,StartTxt.started,StartTxt.stopped,StartTast.keys,StartTast.rt,StartTast.started,StartTast.stopped,ContinueStart.started,ContinueStart.stopped,no1.started,no1.stopped,no_2.started,no_2.stopped,no_3.started,no_3.stopped,TargetSound.started,TargetSound.stopped,Cross.started,Cross.stopped,ItemNumber.started,ItemNumber.stopped,MSTQuestion.started,MSTQuestion.stopped,MSTResp.keys,MSTResp.corr,MSTResp.rt,MSTResp.started,MSTResp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
Test/Foils/Bullfrog.wav,3,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.41589689999819,None,101.41604270000244,102.41589689999819,100.43256460002158,101.43271370005095,103.46594994006445,None,103.46325640002033,None,103.46325640002033,None,104.58342100004666,None,3,1,1.5220955000258982,104.58342100004666,None,,001,2021_Jan_18_1016,GuessTheSound,2020.2.10,59.94981002072857,
Initial/NoRepeat/Thunder_A.wav,3,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.11576430004789,None,107.11580369999865,108.11576430004789,106.13243500003591,107.13244290003786,109.14922408004058,None,109.16016320005292,None,109.16016320005292,None,110.28341180004645,None,3,1,2.1593116000294685,110.28341180004645,None,,001,2021_Jan_18_1016,GuessTheSound,2020.2.10,59.94981002072857,
Initial/NoRepeat/Faucet_A.wav,3,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.44904720003251,None,113.44932450004853,114.44904720003251,112.46686159999808,113.4656189000234,115.48242218001978,None,115.48497970000608,None,115.48497970000608,None,116.59980030002771,None,1,0,1.0461662999587134,116.59980030002771,None,,001,2021_Jan_18_1016,GuessTheSound,2020.2.10,59.94981002072857,
Initial/Repeat/Phone_A.wav,3,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.64903020003112,None,118.64927560003707,119.64903020003112,117.66645110002719,118.66594510001596,120.6823756800266,None,120.69035780004924,121.79918510001153,120.69035780004924,121.79918510001153,121.81645760004176,None,3,1,1.0419703000225127,121.81645760004176,None,,001,2021_Jan_18_1016,GuessTheSound,2020.2.10,59.94981002072857,
Test/Foils/PaperRip.wav,1,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.86576050001895,None,123.86575350002386,124.86576050001895,122.88324930000817,123.88230789999943,125.86567596005042,None,125.87703450000845,None,125.87703450000845,None,126.96645940002054,None,1,1,1.2693811999633908,126.96645940002054,None,,001,2021_Jan_18_1016,GuessTheSound,2020.2.10,59.94981002072857,
Initial/Doubled/Growl_A.wav,3,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.2491196000483,None,129.24884080002084,130.2491196000483,128.26569310005289,129.2657184000127,131.2821019800147,None,131.29210710001644,None,131.29210710001644,None,132.41661470005056,None,3,1,1.8378622999880463,132.41661470005056,None,,001,2021_Jan_18_1016,GuessTheSound,2020.2.10,59.94981002072857,
Initial/Repeat/IceDrop.wav,3,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.26561810000567,None,135.26568310003495,136.26561810000567,134.28209470002912,135.2823312000255,137.31558914002963,None,137.32248900004197,138.43206770002143,137.32248900004197,138.43206770002143,138.44965050002793,None,3,1,0.8982156999991275,138.44965050002793,None,,001,2021_Jan_18_1016,GuessTheSound,2020.2.10,59.94981002072857,
Goat_A.wav,2,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.34880850004265,None,140.3490821000305,141.34880850004265,139.37002500001108,140.38211170001887,142.36529122000792,None,142.37075630004983,143.4821365000098,142.37075630004983,143.4821365000098,143.49989430001006,None,1,0,1.0042724999948405,143.49989430001006,None,,001,2021_Jan_18_1016,GuessTheSound,2020.2.10,59.94981002072857,
Coin_C.wav,2,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.51532830001088,None,145.51552630000515,146.51532830001088,144.5320766000077,145.532054100011,147.53221432002027,None,147.54287420003675,None,147.54287420003675,None,148.6663742000237,None,3,0,1.4648898000014015,148.6663742000237,None,,001,2021_Jan_18_1016,GuessTheSound,2020.2.10,59.94981002072857,
Initial/Repeat/Whistle_A.wav,3,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.13198040000862,None,151.1319949000026,152.13198040000862,150.14980190002825,151.16544190002605,153.18055678003,None,153.18957099999534,None,153.18957099999534,None,154.18129580002278,None,3,1,0.909667800005991,154.18129580002278,None,,001,2021_Jan_18_1016,GuessTheSound,2020.2.10,59.94981002072857,
Initial/NoRepeat/Puff_A.wav,3,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.09777410002425,None,156.09746100002667,157.09777410002425,155.1140023000189,156.1142931000213,158.1311069800402,None,158.1345232000458,None,158.1345232000458,None,159.24957990000257,None,3,1,0.9933105999953113,159.24957990000257,None,,001,2021_Jan_18_1016,GuessTheSound,2020.2.10,59.94981002072857,
Test/Foils/Bullfrog.wav,1,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.24856120004551,None,161.24853660003282,162.24856120004551,160.26575680001406,161.26538019999862,163.24863176003564,None,163.26174560002983,None,163.26174560002983,None,164.382820800005,None,1,1,0.8416505000204779,164.382820800005,None,,001,2021_Jan_18_1016,GuessTheSound,2020.2.10,59.94981002072857,
Phone_C.wav,2,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.2320017000311,None,166.23198860004777,167.2320017000311,165.25053900002968,166.2652320000343,168.24848882002988,None,168.2482037000009,169.3652843000018,168.2482037000009,169.3652843000018,169.38289120001718,None,2,1,1.3538628000533208,169.38289120001718,None,,001,2021_Jan_18_1016,GuessTheSound,2020.2.10,59.94981002072857,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.74859730002936,None,171.74860410002293,172.74859730002936,170.76505570003064,171.7651734999963,,,,,,,,,,,,,,,,,,,,
