SoundFiles3,Correct,PracticeTrials.thisRepN,PracticeTrials.thisTrialN,PracticeTrials.thisN,PracticeTrials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,InstructionTxt.started,InstructionTxt.stopped,WelcomContinue.started,WelcomContinue.stopped,VolumeBeginTxt.started,VolumeBeginTxt.stopped,VolumeContinue.started,VolumeContinue.stopped,VolumeContinueKey.keys,VolumeContinueKey.rt,VolumeContinueKey.started,VolumeContinueKey.stopped,text.started,text.stopped,Music.started,Music.stopped,AdjustContinue.started,AdjustContinue.stopped,WelcomeTxt1.started,WelcomeTxt1.stopped,ContinueKey1.started,ContinueKey1.stopped,ContinueResp.keys,ContinueResp.rt,ContinueResp.started,ContinueResp.stopped,InstructionTxt2.started,InstructionTxt2.stopped,WelcomeContinue2.started,WelcomeContinue2.stopped,WelcomeContinueKey2.keys,WelcomeContinueKey2.rt,WelcomeContinueKey2.started,WelcomeContinueKey2.stopped,TrialNumber.started,TrialNumber.stopped,PracticeSound.started,PracticeSound.stopped,PracticeCross.started,PracticeCross.stopped,Practice_resp.keys,Practice_resp.corr,Practice_resp.rt,Practice_resp.started,Practice_resp.stopped,PracticeMssg.started,PracticeMssg.stopped,FeedbackCross.started,FeedbackCross.stopped,Continue.started,Continue.stopped,Options.started,Options.stopped,StartTxt.started,StartTxt.stopped,StartTast.keys,StartTast.rt,StartTast.started,StartTast.stopped,ContinueStart.started,ContinueStart.stopped,no1.started,no1.stopped,no_2.started,no_2.stopped,no_3.started,no_3.stopped,TargetSound.started,TargetSound.stopped,Cross.started,Cross.stopped,ItemNumber.started,ItemNumber.stopped,MSTQuestion.started,MSTQuestion.stopped,MSTResp.keys,MSTResp.corr,MSTResp.rt,MSTResp.started,MSTResp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,13.74623500002781,None,13.74623500002781,None,14.736705500050448,None,14.736705500050448,None,space,0.5206700999988243,14.736705500050448,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jan_18_1016,GuessTheSound,2020.2.10,59.94981002072857,
,,,,,,,,,,,,,,,,,,,,,,15.341297700011637,None,15.333767240028829,None,15.341297700011637,None,15.839632200018968,None,15.839632200018968,None,space,4.20763000001898,15.839632200018968,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jan_18_1016,GuessTheSound,2020.2.10,59.94981002072857,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.07158220000565,None,20.07158220000565,None,space,0.8982704000081867,20.07158220000565,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jan_18_1016,GuessTheSound,2020.2.10,59.94981002072857,
Practice/Seagull_A.wav,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.13195040001301,None,21.136472040065566,None,21.13195040001301,None,3,1,2.1305821999558248,23.446197400044184,None,23.446197400044184,None,23.446197400044184,None,23.446197400044184,None,23.446197400044184,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jan_18_1016,GuessTheSound,2020.2.10,59.94981002072857,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.620232500019483,None,space,1.450517499994021,25.620232500019483,None,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jan_18_1016,GuessTheSound,2020.2.10,59.94981002072857,
Initial/Doubled/Coin_A.wav,3,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.620232500019483,None,29.150206900027115,None,28.149639100010972,29.150206900027115,27.156560500035994,28.166485699999612,30.16667504006764,None,30.17288450000342,31.283164900029078,30.17288450000342,31.283164900029078,31.30080840003211,None,3,1,5.613682799972594,31.30080840003211,None,,001,2021_Jan_18_1016,GuessTheSound,2020.2.10,59.94981002072857,
Test/Foils/Buzz.wav,1,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.933104900002945,None,37.93308290001005,38.933104900002945,36.945678600051906,37.9502102000406,39.99974420003127,None,40.003726200025994,None,40.003726200025994,None,41.11738730000798,None,2,0,4.453518700029235,41.11738730000798,None,,001,2021_Jan_18_1016,GuessTheSound,2020.2.10,59.94981002072857,
Initial/NoRepeat/Droplet_B.wav,3,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.583036500029266,None,46.583029800036456,47.583036500029266,45.59966470004292,46.60011190001387,48.615989280061335,None,48.615564300038386,49.73297280003317,48.615564300038386,49.73297280003317,49.7506088000373,None,3,1,1.486871799977962,49.7506088000373,None,,001,2021_Jan_18_1016,GuessTheSound,2020.2.10,59.94981002072857,
Initial/Doubled/Guitar_A.wav,3,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.250190799997654,None,52.24965260003228,53.250190799997654,51.266210000030696,52.26620900002308,54.29937694004038,None,54.29934900003718,None,54.29934900003718,None,55.41986890003318,None,3,1,0.9953053999925032,55.41986890003318,None,,001,2021_Jan_18_1016,GuessTheSound,2020.2.10,59.94981002072857,
Initial/NoRepeat/Toilet_B.wav,1,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.41892440000083,None,57.41858380002668,58.41892440000083,56.43795670004329,57.45220960001461,59.48258614002261,None,59.482984100002795,60.60025790001964,59.482984100002795,60.60025790001964,60.617244700028095,None,3,0,0.9561348999850452,60.617244700028095,None,,001,2021_Jan_18_1016,GuessTheSound,2020.2.10,59.94981002072857,
Dog_D.wav,2,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.58510940003907,None,62.58289810002316,63.58510940003907,61.59968820004724,62.5994764000061,64.61712832002667,None,64.60970500000985,65.71856180002214,64.60970500000985,65.71856180002214,65.73555470001884,None,3,0,1.007826799992472,65.73555470001884,None,,001,2021_Jan_18_1016,GuessTheSound,2020.2.10,59.94981002072857,
Initial/Doubled/Clap_A.wav,1,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.75179010001011,None,67.75391960004345,68.77639150002506,66.77135430002818,67.76875020004809,69.81618404001928,None,69.81659080000827,None,69.81659080000827,None,70.93368730001384,None,3,0,1.0752515000058338,70.93368730001384,None,,001,2021_Jan_18_1016,GuessTheSound,2020.2.10,59.94981002072857,
Test/Foils/PaperRip.wav,1,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.01616090000607,None,73.01668070000596,74.01616090000607,72.03282220003894,73.03295360004995,75.06626014001667,None,75.06358519999776,None,75.06358519999776,None,76.16706350003369,None,3,0,0.9306395000312477,76.16706350003369,None,,001,2021_Jan_18_1016,GuessTheSound,2020.2.10,59.94981002072857,
Test/Foils/Wind_B.wav,1,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.09953960002167,None,78.09961150004528,79.09953960002167,77.11861500004306,78.13281370000914,80.14921094003365,None,80.14936480001779,None,80.14936480001779,None,81.26686770003289,None,3,0,0.984319899987895,81.26686770003289,None,,001,2021_Jan_18_1016,GuessTheSound,2020.2.10,59.94981002072857,
Initial/NoRepeat/Helicopter_A.wav,1,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.24923100002343,None,83.24934199999552,84.24923100002343,82.26865810004529,83.282649700006,85.28268978000851,None,85.28948710003169,None,85.28948710003169,None,86.40010800003074,None,3,0,1.315098899998702,86.40010800003074,None,,001,2021_Jan_18_1016,GuessTheSound,2020.2.10,59.94981002072857,
Initial/NoRepeat/Goat_B.wav,3,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.71604650001973,None,88.71599240001524,89.71604650001973,87.73838420002721,88.7489462000085,90.78250280005159,None,90.77861810004106,None,90.77861810004106,None,91.90028880001046,None,3,1,1.374294799985364,91.90028880001046,None,,001,2021_Jan_18_1016,GuessTheSound,2020.2.10,59.94981002072857,
Coin_B.wav,2,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.28262180002639,None,94.28272910002852,95.28262180002639,93.30005000001984,94.29962180001894,96.2992480200366,None,96.29847100004554,None,96.29847100004554,None,97.41682370001217,None,3,0,2.983990199980326,97.41682370001217,None,,001,2021_Jan_18_1016,GuessTheSound,2020.2.10,59.94981002072857,
