ResponseBox.text,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,SoundFiles,Type,participant,session,date,expName,psychopyVersion,OS,frameRate
,0,0,0,99,1,Initial/Doubled/Writing_A.wav,Extra,,001,2020-12-22_09h19.13.210,GuessTheSound,2020.2.10,Win32,60
,0,1,1,69,1,Test/Foils/Gallop.wav,New,,001,2020-12-22_09h19.13.210,GuessTheSound,2020.2.10,Win32,60
