VolumeContinueKey.keys,VolumeContinueKey.rt,HeadphoneContinueKey.keys,HeadphoneContinueKey.rt,CheckResp.keys,CheckResp.corr,CheckResp.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,File,Correct,participant,session,date,expName,psychopyVersion,OS,frameRate,ContinueResp.keys,ContinueResp.rt,Wel2ContinueKey.keys,Wel2ContinueKey.rt,WelcomeContinueKey2.keys,WelcomeContinueKey2.rt,Practice_resp.keys,Practice_resp.corr,Practice_resp.rt,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,SoundFile,Correct2,Type,Trial,StartTast.keys,StartTast.rt,MSTResp.keys,MSTResp.corr,MSTResp.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,ExitKey.keys,ExitKey.rt
space,3.081465,space,2.348015,1,1,3.011005,0,0,0,1,1,Headphone/t1_2.wav,1,5eefd6f33fe1d00dd32739d9,001,2021-03-02_04h17.55.000,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,1,0.76025,0,1,1,2,1,Headphone/t2_1.wav,2,5eefd6f33fe1d00dd32739d9,001,2021-03-02_04h17.55.000,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,1,0.37187,0,2,2,3,1,Headphone/t2_2.wav,2,5eefd6f33fe1d00dd32739d9,001,2021-03-02_04h17.55.000,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3,1,0.44008,0,3,3,5,1,Headphone/t3_2.wav,3,5eefd6f33fe1d00dd32739d9,001,2021-03-02_04h17.55.000,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3,1,0.294095,0,4,4,4,1,Headphone/t3_1.wav,3,5eefd6f33fe1d00dd32739d9,001,2021-03-02_04h17.55.000,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,1,0.25809,0,5,5,0,1,Headphone/t1_1.wav,1,5eefd6f33fe1d00dd32739d9,001,2021-03-02_04h17.55.000,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2,5eefd6f33fe1d00dd32739d9,001,2021-03-02_04h17.55.000,GuessTheSound,2020.2.10,Win32,60,space,4.53638,space,64.919825,space,3.31645,3,1,1.22728,0,0,0,0,1,Practice/Seagull_A.wav,3,NEW,Practice,,,,,,,,,,,,
,,,,,,,,,,,,,2,5eefd6f33fe1d00dd32739d9,001,2021-03-02_04h17.55.000,GuessTheSound,2020.2.10,Win32,60,,,,,,,3,1,0.320985,0,1,1,1,1,Practice/Skid_B.wav,3,NEW,Practice,,,,,,,,,,,,
,,,,,,,,,,,,,1,5eefd6f33fe1d00dd32739d9,001,2021-03-02_04h17.55.000,GuessTheSound,2020.2.10,Win32,60,,,,,,,1,1,0.985585,0,2,2,2,1,Practice/Seagull_A.wav,1,OLD,Practice,,,,,,,,,,,,
,,,,,,,,,,,,,2,5eefd6f33fe1d00dd32739d9,001,2021-03-02_04h17.55.000,GuessTheSound,2020.2.10,Win32,60,,,,,,,3,1,0.266145,0,3,3,3,1,Practice/Gargle_A.wav,3,NEW,Practice,,,,,,,,,,,,
,,,,,,,,,,,,,2,5eefd6f33fe1d00dd32739d9,001,2021-03-02_04h17.55.000,GuessTheSound,2020.2.10,Win32,60,,,,,,,2,1,0.791015,0,4,4,4,1,Practice/Gargle_B.wav,2,SIMILAR,Practice,,,,,,,,,,,,
,,,,,,,,,,,,,2,5eefd6f33fe1d00dd32739d9,001,2021-03-02_04h17.55.000,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/ManWhistle.wav,3,NEW,B,space,1.353605,3,1,1.151415,0,0,0,0,1,,
,,,,,,,,,,,,,2,5eefd6f33fe1d00dd32739d9,001,2021-03-02_04h17.55.000,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Siren_E.wav,3,NEW,B,,,3,1,0.333775,0,1,1,1,1,,
,,,,,,,,,,,,,2,5eefd6f33fe1d00dd32739d9,001,2021-03-02_04h17.55.000,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Footsteps_G.wav,3,NEW,B,,,3,1,0.3878,0,2,2,2,1,,
,,,,,,,,,,,,,2,5eefd6f33fe1d00dd32739d9,001,2021-03-02_04h17.55.000,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Chicken_A.wav,3,NEW,B,,,3,1,0.305205,0,3,3,3,1,,
