trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,SoundFiles,Type,InstructionTxt.started,InstructionTxt.stopped,text.started,text.stopped,Music.started,Music.stopped,StartTxt.started,StartTxt.stopped,no3.started,no3.stopped,no2.started,no2.stopped,no1.started,no1.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,13.148736400005873,None,14.126865800004452,None,14.118747959996107,None,14.534288199996809,None,16.569799200005946,None,17.55085610000242,None,18.550816600007238,None,,,,,,,
