SoundFiles,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,InstructionTxt.started,InstructionTxt.stopped,WelcomContinue.started,WelcomContinue.stopped,InstructionTxt2.started,InstructionTxt2.stopped,WelcomeContinue2.started,WelcomeContinue2.stopped,WelcomeContinueKey2.keys,WelcomeContinueKey2.rt,WelcomeContinueKey2.started,WelcomeContinueKey2.stopped,VolumeBeginTxt.started,VolumeBeginTxt.stopped,VolumeContinue.started,VolumeContinue.stopped,VolumeContinueKey.keys,VolumeContinueKey.rt,VolumeContinueKey.started,VolumeContinueKey.stopped,text.started,text.stopped,Music.started,Music.stopped,AdjustContinue.started,AdjustContinue.stopped,StartTxt.started,StartTxt.stopped,no3.started,no3.stopped,no2.started,no2.stopped,no1.started,no1.stopped,Question.started,Question.stopped,ResponseBox.text,ResponseBox.started,ResponseBox.stopped,SubmitClick.started,SubmitClick.stopped,ClickTheButton.started,ClickTheButton.stopped,SoundItem.started,SoundItem.stopped,ItemNo.started,ItemNo.stopped,Submit.started,Submit.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,9.002571400022134,None,9.002571400022134,None,9.830138799967244,None,9.830138799967244,None,space,0.63466119999066,9.830138799967244,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jan_04_2244,GuessTheSound,2020.2.10,60.99509845621154,
,,,,,,,,,,,,,,,,,10.538491900078952,None,10.538491900078952,None,space,0.9305415998678654,10.538491900078952,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jan_04_2244,GuessTheSound,2020.2.10,60.99509845621154,
Pour_B.wav,0,0,0,0,,,,,,,,,,,,,,,,,,,,,11.514048000099137,None,11.512189220124856,None,11.514048000099137,None,12.978103999979794,None,15.009968700120226,None,15.994856300065294,None,16.994872099952772,None,18.01735290000215,None,"

",18.01735290000215,None,0.010071219876408577,None,18.01735290000215,None,18.011740219965574,None,18.01735290000215,None,18.01735290000215,None,,001,2021_Jan_04_2244,GuessTheSound,2020.2.10,60.99509845621154,
Siren_B.wav,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.21156740002334,None,21.21165019995533,None,22.211914400104433,None,23.21425520000048,None,"

",23.21425520000048,None,0.008018209831789136,None,23.21425520000048,None,23.21127591000404,None,23.21425520000048,None,23.21425520000048,None,,001,2021_Jan_04_2244,GuessTheSound,2020.2.10,60.99509845621154,
Siren_C.wav,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.261787000112236,None,26.261805900139734,None,27.261499600019306,None,28.26284550013952,None,"

",28.26284550013952,None,0.009197710081934929,None,28.26284550013952,None,28.26147821007762,None,28.26284550013952,None,28.26284550013952,None,,001,2021_Jan_04_2244,GuessTheSound,2020.2.10,60.99509845621154,
Siren_D.wav,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.578339900122955,None,31.578097900142893,None,32.57834110013209,None,33.58019719994627,None,"

",33.58019719994627,None,0.009267609799280763,None,33.58019719994627,None,33.578070909925735,None,33.58019719994627,None,33.58019719994627,None,,001,2021_Jan_04_2244,GuessTheSound,2020.2.10,60.99509845621154,
Baby_A.wav,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.67893379996531,None,35.67803469998762,None,36.678579499945045,None,37.67944480013102,None,"

",37.67944480013102,None,0.008706209948286414,None,37.67944480013102,None,37.678505310066974,None,37.67944480013102,None,37.67944480013102,None,,001,2021_Jan_04_2244,GuessTheSound,2020.2.10,60.99509845621154,
Baby_C.wav,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.24494050000794,None,40.2445400999859,None,41.245127300033346,None,42.24581120000221,None,"

",42.24581120000221,None,0.01106591010466218,None,42.24581120000221,None,42.24467720997054,None,42.24581120000221,None,42.24581120000221,None,,001,2021_Jan_04_2244,GuessTheSound,2020.2.10,60.99509845621154,
Baby_D.wav,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.36160150007345,None,45.36183300008997,None,46.36175939999521,None,47.362945900065824,None,"

",47.362945900065824,None,0.009244710206985474,None,47.362945900065824,None,47.36146621007938,None,47.362945900065824,None,47.362945900065824,None,,001,2021_Jan_04_2244,GuessTheSound,2020.2.10,60.99509845621154,
Footsteps_A.wav,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.62813129997812,None,49.627827200107276,None,50.62801739992574,None,51.629079800099134,None,"

",51.629079800099134,None,0.009805709822103381,None,51.629079800099134,None,51.627881109924054,None,51.629079800099134,None,51.629079800099134,None,,001,2021_Jan_04_2244,GuessTheSound,2020.2.10,60.99509845621154,
Footsteps_C.wav,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.14351209998131,None,55.14311890001409,None,56.14328780001961,None,57.14430520008318,None,"

",57.14430520008318,None,0.008820409886538982,None,57.14430520008318,None,57.14358031002339,None,57.14430520008318,None,57.14430520008318,None,,001,2021_Jan_04_2244,GuessTheSound,2020.2.10,60.99509845621154,
Footsteps_D.wav,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.26137540000491,None,61.26146900001913,None,62.26117560011335,None,63.26255420013331,None,"

",63.26255420013331,None,0.010213010013103485,None,63.26255420013331,None,63.26107291013468,None,63.26255420013331,None,63.26255420013331,None,,001,2021_Jan_04_2244,GuessTheSound,2020.2.10,60.99509845621154,
Bird_B.wav,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.49454520014115,None,66.49449950014241,None,67.49451000010595,None,68.49683620012365,None,"

",68.49683620012365,None,0.011682810029014945,None,68.49683620012365,None,68.49452051005792,None,68.49683620012365,None,68.49683620012365,None,,001,2021_Jan_04_2244,GuessTheSound,2020.2.10,60.99509845621154,
Bird_C.wav,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.99445699993521,None,70.99418359994888,None,71.99420400010422,None,72.99580670008436,None,"

",72.99580670008436,None,0.011449710000306368,None,72.99580670008436,None,72.99443020995241,None,72.99580670008436,None,72.99580670008436,None,,001,2021_Jan_04_2244,GuessTheSound,2020.2.10,60.99509845621154,
Bird_D.wav,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.44459270010702,None,75.44475149991922,None,76.44452979997732,None,77.44577499991283,None,"

",77.44577499991283,None,0.011355609865859151,None,77.44577499991283,None,77.44440880997573,None,77.44577499991283,None,77.44577499991283,None,,001,2021_Jan_04_2244,GuessTheSound,2020.2.10,60.99509845621154,
CarStart_B.wav,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.39428799995221,None,79.39400249999017,None,80.39432379999198,None,81.39562890003435,None,"

",81.39562890003435,None,0.009648009901866317,None,81.39562890003435,None,81.39419260991272,None,81.39562890003435,None,81.39562890003435,None,,001,2021_Jan_04_2244,GuessTheSound,2020.2.10,60.99509845621154,
Carstart_C.wav,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.02781180012971,None,84.02774309995584,None,85.02750329999253,None,86.02870939997956,None,"

",86.02870939997956,None,0.010386810172349215,None,86.02870939997956,None,86.02761100998615,None,86.02870939997956,None,86.02870939997956,None,,001,2021_Jan_04_2244,GuessTheSound,2020.2.10,60.99509845621154,
CarStart_D.wav,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.69427779992111,None,88.69395689992234,None,89.69421270000748,None,90.69674720009789,None,"

",90.69674720009789,None,0.010717110009863973,None,90.69674720009789,None,90.69401721002069,None,90.69674720009789,None,90.69674720009789,None,,001,2021_Jan_04_2244,GuessTheSound,2020.2.10,60.99509845621154,
Dog_B.wav,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.81070460006595,None,94.81087750010192,None,95.81098460010253,None,96.82805220014416,None,"

",96.82805220014416,None,0.0029637101106345654,None,96.82805220014416,None,96.81119821008761,None,96.82805220014416,None,96.82805220014416,None,,001,2021_Jan_04_2244,GuessTheSound,2020.2.10,60.99509845621154,
Dog_C.wav,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.5617515000049,None,99.56098020006903,None,100.56085360003635,None,101.58202420012094,None,"

",101.58202420012094,None,0.00019721011631190777,None,101.58202420012094,None,101.56106881003362,None,101.58202420012094,None,101.58202420012094,None,,001,2021_Jan_04_2244,GuessTheSound,2020.2.10,60.99509845621154,
Dog_D.wav,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.85316070006229,None,104.86106200003996,None,105.86084889993072,None,106.87799479998648,None,"

",106.87799479998648,None,0.0018686102703213692,None,106.87799479998648,None,106.86118191012648,None,106.87799479998648,None,106.87799479998648,None,,001,2021_Jan_04_2244,GuessTheSound,2020.2.10,60.99509845621154,
Chomp_B.wav,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.86373670003377,None,109.87752500013448,None,110.8775015999563,None,111.89849629998207,None,"

",111.89849629998207,None,0.001346709905192256,None,111.89849629998207,None,111.87785750997719,None,111.89849629998207,None,111.89849629998207,None,,001,2021_Jan_04_2244,GuessTheSound,2020.2.10,60.99509845621154,
Chomp_C.wav,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.98048619995825,None,115.99415830010548,None,116.99423580011353,None,118.016718900064,None,"

",118.016718900064,None,0.01637221989221871,None,118.016718900064,None,118.01109661995434,None,118.016718900064,None,118.016718900064,None,,001,2021_Jan_04_2244,GuessTheSound,2020.2.10,60.99509845621154,
Chomp_D.wav,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.31690450012684,None,122.32738339994103,None,123.3276178999804,None,124.34794040000997,None,"

",124.34794040000997,None,0.0001221101265400648,None,124.34794040000997,None,124.32768421012443,None,124.34794040000997,None,124.34794040000997,None,,001,2021_Jan_04_2244,GuessTheSound,2020.2.10,60.99509845621154,
Cough_B.wav,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.73103490006179,None,128.7438910000492,None,129.74406319996342,None,130.76234350004233,None,"

",130.76234350004233,None,0.003068910213187337,None,130.76234350004233,None,130.74413271013182,None,130.76234350004233,None,130.76234350004233,None,,001,2021_Jan_04_2244,GuessTheSound,2020.2.10,60.99509845621154,
Cough_C.wav,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.77739840000868,None,133.7774775000289,None,134.77722540008835,None,135.79573570005596,None,"

",135.79573570005596,None,0.001720610074698925,None,135.79573570005596,None,135.777502210089,None,135.79573570005596,None,135.79573570005596,None,,001,2021_Jan_04_2244,GuessTheSound,2020.2.10,60.99509845621154,
Cough_D.wav,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.60072220000438,None,138.6106781999115,None,139.61070520011708,None,140.62678560009226,None,"

",140.62678560009226,None,0.00440741004422307,None,140.62678560009226,None,140.61076230995823,None,140.62678560009226,None,140.62678560009226,None,,001,2021_Jan_04_2244,GuessTheSound,2020.2.10,60.99509845621154,
Piano_B.wav,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.71577670006081,None,143.7273747001309,None,144.72720369999297,None,145.742981800111,None,"

",145.742981800111,None,0.0013286101166158915,None,145.742981800111,None,145.72739191001747,None,145.742981800111,None,145.742981800111,None,,001,2021_Jan_04_2244,GuessTheSound,2020.2.10,60.99509845621154,
