SoundFiles3,Correct,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,InstructionTxt.started,InstructionTxt.stopped,WelcomContinue.started,WelcomContinue.stopped,WelcomeTxt1.started,WelcomeTxt1.stopped,ContinueKey1.started,ContinueKey1.stopped,ContinueResp.keys,ContinueResp.rt,ContinueResp.started,ContinueResp.stopped,InstructionTxt2.started,InstructionTxt2.stopped,WelcomeContinue2.started,WelcomeContinue2.stopped,WelcomeContinueKey2.keys,WelcomeContinueKey2.rt,WelcomeContinueKey2.started,WelcomeContinueKey2.stopped,VolumeBeginTxt.started,VolumeBeginTxt.stopped,VolumeContinue.started,VolumeContinue.stopped,VolumeContinueKey.keys,VolumeContinueKey.rt,VolumeContinueKey.started,VolumeContinueKey.stopped,text.started,text.stopped,Music.started,Music.stopped,AdjustContinue.started,AdjustContinue.stopped,StartTxt.started,StartTxt.stopped,no3.started,no3.stopped,no1.started,no1.stopped,Question.started,Question.stopped,ResponseBox.text,ResponseBox.started,ResponseBox.stopped,SubmitClick.started,SubmitClick.stopped,ClickTheButton.started,ClickTheButton.stopped,SoundItem.started,SoundItem.stopped,ItemNo.started,ItemNo.stopped,Submit.started,Submit.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,MSTQuestion.started,MSTQuestion.stopped,MSTResp.keys,MSTResp.corr,MSTResp.rt,MSTResp.started,MSTResp.stopped,ThankyouMssg.started,ThankyouMssg.stopped,CompletionCode.started,CompletionCode.stopped,ExitTxt.started,ExitTxt.stopped,ExitKey.keys,ExitKey.rt,ExitKey.started,ExitKey.stopped,CodeTxt.started,CodeTxt.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,9.114177200011909,None,9.114177200011909,None,10.32936459989287,None,10.32936459989287,None,space,0.8191327000968158,10.32936459989287,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jan_07_1540,GuessTheSound,2020.2.10,59.9618522164805,
,,,,,,,,,,,,,,,,,,11.175311399856582,None,11.175311399856582,None,space,1.7780399001203477,11.175311399856582,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jan_07_1540,GuessTheSound,2020.2.10,59.9618522164805,
,,,,,,,,,,,,,,,,,,,,,,,,,,12.975764999864623,None,12.975764999864623,None,space,0.9437390000093728,12.975764999864623,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jan_07_1540,GuessTheSound,2020.2.10,59.9618522164805,
Test/Foils/Slurp.wav,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.968921799911186,None,13.971081719966605,None,13.968921799911186,None,14.470581899862736,None,16.569193699862808,None,17.487198599847034,None,18.523304499918595,None,"

 ",18.523304499918595,None,0.015305819921195507,None,18.523304499918595,None,18.52055821986869,None,18.523304499918595,None,18.523304499918595,None,space,2.623787499964237,18.523304499918595,None,21.19304749998264,None,3,1,1.727807000046596,21.19304749998264,None,,,,,,,,,,,,,,001,2021_Jan_07_1540,GuessTheSound,2020.2.10,59.9618522164805,
Initial/Repeat/ManWhistle.wav,3,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.962905299849808,None,23.95395480003208,None,24.975604699924588,None,"

 ",24.975604699924588,None,0.01651467988267541,None,24.975604699924588,None,24.9706967798993,None,24.975604699924588,None,24.975604699924588,None,space,2.2610467998310924,24.975604699924588,None,27.267474999884143,None,3,1,1.5616681000683457,27.267474999884143,None,,,,,,,,,,,,,,001,2021_Jan_07_1540,GuessTheSound,2020.2.10,59.9618522164805,
Test/Foils/Airhorn.wav,3,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.856111499946564,None,29.87072189990431,None,30.88896599994041,None,"

 ",30.88896599994041,None,0.0021958400029689074,None,30.88896599994041,None,30.870434439973906,None,30.88896599994041,None,30.88896599994041,None,space,2.282375899842009,30.88896599994041,None,33.20776729984209,None,3,1,0.9245158999692649,33.20776729984209,None,,,,,,,,,,,,,,001,2021_Jan_07_1540,GuessTheSound,2020.2.10,59.9618522164805,
Initial/Doubled/Piano_A.wav,3,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.157251300057396,None,35.17062280001119,None,36.23673880007118,None,"

 ",36.23673880007118,None,0.0064736600033938885,None,36.23673880007118,None,36.22048726002686,None,36.23673880007118,None,36.23673880007118,None,space,2.3641239998396486,36.23673880007118,None,38.628985999850556,None,3,1,1.5009890000801533,38.628985999850556,None,,,,,,,,,,,,,,001,2021_Jan_07_1540,GuessTheSound,2020.2.10,59.9618522164805,
Initial/Doubled/Siren_A.wav,3,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.15620359987952,None,41.17079470003955,None,42.22930449992418,None,"

 ",42.22930449992418,None,0.01272446010261774,None,42.22930449992418,None,42.21911615994759,None,42.22930449992418,None,42.22930449992418,None,space,2.9828830999322236,42.22930449992418,None,45.241008799988776,None,3,1,0.9284651998896152,45.241008799988776,None,,,,,,,,,,,,,,001,2021_Jan_07_1540,GuessTheSound,2020.2.10,59.9618522164805,
Test/Foils/Bird.wav,3,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.189827299909666,None,47.203644699882716,None,48.261910300003365,None,"

 ",48.261910300003365,None,0.014901860151439905,None,48.261910300003365,None,48.25358556001447,None,48.261910300003365,None,48.261910300003365,None,space,2.392354399897158,48.261910300003365,None,50.69343500002287,None,3,1,1.016869500046596,50.69343500002287,None,,,,,,,,,,,,,,001,2021_Jan_07_1540,GuessTheSound,2020.2.10,59.9618522164805,
Initial/Doubled/Cat_A.wav,3,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.737410000059754,None,52.73692659987137,None,53.80036100000143,None,"

 ",53.80036100000143,None,0.006792960222810507,None,53.80036100000143,None,53.78698405995965,None,53.80036100000143,None,53.80036100000143,None,space,1.7879941000137478,53.80036100000143,None,55.60447450005449,None,3,1,1.1162729000207037,55.60447450005449,None,,,,,,,,,,,,,,001,2021_Jan_07_1540,GuessTheSound,2020.2.10,59.9618522164805,
