SoundFiles3,Correct,PracticeTrials.thisRepN,PracticeTrials.thisTrialN,PracticeTrials.thisN,PracticeTrials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,InstructionTxt.started,InstructionTxt.stopped,WelcomContinue.started,WelcomContinue.stopped,VolumeBeginTxt.started,VolumeBeginTxt.stopped,VolumeContinueKey.keys,VolumeContinueKey.rt,VolumeContinueKey.started,VolumeContinueKey.stopped,text.started,text.stopped,Music.started,Music.stopped,AdjustContinue.started,AdjustContinue.stopped,HeadphoneCheckBeing.started,HeadphoneCheckBeing.stopped,HeadphoneContinue.started,HeadphoneContinue.stopped,HeadphoneContinueKey.keys,HeadphoneContinueKey.rt,HeadphoneContinueKey.started,HeadphoneContinueKey.stopped,WelcomeTxt1.started,WelcomeTxt1.stopped,ContinueKey1.started,ContinueKey1.stopped,ContinueResp.keys,ContinueResp.rt,ContinueResp.started,ContinueResp.stopped,Welcome2Txt.started,Welcome2Txt.stopped,Wel2ContinueKey.keys,Wel2ContinueKey.rt,Wel2ContinueKey.started,Wel2ContinueKey.stopped,Continue2.started,Continue2.stopped,InstructionTxt2.started,InstructionTxt2.stopped,WelcomeContinue2.started,WelcomeContinue2.stopped,WelcomeContinueKey2.keys,WelcomeContinueKey2.rt,WelcomeContinueKey2.started,WelcomeContinueKey2.stopped,TrialNumber.started,TrialNumber.stopped,PracticeSound.started,PracticeSound.stopped,PracticeCross.started,PracticeCross.stopped,Practice_resp.keys,Practice_resp.corr,Practice_resp.rt,Practice_resp.started,Practice_resp.stopped,PracticeMssg.started,PracticeMssg.stopped,FeedbackCross.started,FeedbackCross.stopped,Continue.started,Continue.stopped,Options.started,Options.stopped,FeedbackMssg.started,FeedbackMssg.stopped,StartTxt.started,StartTxt.stopped,StartTast.keys,StartTast.rt,StartTast.started,StartTast.stopped,ContinueStart.started,ContinueStart.stopped,no_3.started,no_3.stopped,TargetSound.started,TargetSound.stopped,Cross.started,Cross.stopped,ItemNumber.started,ItemNumber.stopped,MSTQuestion.started,MSTQuestion.stopped,MSTResp.keys,MSTResp.corr,MSTResp.rt,MSTResp.started,MSTResp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,16.65562770003453,None,16.65562770003453,None,17.434988599969074,None,space,0.648103200015612,17.434988599969074,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jan_23_2341,GuessTheSound,2020.2.10,59.96052201279663,
,,,,,,,,,,,,,,,,,,,,18.11816800001543,None,18.11843748001847,None,18.11816800001543,None,19.268058000016026,None,19.268058000016026,None,space,0.5481240999652073,19.268058000016026,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jan_23_2341,GuessTheSound,2020.2.10,59.96052201279663,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.834959900006652,None,19.834959900006652,None,space,0.5770579000236467,19.834959900006652,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jan_23_2341,GuessTheSound,2020.2.10,59.96052201279663,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.434961099992506,None,space,0.4624553000321612,20.434961099992506,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jan_23_2341,GuessTheSound,2020.2.10,59.96052201279663,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.434961099992506,None,20.917780000017956,None,20.917780000017956,None,space,0.6711378999752924,20.917780000017956,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jan_23_2341,GuessTheSound,2020.2.10,59.96052201279663,
Practice/Seagull_A.wav,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.66826669999864,23.9340499000391,21.66861486006528,None,21.66826669999864,23.9340499000391,3,1,0.932985799969174,23.955673199961893,None,23.955673199961893,None,23.955673199961893,None,23.955673199961893,None,23.955673199961893,None,24.918094499967992,None,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jan_23_2341,GuessTheSound,2020.2.10,59.96052201279663,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.91800459998194,None,space,0.8249187000328675,25.91800459998194,None,,,,,,,,,,,,,,,,,,,001,2021_Jan_23_2341,GuessTheSound,2020.2.10,59.96052201279663,
Pour_C.wav,2,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.91800459998194,None,26.78101370006334,None,28.284065040037966,None,28.28375329996925,None,28.28375329996925,None,31.2855164000066,None,3,0,1.5690839999588206,31.2855164000066,None,,001,2021_Jan_23_2341,GuessTheSound,2020.2.10,59.96052201279663,
Bird_D.wav,2,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.8839112999849,None,34.38424243996851,None,34.38424909999594,None,34.38424909999594,None,35.71820260002278,None,3,0,0.7945340001024306,35.71820260002278,None,,001,2021_Jan_23_2341,GuessTheSound,2020.2.10,59.96052201279663,
Initial/Repeat/Airplane_B.wav,3,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.533824900048785,None,38.033919639978556,None,38.033754399977624,None,38.033754399977624,None,40.651516400044784,None,3,1,0.7927229000488296,40.651516400044784,None,,001,2021_Jan_23_2341,GuessTheSound,2020.2.10,59.96052201279663,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.46706290007569,None,42.98448757997248,None,42.98513659997843,None,42.98513659997843,None,,,,,,,,,,,,,,
