InstructionTxt.started,InstructionTxt.stopped,WelcomContinue.started,WelcomContinue.stopped,InstructionTxt2.started,InstructionTxt2.stopped,WelcomeContinue2.started,WelcomeContinue2.stopped,WelcomeContinueKey2.keys,WelcomeContinueKey2.rt,WelcomeContinueKey2.started,WelcomeContinueKey2.stopped,VolumeBeginTxt.started,VolumeBeginTxt.stopped,VolumeContinue.started,VolumeContinue.stopped,VolumeContinueKey.keys,VolumeContinueKey.rt,VolumeContinueKey.started,VolumeContinueKey.stopped,text.started,text.stopped,Music.started,Music.stopped,AdjustContinue.started,AdjustContinue.stopped,StartTxt.started,StartTxt.stopped,participant,session,date,expName,psychopyVersion,frameRate,
13.1391169000417,None,13.1391169000417,None,14.81114979996346,None,14.81114979996346,None,space,0.5026717002037913,14.81114979996346,None,,,,,,,,,,,,,,,,,,001,2021_Jan_04_2219,GuessTheSound,2020.2.10,59.920246117135,
,,,,,,,,,,,,15.339931400027126,None,15.339931400027126,None,space,0.7691887998953462,15.339931400027126,None,,,,,,,,,,001,2021_Jan_04_2219,GuessTheSound,2020.2.10,59.920246117135,
,,,,,,,,,,,,,,,,,,,,16.214995400048792,None,16.205055649857968,None,16.214995400048792,None,16.804426399990916,None,,,,,,,
