SoundFile5,Correct,Correct2,Type,PracticeTrials.thisRepN,PracticeTrials.thisTrialN,PracticeTrials.thisN,PracticeTrials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,InstructionTxt.started,InstructionTxt.stopped,WelcomContinue.started,WelcomContinue.stopped,VolumeBeginTxt.started,VolumeBeginTxt.stopped,VolumeContinueKey.keys,VolumeContinueKey.rt,VolumeContinueKey.started,VolumeContinueKey.stopped,text.started,text.stopped,Music.started,Music.stopped,AdjustContinue.started,AdjustContinue.stopped,HeadphoneCheckBeing.started,HeadphoneCheckBeing.stopped,HeadphoneContinue.started,HeadphoneContinue.stopped,HeadphoneContinueKey.keys,HeadphoneContinueKey.rt,HeadphoneContinueKey.started,HeadphoneContinueKey.stopped,WelcomeTxt1.started,WelcomeTxt1.stopped,ContinueKey1.started,ContinueKey1.stopped,ContinueResp.keys,ContinueResp.rt,ContinueResp.started,ContinueResp.stopped,Welcome2Txt.started,Welcome2Txt.stopped,Wel2ContinueKey.keys,Wel2ContinueKey.rt,Wel2ContinueKey.started,Wel2ContinueKey.stopped,Continue2.started,Continue2.stopped,InstructionTxt2.started,InstructionTxt2.stopped,WelcomeContinue2.started,WelcomeContinue2.stopped,WelcomeContinueKey2.keys,WelcomeContinueKey2.rt,WelcomeContinueKey2.started,WelcomeContinueKey2.stopped,TrialNumber.started,TrialNumber.stopped,PracticeSound.started,PracticeSound.stopped,PracticeCross.started,PracticeCross.stopped,Practice_resp.keys,Practice_resp.corr,Practice_resp.rt,Practice_resp.started,Practice_resp.stopped,PracticeMssg.started,PracticeMssg.stopped,FeedbackCross.started,FeedbackCross.stopped,Continue.started,Continue.stopped,Options.started,Options.stopped,FeedbackMssg.started,FeedbackMssg.stopped,StartTxt.started,StartTxt.stopped,StartTast.keys,StartTast.rt,StartTast.started,StartTast.stopped,ContinueStart.started,ContinueStart.stopped,no_3.started,no_3.stopped,TargetSound.started,TargetSound.stopped,Cross.started,Cross.stopped,ItemNumber.started,ItemNumber.stopped,MSTQuestion.started,MSTQuestion.stopped,MSTResp.keys,MSTResp.corr,MSTResp.rt,MSTResp.started,MSTResp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,9.540511199971661,None,9.540511199971661,None,10.549803899950348,None,space,0.3799838999984786,10.549803899950348,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Feb_19_1743,GuessTheSound,2020.2.10,60.16423635025454,
,,,,,,,,,,,,,,,,,,,,,,10.965995999984443,None,10.966841559973545,None,10.965995999984443,None,11.350140399998054,None,11.350140399998054,None,space,0.33600510004907846,11.350140399998054,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Feb_19_1743,GuessTheSound,2020.2.10,60.16423635025454,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.717179300030693,None,11.717179300030693,None,space,0.3632264999905601,11.717179300030693,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Feb_19_1743,GuessTheSound,2020.2.10,60.16423635025454,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.100338699994609,None,space,0.3588848999934271,12.100338699994609,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Feb_19_1743,GuessTheSound,2020.2.10,60.16423635025454,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.100338699994609,None,12.483066399930976,None,12.483066399930976,None,space,0.3525270000100136,12.483066399930976,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Feb_19_1743,GuessTheSound,2020.2.10,60.16423635025454,
Practice/Seagull_A.wav,2,3,NEW,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.941659900010563,15.215813699993305,12.949696579948068,None,12.941659900010563,15.215813699993305,3,1,1.3278924999758601,15.233987199957483,None,15.233987199957483,None,15.233987199957483,None,15.233987199957483,None,15.233987199957483,None,16.582822300028056,None,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Feb_19_1743,GuessTheSound,2020.2.10,60.16423635025454,
Practice/Skid_B.wav,2,3,NEW,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.582764499937184,19.683494199998677,17.58257757994579,None,17.582764499937184,19.683494199998677,3,1,0.500905100023374,19.699818399967626,None,19.699818399967626,None,19.699818399967626,None,19.699818399967626,None,19.699818399967626,None,20.216002200031653,None,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Feb_19_1743,GuessTheSound,2020.2.10,60.16423635025454,
Practice/Seagull_A.wav,1,1,OLD,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.215887099970132,None,21.215837679977994,None,21.215887099970132,None,1,1,0.740898200077936,23.485065500019118,None,23.485065500019118,None,23.485065500019118,None,23.485065500019118,None,23.485065500019118,None,24.249082099995576,None,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Feb_19_1743,GuessTheSound,2020.2.10,60.16423635025454,
Practice/Gargle_A.wav,2,3,NEW,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.249414899968542,27.51565339998342,25.249049580015708,None,25.249414899968542,27.51565339998342,3,1,0.9364125999854878,27.533151599927805,None,27.533151599927805,None,27.533151599927805,None,27.533151599927805,None,27.533151599927805,None,28.499069300014526,None,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Feb_19_1743,GuessTheSound,2020.2.10,60.16423635025454,
Practice/Gargle_B.wav,2,2,SIMILAR,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.499541600001976,31.549027299974114,29.499527379928622,None,29.499541600001976,31.549027299974114,2,1,0.9148518999572843,31.57015159993898,None,31.57015159993898,None,31.57015159993898,None,31.57015159993898,None,31.57015159993898,None,32.51616799994372,None,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Feb_19_1743,GuessTheSound,2020.2.10,60.16423635025454,
