trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,SoundFiles,Type,InstructionTxt.started,InstructionTxt.stopped,text.started,text.stopped,Music.started,Music.stopped,StartTxt.started,StartTxt.stopped,no3.started,no3.stopped,no2.started,no2.stopped,no1.started,no1.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,8.4225754999934,None,9.336272200001986,None,9.336667660000968,None,9.902793999994174,None,11.98570409999229,None,12.919071399999666,None,13.91884279999067,None,,,,,,,
