VolumeContinueKey.keys,VolumeContinueKey.rt,HeadphoneContinueKey.keys,HeadphoneContinueKey.rt,CheckResp.keys,CheckResp.corr,CheckResp.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,File,Correct,participant,session,date,expName,psychopyVersion,OS,frameRate,ContinueResp.keys,ContinueResp.rt,Wel2ContinueKey.keys,Wel2ContinueKey.rt,WelcomeContinueKey2.keys,WelcomeContinueKey2.rt,Practice_resp.keys,Practice_resp.corr,Practice_resp.rt,PracticeTrials.thisRepN,PracticeTrials.thisTrialN,PracticeTrials.thisN,PracticeTrials.thisIndex,PracticeTrials.ran,SoundFile,Correct2,Type,StartTast.keys,StartTast.rt,MSTResp.keys,MSTResp.corr,MSTResp.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,ExitKey.keys,ExitKey.rt
,,,,,,,,,,,,,2,5de4280370c53a011839950f,001,2021-02-22_19h55.21.578,GuessTheSound,2020.2.10,Win32,60,,,,,,,2,1,0.7745,0,4,4,4,1,Practice/Gargle_B.wav,2,SIMILAR,,,,,,,,,,,,
,,,,,,,,,,,,,2,5de4280370c53a011839950f,001,2021-02-22_19h55.21.578,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Elephant_C.wav,3,NEW,space,1.62439,3,1,1.01173,0,0,0,0,1,,
,,,,,,,,,,,,,2,5de4280370c53a011839950f,001,2021-02-22_19h55.21.578,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Thunder_A.wav,3,NEW,,,3,1,0.505515,0,1,1,1,1,,
,,,,,,,,,,,,,2,5de4280370c53a011839950f,001,2021-02-22_19h55.21.578,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Lures/Chime_B.wav,3,NEW,,,3,1,0.717235,0,2,2,2,1,,
,,,,,,,,,,,,,2,5de4280370c53a011839950f,001,2021-02-22_19h55.21.578,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Toilet_B.wav,3,NEW,,,3,1,0.417735,0,3,3,3,1,,
,,,,,,,,,,,,,2,5de4280370c53a011839950f,001,2021-02-22_19h55.21.578,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Typing.wav,3,NEW,,,3,1,0.31766,0,4,4,4,1,,
,,,,,,,,,,,,,2,5de4280370c53a011839950f,001,2021-02-22_19h55.21.578,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Pour.wav,3,NEW,,,3,1,0.40836,0,5,5,5,1,,
,,,,,,,,,,,,,2,5de4280370c53a011839950f,001,2021-02-22_19h55.21.578,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Sleighbells_B.wav,3,NEW,,,3,1,0.320635,0,6,6,6,1,,
,,,,,,,,,,,,,2,5de4280370c53a011839950f,001,2021-02-22_19h55.21.578,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Buzz.wav,3,NEW,,,3,1,0.417425,0,7,7,7,1,,
,,,,,,,,,,,,,2,5de4280370c53a011839950f,001,2021-02-22_19h55.21.578,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Baby_F.wav,3,NEW,,,3,1,0.41424,0,8,8,8,1,,
,,,,,,,,,,,,,1,5de4280370c53a011839950f,001,2021-02-22_19h55.21.578,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Thunder_A.wav,1,OLD,,,1,1,0.3592,0,9,9,9,1,,
,,,,,,,,,,,,,2,5de4280370c53a011839950f,001,2021-02-22_19h55.21.578,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Mosquito_B.wav,3,NEW,,,3,1,0.967125,0,10,10,10,1,,
,,,,,,,,,,,,,2,5de4280370c53a011839950f,001,2021-02-22_19h55.21.578,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/DialTone.wav,3,NEW,,,3,1,0.634,0,11,11,11,1,,
,,,,,,,,,,,,,2,5de4280370c53a011839950f,001,2021-02-22_19h55.21.578,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Elephant_D.wav,2,SIMILAR,,,1,0,0.072405,0,12,12,12,1,,
,,,,,,,,,,,,,2,5de4280370c53a011839950f,001,2021-02-22_19h55.21.578,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Writing_A.wav,3,NEW,,,3,1,0.40061,0,13,13,13,1,,
,,,,,,,,,,,,,2,5de4280370c53a011839950f,001,2021-02-22_19h55.21.578,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Faucet_A.wav,3,NEW,,,2,0,2.08057,0,14,14,14,1,,
,,,,,,,,,,,,,1,5de4280370c53a011839950f,001,2021-02-22_19h55.21.578,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Typing.wav,1,OLD,,,3,0,0.3511,0,15,15,15,1,,
,,,,,,,,,,,,,1,5de4280370c53a011839950f,001,2021-02-22_19h55.21.578,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Sleighbells_B.wav,1,OLD,,,1,1,0.32406,0,16,16,16,1,,
,,,,,,,,,,,,,2,5de4280370c53a011839950f,001,2021-02-22_19h55.21.578,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Wind_B.wav,3,NEW,,,3,1,0.31112,0,17,17,17,1,,
,,,,,,,,,,,,,1,5de4280370c53a011839950f,001,2021-02-22_19h55.21.578,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Toilet_B.wav,1,OLD,,,1,1,0.345145,0,18,18,18,1,,
,,,,,,,,,,,,,2,5de4280370c53a011839950f,001,2021-02-22_19h55.21.578,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Pour_C.wav,2,SIMILAR,,,1,0,0.80746,0,19,19,19,1,,
,,,,,,,,,,,,,2,5de4280370c53a011839950f,001,2021-02-22_19h55.21.578,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Chime_A.wav,2,SIMILAR,,,1,0,0.227445,0,20,20,20,1,,
,,,,,,,,,,,,,1,5de4280370c53a011839950f,001,2021-02-22_19h55.21.578,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Buzz.wav,1,OLD,,,1,1,0.28498,0,21,21,21,1,,
,,,,,,,,,,,,,2,5de4280370c53a011839950f,001,2021-02-22_19h55.21.578,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Writing_C.wav,2,SIMILAR,,,2,1,1.763815,0,22,22,22,1,,
,,,,,,,,,,,,,1,5de4280370c53a011839950f,001,2021-02-22_19h55.21.578,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Mosquito_B.wav,1,OLD,,,1,1,0.36752,0,23,23,23,1,,
,,,,,,,,,,,,,2,5de4280370c53a011839950f,001,2021-02-22_19h55.21.578,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Cough_A.wav,3,NEW,,,3,1,2.09898,0,24,24,24,1,,
,,,,,,,,,,,,,1,5de4280370c53a011839950f,001,2021-02-22_19h55.21.578,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/DialTone.wav,1,OLD,,,1,1,0.40799,0,25,25,25,1,,
,,,,,,,,,,,,,2,5de4280370c53a011839950f,001,2021-02-22_19h55.21.578,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Puff_A.wav,3,NEW,,,3,1,2.13333,0,26,26,26,1,,
,,,,,,,,,,,,,2,5de4280370c53a011839950f,001,2021-02-22_19h55.21.578,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Heartbeat.wav,3,NEW,,,3,1,0.40856,0,27,27,27,1,,
,,,,,,,,,,,,,2,5de4280370c53a011839950f,001,2021-02-22_19h55.21.578,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/IceDrop.wav,3,NEW,,,3,1,0.63401,0,28,28,28,1,,
,,,,,,,,,,,,,2,5de4280370c53a011839950f,001,2021-02-22_19h55.21.578,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Bird_D.wav,3,NEW,,,3,1,0.450975,0,29,29,29,1,,
,,,,,,,,,,,,,2,5de4280370c53a011839950f,001,2021-02-22_19h55.21.578,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Baby_E.wav,2,SIMILAR,,,1,0,0.44644,0,30,30,30,1,,
,,,,,,,,,,,,,2,5de4280370c53a011839950f,001,2021-02-22_19h55.21.578,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Faucet_B.wav,2,SIMILAR,,,3,0,2.780265,0,31,31,31,1,,
,,,,,,,,,,,,,2,5de4280370c53a011839950f,001,2021-02-22_19h55.21.578,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Duck_A.wav,3,NEW,,,3,1,0.50016,0,32,32,32,1,,
,,,,,,,,,,,,,2,5de4280370c53a011839950f,001,2021-02-22_19h55.21.578,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Laugh_A.wav,3,NEW,,,3,1,0.42467,0,33,33,33,1,,
,,,,,,,,,,,,,1,5de4280370c53a011839950f,001,2021-02-22_19h55.21.578,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Wind_B.wav,1,OLD,,,1,1,1.01701,0,34,34,34,1,,
,,,,,,,,,,,,,2,5de4280370c53a011839950f,001,2021-02-22_19h55.21.578,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Chicken_A.wav,3,NEW,,,3,1,0.44966,0,35,35,35,1,,
,,,,,,,,,,,,,2,5de4280370c53a011839950f,001,2021-02-22_19h55.21.578,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Lures/Guitar_B.wav,3,NEW,,,3,1,1.33695,0,36,36,36,1,,
,,,,,,,,,,,,,2,5de4280370c53a011839950f,001,2021-02-22_19h55.21.578,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Cello.wav,3,NEW,,,3,1,0.2845,0,37,37,37,1,,
,,,,,,,,,,,,,1,5de4280370c53a011839950f,001,2021-02-22_19h55.21.578,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Heartbeat.wav,1,OLD,,,1,1,1.09224,0,38,38,38,1,,
,,,,,,,,,,,,,2,5de4280370c53a011839950f,001,2021-02-22_19h55.21.578,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Airplane_B.wav,3,NEW,,,1,0,0.250305,0,39,39,39,1,,
,,,,,,,,,,,,,2,5de4280370c53a011839950f,001,2021-02-22_19h55.21.578,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Cough_E.wav,2,SIMILAR,,,3,0,0.443485,0,40,40,40,1,,
,,,,,,,,,,,,,2,5de4280370c53a011839950f,001,2021-02-22_19h55.21.578,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Trumpet_B.wav,3,NEW,,,3,1,0.38979,0,41,41,41,1,,
,,,,,,,,,,,,,1,5de4280370c53a011839950f,001,2021-02-22_19h55.21.578,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/IceDrop.wav,1,OLD,,,3,0,0.333935,0,42,42,42,1,,
,,,,,,,,,,,,,2,5de4280370c53a011839950f,001,2021-02-22_19h55.21.578,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Sneeze_B.wav,3,NEW,,,2,0,0.722895,0,43,43,43,1,,
,,,,,,,,,,,,,1,5de4280370c53a011839950f,001,2021-02-22_19h55.21.578,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Puff_A.wav,1,OLD,,,1,1,0.450785,0,44,44,44,1,,
,,,,,,,,,,,,,2,5de4280370c53a011839950f,001,2021-02-22_19h55.21.578,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Chick_A.wav,2,SIMILAR,,,1,0,0.55927,0,45,45,45,1,,
,,,,,,,,,,,,,2,5de4280370c53a011839950f,001,2021-02-22_19h55.21.578,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Snore_D.wav,3,NEW,,,3,1,0.328435,0,46,46,46,1,,
,,,,,,,,,,,,,1,5de4280370c53a011839950f,001,2021-02-22_19h55.21.578,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Lures/Guitar_B.wav,1,OLD,,,1,1,0.434225,0,47,47,47,1,,
,,,,,,,,,,,,,2,5de4280370c53a011839950f,001,2021-02-22_19h55.21.578,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Cat_A.wav,3,NEW,,,3,1,0.35057,0,48,48,48,1,,
,,,,,,,,,,,,,2,5de4280370c53a011839950f,001,2021-02-22_19h55.21.578,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Whistle_A.wav,3,NEW,,,3,1,0.37251,0,49,49,49,1,,
,,,,,,,,,,,,,2,5de4280370c53a011839950f,001,2021-02-22_19h55.21.578,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Duck_B.wav,2,SIMILAR,,,1,0,0.43862,0,50,50,50,1,,
,,,,,,,,,,,,,2,5de4280370c53a011839950f,001,2021-02-22_19h55.21.578,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Laugh_D.wav,2,SIMILAR,,,1,0,0.26535,0,51,51,51,1,,
,,,,,,,,,,,,,1,5de4280370c53a011839950f,001,2021-02-22_19h55.21.578,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Chicken_A.wav,1,OLD,,,1,1,0.31754,0,52,52,52,1,,
,,,,,,,,,,,,,1,5de4280370c53a011839950f,001,2021-02-22_19h55.21.578,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Cello.wav,1,OLD,,,3,0,0.42019,0,53,53,53,1,,
,,,,,,,,,,,,,2,5de4280370c53a011839950f,001,2021-02-22_19h55.21.578,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Slurp.wav,3,NEW,,,3,1,0.622975,0,54,54,54,1,,
,,,,,,,,,,,,,2,5de4280370c53a011839950f,001,2021-02-22_19h55.21.578,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Chomp_A.wav,3,NEW,,,3,1,0.33409,0,55,55,55,1,,
,,,,,,,,,,,,,1,5de4280370c53a011839950f,001,2021-02-22_19h55.21.578,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Airplane_B.wav,1,OLD,,,1,1,0.091475,0,56,56,56,1,,
,,,,,,,,,,,,,2,5de4280370c53a011839950f,001,2021-02-22_19h55.21.578,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/ManWhistle.wav,3,NEW,,,1,0,0.404095,0,57,57,57,1,,
,,,,,,,,,,,,,1,5de4280370c53a011839950f,001,2021-02-22_19h55.21.578,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Trumpet_B.wav,1,OLD,,,1,1,0.241135,0,58,58,58,1,,
,,,,,,,,,,,,,2,5de4280370c53a011839950f,001,2021-02-22_19h55.21.578,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Cup.wav,3,NEW,,,2,0,0.900605,0,59,59,59,1,,
,,,,,,,,,,,,,2,5de4280370c53a011839950f,001,2021-02-22_19h55.21.578,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Snore_C.wav,2,SIMILAR,,,3,0,0.325785,0,60,60,60,1,,
,,,,,,,,,,,,,2,5de4280370c53a011839950f,001,2021-02-22_19h55.21.578,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Airhorn.wav,3,NEW,,,3,1,0.33292,0,61,61,61,1,,
,,,,,,,,,,,,,2,5de4280370c53a011839950f,001,2021-02-22_19h55.21.578,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Whistle_C.wav,2,SIMILAR,,,1,0,0.330765,0,62,62,62,1,,
,,,,,,,,,,,,,2,5de4280370c53a011839950f,001,2021-02-22_19h55.21.578,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Phone_D.wav,3,NEW,,,2,0,0.95045,0,63,63,63,1,,
,,,,,,,,,,,,,1,5de4280370c53a011839950f,001,2021-02-22_19h55.21.578,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Sneeze_B.wav,1,OLD,,,1,1,0.457745,0,64,64,64,1,,
,,,,,,,,,,,,,1,5de4280370c53a011839950f,001,2021-02-22_19h55.21.578,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Cat_A.wav,1,OLD,,,1,1,0.330165,0,65,65,65,1,,
,,,,,,,,,,,,,2,5de4280370c53a011839950f,001,2021-02-22_19h55.21.578,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Bagpipe.wav,3,NEW,,,3,1,0.16782,0,66,66,66,1,,
,,,,,,,,,,,,,1,5de4280370c53a011839950f,001,2021-02-22_19h55.21.578,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Slurp.wav,1,OLD,,,1,1,0.371735,0,67,67,67,1,,
,,,,,,,,,,,,,2,5de4280370c53a011839950f,001,2021-02-22_19h55.21.578,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Bowlingpins.wav,3,NEW,,,3,1,0.36684,0,68,68,68,1,,
,,,,,,,,,,,,,2,5de4280370c53a011839950f,001,2021-02-22_19h55.21.578,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Cow.wav,3,NEW,,,3,1,0.41511,0,69,69,69,1,,
,,,,,,,,,,,,,2,5de4280370c53a011839950f,001,2021-02-22_19h55.21.578,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Siren_A.wav,3,NEW,,,3,1,0.294135,0,70,70,70,1,,
,,,,,,,,,,,,,1,5de4280370c53a011839950f,001,2021-02-22_19h55.21.578,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/ManWhistle.wav,1,OLD,,,2,0,0.43443,0,71,71,71,1,,
,,,,,,,,,,,,,2,5de4280370c53a011839950f,001,2021-02-22_19h55.21.578,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Crow_B.wav,3,NEW,,,3,1,0.28458,0,72,72,72,1,,
,,,,,,,,,,,,,2,5de4280370c53a011839950f,001,2021-02-22_19h55.21.578,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Chomp_E.wav,2,SIMILAR,,,1,0,0.101215,0,73,73,73,1,,
,,,,,,,,,,,,,1,5de4280370c53a011839950f,001,2021-02-22_19h55.21.578,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Cup.wav,1,OLD,,,1,1,0.450265,0,74,74,74,1,,
,,,,,,,,,,,,,2,5de4280370c53a011839950f,001,2021-02-22_19h55.21.578,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Bullfrog.wav,3,NEW,,,3,1,0.30081,0,75,75,75,1,,
,,,,,,,,,,,,,2,5de4280370c53a011839950f,001,2021-02-22_19h55.21.578,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Phone_A.wav,2,SIMILAR,,,2,1,0.334125,0,76,76,76,1,,
,,,,,,,,,,,,,1,5de4280370c53a011839950f,001,2021-02-22_19h55.21.578,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Bagpipe.wav,1,OLD,,,1,1,0.30011,0,77,77,77,1,,
,,,,,,,,,,,,,2,5de4280370c53a011839950f,001,2021-02-22_19h55.21.578,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/HairDryer_A.wav,3,NEW,,,3,1,0.55717,0,78,78,78,1,,
,,,,,,,,,,,,,1,5de4280370c53a011839950f,001,2021-02-22_19h55.21.578,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Airhorn.wav,1,OLD,,,1,1,0.289395,0,79,79,79,1,,
,,,,,,,,,,,,,2,5de4280370c53a011839950f,001,2021-02-22_19h55.21.578,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Hammer_A.wav,3,NEW,,,3,1,0.32709,0,80,80,80,1,,
,,,,,,,,,,,,,2,5de4280370c53a011839950f,001,2021-02-22_19h55.21.578,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Cuckoo_A.wav,3,NEW,,,3,1,1.700085,0,81,81,81,1,,
,,,,,,,,,,,,,1,5de4280370c53a011839950f,001,2021-02-22_19h55.21.578,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Cow.wav,1,OLD,,,1,1,0.35126,0,82,82,82,1,,
,,,,,,,,,,,,,2,5de4280370c53a011839950f,001,2021-02-22_19h55.21.578,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Footsteps_B.wav,3,NEW,,,3,1,0.484075,0,83,83,83,1,,
,,,,,,,,,,,,,2,5de4280370c53a011839950f,001,2021-02-22_19h55.21.578,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Dog_E.wav,3,NEW,,,1,0,0.59934,0,84,84,84,1,,
,,,,,,,,,,,,,1,5de4280370c53a011839950f,001,2021-02-22_19h55.21.578,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Bowlingpins.wav,1,OLD,,,1,1,0.31762,0,85,85,85,1,,
,,,,,,,,,,,,,2,5de4280370c53a011839950f,001,2021-02-22_19h55.21.578,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Piano_D.wav,3,NEW,,,3,1,0.32216,0,86,86,86,1,,
,,,,,,,,,,,,,2,5de4280370c53a011839950f,001,2021-02-22_19h55.21.578,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Fireworks.wav,3,NEW,,,3,1,0.35111,0,87,87,87,1,,
,,,,,,,,,,,,,1,5de4280370c53a011839950f,001,2021-02-22_19h55.21.578,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Bullfrog.wav,1,OLD,,,1,1,1.433585,0,88,88,88,1,,
,,,,,,,,,,,,,2,5de4280370c53a011839950f,001,2021-02-22_19h55.21.578,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Siren_B.wav,2,SIMILAR,,,3,0,0.378925,0,89,89,89,1,,
,,,,,,,,,,,,,2,5de4280370c53a011839950f,001,2021-02-22_19h55.21.578,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Crow_A.wav,2,SIMILAR,,,1,0,0.33402,0,90,90,90,1,,
,,,,,,,,,,,,,2,5de4280370c53a011839950f,001,2021-02-22_19h55.21.578,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Goat_D.wav,3,NEW,,,3,1,0.30082,0,91,91,91,1,,
,,,,,,,,,,,,,1,5de4280370c53a011839950f,001,2021-02-22_19h55.21.578,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/HairDryer_A.wav,1,OLD,,,2,0,0.57456,0,92,92,92,1,,
