ThankyouMssg.started,ThankyouMssg.stopped,CompletionCode.started,CompletionCode.stopped,ExitTxt.started,ExitTxt.stopped,ExitKey.keys,ExitKey.rt,ExitKey.started,ExitKey.stopped,CodeTxt.started,CodeTxt.stopped,InstructionTxt.started,InstructionTxt.stopped,WelcomContinue.started,WelcomContinue.stopped,InstructionTxt2.started,InstructionTxt2.stopped,WelcomeContinue2.started,WelcomeContinue2.stopped,WelcomeContinueKey2.keys,WelcomeContinueKey2.rt,WelcomeContinueKey2.started,WelcomeContinueKey2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
8.926456499961205,None,8.926456499961205,None,8.926456499961205,None,space,4.15019570000004,8.926456499961205,None,,,,,,,,,,,,,,,,001,2020_Dec_23_1144,GuessTheSound,2020.2.10,59.98012258963469,
,,,,,,,,,,8.926456499961205,None,13.101923599955626,None,13.101923599955626,None,15.84722719999263,None,15.84722719999263,None,space,6.994896899966989,15.84722719999263,None,,001,2020_Dec_23_1144,GuessTheSound,2020.2.10,59.98012258963469,
