SoundFile5,Correct,Correct2,Type,PracticeTrials.thisRepN,PracticeTrials.thisTrialN,PracticeTrials.thisN,PracticeTrials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,InstructionTxt.started,InstructionTxt.stopped,WelcomContinue.started,WelcomContinue.stopped,VolumeBeginTxt.started,VolumeBeginTxt.stopped,VolumeContinueKey.keys,VolumeContinueKey.rt,VolumeContinueKey.started,VolumeContinueKey.stopped,text.started,text.stopped,Music.started,Music.stopped,AdjustContinue.started,AdjustContinue.stopped,HeadphoneCheckBeing.started,HeadphoneCheckBeing.stopped,HeadphoneContinue.started,HeadphoneContinue.stopped,HeadphoneContinueKey.keys,HeadphoneContinueKey.rt,HeadphoneContinueKey.started,HeadphoneContinueKey.stopped,text_3.started,text_3.stopped,text_4.started,text_4.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,text_5.started,text_5.stopped,text_6.started,text_6.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,InstructionTxt2.started,InstructionTxt2.stopped,WelcomeContinue2.started,WelcomeContinue2.stopped,WelcomeContinueKey2.keys,WelcomeContinueKey2.rt,WelcomeContinueKey2.started,WelcomeContinueKey2.stopped,TrialNumber.started,TrialNumber.stopped,PracticeSound.started,PracticeSound.stopped,PracticeCross.started,PracticeCross.stopped,Practice_resp.keys,Practice_resp.corr,Practice_resp.rt,Practice_resp.started,Practice_resp.stopped,PracticeMssg.started,PracticeMssg.stopped,FeedbackCross.started,FeedbackCross.stopped,Continue.started,Continue.stopped,Options.started,Options.stopped,FeedbackMssg.started,FeedbackMssg.stopped,StartTxt.started,StartTxt.stopped,StartTast.keys,StartTast.rt,StartTast.started,StartTast.stopped,ContinueStart.started,ContinueStart.stopped,no_3.started,no_3.stopped,TargetSound.started,TargetSound.stopped,Cross.started,Cross.stopped,ItemNumber.started,ItemNumber.stopped,text_2.started,text_2.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
Initial/NoRepeat/Thunder_A.wav,1,1,OLD,,,,,0,32,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.3223461000016,None,183.8215451699798,None,183.82815990003292,None,183.82815990003292,None,186.1382163000526,None,1,1,0.3738848000066355,186.1382163000526,None,,001,2021_Feb_17_1606,GuessTheSound,2020.2.10,59.95121169534463,
Initial/NoRepeat/Faucet_A.wav,1,1,OLD,,,,,0,33,33,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.53802740003448,None,188.05478103994392,None,188.0480296999449,None,188.0480296999449,None,190.3551846999908,None,1,1,0.09096039994619787,190.3551846999908,None,,001,2021_Feb_17_1606,GuessTheSound,2020.2.10,59.95121169534463,
Initial/NoRepeat/Toilet_B.wav,1,1,OLD,,,,,0,34,34,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.47257990005892,None,191.97188036999432,None,191.98157980001997,None,191.98157980001997,None,194.28814850002527,None,2,0,1.3089861000189558,194.28814850002527,None,,001,2021_Feb_17_1606,GuessTheSound,2020.2.10,59.95121169534463,
Initial/Doubled/Laugh_A.wav,2,2,SIMILAR,,,,,0,35,35,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.62232279998716,None,197.17163738003,None,197.165962100029,None,197.165962100029,None,199.47150550002698,None,2,1,0.9120085999602452,199.47150550002698,None,,001,2021_Feb_17_1606,GuessTheSound,2020.2.10,59.95121169534463,
Initial/Doubled/Bubbles_A.wav,1,1,OLD,,,,,0,36,36,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.40575060003903,None,201.9215092700324,None,201.9290447999956,None,201.9290447999956,None,204.23803220002446,None,1,1,0.37986710004042834,204.23803220002446,None,,001,2021_Feb_17_1606,GuessTheSound,2020.2.10,59.95121169534463,
Initial/Doubled/Chicken_A.wav,2,3,NEW,,,,,0,37,37,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.6394077000441,None,206.18771410995396,None,206.18528950004838,None,206.18528950004838,None,207.8715446999995,None,2,1,0.5305551000637934,207.8715446999995,None,,001,2021_Feb_17_1606,GuessTheSound,2020.2.10,59.95121169534463,
Pour_D.wav,2,2,SIMILAR,,,,,0,38,38,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.4214486000128,None,209.9380011400208,None,209.94556130003184,None,209.94556130003184,None,212.25480730005074,None,2,1,1.6531691999407485,212.25480730005074,None,,001,2021_Feb_17_1606,GuessTheSound,2020.2.10,59.95121169534463,
Test/Lures/Guitar_B.wav,1,1,OLD,,,,,0,39,39,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.93754479999188,None,215.4545034399489,None,215.45031560002826,None,215.45031560002826,None,217.75480959995184,None,1,1,0.5097018999513239,217.75480959995184,None,,001,2021_Feb_17_1606,GuessTheSound,2020.2.10,59.95121169534463,
Initial/NoRepeat/Sleighbells_B.wav,1,1,OLD,,,,,0,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.28762820002157,None,219.80424474005122,None,219.7997854000423,None,219.7997854000423,None,222.1049322000472,None,1,1,0.8360281999921426,222.1049322000472,None,,001,2021_Feb_17_1606,GuessTheSound,2020.2.10,59.95121169534463,
Initial/Repeat/Airplane_B.wav,2,3,NEW,,,,,0,41,41,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.97085040004458,None,224.52146087994333,None,224.5175294999499,None,224.5175294999499,None,226.82332880003378,None,2,1,0.41689890006091446,226.82332880003378,None,,001,2021_Feb_17_1606,GuessTheSound,2020.2.10,59.95121169534463,
