VolumeContinueKey.keys,VolumeContinueKey.rt,ContinueResp.keys,ContinueResp.rt,WelcomeContinueKey2.keys,WelcomeContinueKey2.rt,Practice_resp.keys,Practice_resp.corr,Practice_resp.rt,PracticeTrials.thisRepN,PracticeTrials.thisTrialN,PracticeTrials.thisN,PracticeTrials.thisIndex,PracticeTrials.ran,SoundFiles3,Correct,participant,session,date,expName,psychopyVersion,OS,frameRate,StartTast.keys,StartTast.rt,MSTResp.keys,MSTResp.corr,MSTResp.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,ExitKey.keys,ExitKey.rt
,,,,,,,,,,,,,,Initial/Doubled/CarStart_A.wav,3,5fa1a5d5c838ab1b4d1516de,001,2021-01-18_04h52.39.382,GuessTheSound,2020.2.10,MacIntel,60,,,2,0,0.132445,0,45,45,45,1,,
,,,,,,,,,,,,,,Initial/NoRepeat/Fireworks.wav,1,5fa1a5d5c838ab1b4d1516de,001,2021-01-18_04h52.39.382,GuessTheSound,2020.2.10,MacIntel,60,,,1,1,0.03341,0,46,46,46,1,,
,,,,,,,,,,,,,,Initial/NoRepeat/Toilet_B.wav,3,5fa1a5d5c838ab1b4d1516de,001,2021-01-18_04h52.39.382,GuessTheSound,2020.2.10,MacIntel,60,,,2,0,0.085345,0,47,47,47,1,,
,,,,,,,,,,,,,,Initial/NoRepeat/Cow.wav,3,5fa1a5d5c838ab1b4d1516de,001,2021-01-18_04h52.39.382,GuessTheSound,2020.2.10,MacIntel,60,,,2,0,0.63278,0,48,48,48,1,,
,,,,,,,,,,,,,,Initial/NoRepeat/Helicopter_A.wav,3,5fa1a5d5c838ab1b4d1516de,001,2021-01-18_04h52.39.382,GuessTheSound,2020.2.10,MacIntel,60,,,2,0,0.32256,0,49,49,49,1,,
,,,,,,,,,,,,,,Initial/Doubled/Dog_A.wav,3,5fa1a5d5c838ab1b4d1516de,001,2021-01-18_04h52.39.382,GuessTheSound,2020.2.10,MacIntel,60,,,2,0,0.241685,0,50,50,50,1,,
,,,,,,,,,,,,,,Test/Foils/Wind_B.wav,3,5fa1a5d5c838ab1b4d1516de,001,2021-01-18_04h52.39.382,GuessTheSound,2020.2.10,MacIntel,60,,,2,0,1.60121,0,51,51,51,1,,
,,,,,,,,,,,,,,Initial/Doubled/Chime_A.wav,1,5fa1a5d5c838ab1b4d1516de,001,2021-01-18_04h52.39.382,GuessTheSound,2020.2.10,MacIntel,60,,,1,1,0.267225,0,52,52,52,1,,
,,,,,,,,,,,,,,Laugh_C.wav,2,5fa1a5d5c838ab1b4d1516de,001,2021-01-18_04h52.39.382,GuessTheSound,2020.2.10,MacIntel,60,,,1,0,0.002915,0,53,53,53,1,,
,,,,,,,,,,,,,,Cough_D.wav,2,5fa1a5d5c838ab1b4d1516de,001,2021-01-18_04h52.39.382,GuessTheSound,2020.2.10,MacIntel,60,,,1,0,0.167775,0,54,54,54,1,,
,,,,,,,,,,,,,,Test/Foils/Buzz.wav,1,5fa1a5d5c838ab1b4d1516de,001,2021-01-18_04h52.39.382,GuessTheSound,2020.2.10,MacIntel,60,,,1,1,0.115505,0,55,55,55,1,,
,,,,,,,,,,,,,,Initial/Repeat/Howl.wav,3,5fa1a5d5c838ab1b4d1516de,001,2021-01-18_04h52.39.382,GuessTheSound,2020.2.10,MacIntel,60,,,2,0,0.23382,0,56,56,56,1,,
,,,,,,,,,,,,,,Initial/NoRepeat/Toilet_B.wav,1,5fa1a5d5c838ab1b4d1516de,001,2021-01-18_04h52.39.382,GuessTheSound,2020.2.10,MacIntel,60,,,1,1,0.25161,0,57,57,57,1,,
,,,,,,,,,,,,,,CarStart_D.wav,2,5fa1a5d5c838ab1b4d1516de,001,2021-01-18_04h52.39.382,GuessTheSound,2020.2.10,MacIntel,60,,,1,0,0.150935,0,58,58,58,1,,
,,,,,,,,,,,,,,Chomp_B.wav,2,5fa1a5d5c838ab1b4d1516de,001,2021-01-18_04h52.39.382,GuessTheSound,2020.2.10,MacIntel,60,,,1,0,0.233875,0,59,59,59,1,,
,,,,,,,,,,,,,,Initial/Doubled/Clap_A.wav,1,5fa1a5d5c838ab1b4d1516de,001,2021-01-18_04h52.39.382,GuessTheSound,2020.2.10,MacIntel,60,,,1,1,0.08375,0,60,60,60,1,,
,,,,,,,,,,,,,,Initial/Doubled/Bubbles_A.wav,3,5fa1a5d5c838ab1b4d1516de,001,2021-01-18_04h52.39.382,GuessTheSound,2020.2.10,MacIntel,60,,,2,0,0.13349,0,61,61,61,1,,
,,,,,,,,,,,,,,Dog_C.wav,2,5fa1a5d5c838ab1b4d1516de,001,2021-01-18_04h52.39.382,GuessTheSound,2020.2.10,MacIntel,60,,,1,0,0.40107,0,62,62,62,1,,
,,,,,,,,,,,,,,Laugh_D.wav,2,5fa1a5d5c838ab1b4d1516de,001,2021-01-18_04h52.39.382,GuessTheSound,2020.2.10,MacIntel,60,,,1,0,0.383855,0,63,63,63,1,,
,,,,,,,,,,,,,,Initial/NoRepeat/Helicopter_A.wav,1,5fa1a5d5c838ab1b4d1516de,001,2021-01-18_04h52.39.382,GuessTheSound,2020.2.10,MacIntel,60,,,1,1,0.334295,0,64,64,64,1,,
,,,,,,,,,,,,,,Cough_C.wav,2,5fa1a5d5c838ab1b4d1516de,001,2021-01-18_04h52.39.382,GuessTheSound,2020.2.10,MacIntel,60,,,1,0,0.184735,0,65,65,65,1,,
,,,,,,,,,,,,,,Test/Foils/PaperRip.wav,3,5fa1a5d5c838ab1b4d1516de,001,2021-01-18_04h52.39.382,GuessTheSound,2020.2.10,MacIntel,60,,,2,0,0.218865,0,66,66,66,1,,
,,,,,,,,,,,,,,Test/Foils/Wind_B.wav,1,5fa1a5d5c838ab1b4d1516de,001,2021-01-18_04h52.39.382,GuessTheSound,2020.2.10,MacIntel,60,,,1,1,0.18443,0,67,67,67,1,,
,,,,,,,,,,,,,,CarStart_B.wav,2,5fa1a5d5c838ab1b4d1516de,001,2021-01-18_04h52.39.382,GuessTheSound,2020.2.10,MacIntel,60,,,1,0,0.03614,0,68,68,68,1,,
,,,,,,,,,,,,,,Chomp_C.wav,2,5fa1a5d5c838ab1b4d1516de,001,2021-01-18_04h52.39.382,GuessTheSound,2020.2.10,MacIntel,60,,,1,0,0.183755,0,69,69,69,1,,
,,,,,,,,,,,,,,Initial/Doubled/Coin_A.wav,3,5fa1a5d5c838ab1b4d1516de,001,2021-01-18_04h52.39.382,GuessTheSound,2020.2.10,MacIntel,60,,,2,0,0.40275,0,70,70,70,1,,
,,,,,,,,,,,,,,Test/Foils/Buzz.wav,1,5fa1a5d5c838ab1b4d1516de,001,2021-01-18_04h52.39.382,GuessTheSound,2020.2.10,MacIntel,60,,,1,1,0.06654,0,71,71,71,1,,
,,,,,,,,,,,,,,Initial/NoRepeat/Droplet_B.wav,3,5fa1a5d5c838ab1b4d1516de,001,2021-01-18_04h52.39.382,GuessTheSound,2020.2.10,MacIntel,60,,,2,0,0.533995,0,72,72,72,1,,
,,,,,,,,,,,,,,Initial/Doubled/Guitar_A.wav,3,5fa1a5d5c838ab1b4d1516de,001,2021-01-18_04h52.39.382,GuessTheSound,2020.2.10,MacIntel,60,,,2,0,0.233465,0,73,73,73,1,,
,,,,,,,,,,,,,,Initial/NoRepeat/Toilet_B.wav,1,5fa1a5d5c838ab1b4d1516de,001,2021-01-18_04h52.39.382,GuessTheSound,2020.2.10,MacIntel,60,,,1,1,0.050085,0,74,74,74,1,,
,,,,,,,,,,,,,,Dog_D.wav,2,5fa1a5d5c838ab1b4d1516de,001,2021-01-18_04h52.39.382,GuessTheSound,2020.2.10,MacIntel,60,,,2,1,0.284745,0,75,75,75,1,,
,,,,,,,,,,,,,,Initial/Doubled/Clap_A.wav,1,5fa1a5d5c838ab1b4d1516de,001,2021-01-18_04h52.39.382,GuessTheSound,2020.2.10,MacIntel,60,,,1,1,0.033785,0,76,76,76,1,,
