InstructionTxt.started,InstructionTxt.stopped,WelcomContinue.started,WelcomContinue.stopped,VolumeBeginTxt.started,VolumeBeginTxt.stopped,VolumeContinueKey.keys,VolumeContinueKey.rt,VolumeContinueKey.started,VolumeContinueKey.stopped,text.started,text.stopped,Music.started,Music.stopped,AdjustContinue.started,AdjustContinue.stopped,participant,date,expName,psychopyVersion,frameRate,
12.854061599995475,None,12.854061599995475,None,14.468599499996344,None,space,0.46753439999883994,14.468599499996344,None,,,,,,,,2021_Mar_08_2243,GuessTheSound,2020.2.10,60.07369841228579,
,,,,,,,,,,14.976950299998862,None,14.968643299995165,None,14.976950299998862,None,,,,,,
