WelcomeContinueKey2.keys,WelcomeContinueKey2.rt,VolumeContinueKey.keys,VolumeContinueKey.rt,ResponseBox.text,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,SoundFiles,Type,participant,session,date,expName,psychopyVersion,OS,frameRate,ExitKey.keys,ExitKey.rt
space,3.79686,space,2.04813,elephant,0,0,0,86,1,Initial/Doubled/Creak.wav,Extra,5e968c1e95b8161112136269,001,2021-01-03_23h11.19.933,GuessTheSound,2020.2.10,MacIntel,60,,
,,,,zipper,0,1,1,78,1,Test/Foils/Cards.wav,New,5e968c1e95b8161112136269,001,2021-01-03_23h11.19.933,GuessTheSound,2020.2.10,MacIntel,60,,
,,,,paper ripping,0,2,2,95,1,Test/Foils/PaperRip.wav,Extra,5e968c1e95b8161112136269,001,2021-01-03_23h11.19.933,GuessTheSound,2020.2.10,MacIntel,60,,
,,,,gargling water,0,3,3,10,1,Initial/Doubled/Gargle_A.wav,Doubled,5e968c1e95b8161112136269,001,2021-01-03_23h11.19.933,GuessTheSound,2020.2.10,MacIntel,60,,
,,,,helicopter,0,4,4,93,1,Initial/NoRepeat/Helicopter_A.wav,Extra,5e968c1e95b8161112136269,001,2021-01-03_23h11.19.933,GuessTheSound,2020.2.10,MacIntel,60,,
,,,,chicken bawking,0,5,5,1,1,Initial/Doubled/Chicken_A.wav,Doubled,5e968c1e95b8161112136269,001,2021-01-03_23h11.19.933,GuessTheSound,2020.2.10,MacIntel,60,,
,,,,eagle screech,0,6,6,25,1,Initial/NoRepeat/Eagle_B.wav,NoRepeat,5e968c1e95b8161112136269,001,2021-01-03_23h11.19.933,GuessTheSound,2020.2.10,MacIntel,60,,
,,,,sheep bleating,0,7,7,30,1,Initial/NoRepeat/Goat_B.wav,NoRepeat,5e968c1e95b8161112136269,001,2021-01-03_23h11.19.933,GuessTheSound,2020.2.10,MacIntel,60,,
,,,,baby crying,0,8,8,20,1,Initial/NoRepeat/Baby_B.wav,NoRepeat,5e968c1e95b8161112136269,001,2021-01-03_23h11.19.933,GuessTheSound,2020.2.10,MacIntel,60,,
,,,,running down wooden stairs,0,9,9,69,1,Test/Foils/Gallop.wav,New,5e968c1e95b8161112136269,001,2021-01-03_23h11.19.933,GuessTheSound,2020.2.10,MacIntel,60,,
,,,,piano music,0,10,10,9,1,Initial/Doubled/Piano_A.wav,Doubled,5e968c1e95b8161112136269,001,2021-01-03_23h11.19.933,GuessTheSound,2020.2.10,MacIntel,60,,
,,,,harmonica,0,11,11,70,1,Test/Foils/Harmonica.wav,New,5e968c1e95b8161112136269,001,2021-01-03_23h11.19.933,GuessTheSound,2020.2.10,MacIntel,60,,
,,,,metronome,0,12,12,84,1,Initial/Doubled/Clock_A.wav,Extra,5e968c1e95b8161112136269,001,2021-01-03_23h11.19.933,GuessTheSound,2020.2.10,MacIntel,60,,
,,,,pencil writing on paper,0,13,13,99,1,Initial/Doubled/Writing_A.wav,Extra,5e968c1e95b8161112136269,001,2021-01-03_23h11.19.933,GuessTheSound,2020.2.10,MacIntel,60,,
,,,,,0,14,14,35,1,Initial/NoRepeat/Saw_A.wav,NoRepeat,5e968c1e95b8161112136269,001,2021-01-03_23h11.19.933,GuessTheSound,2020.2.10,MacIntel,60,,
,,,,whistling,0,15,15,50,1,Initial/Repeat/ManWhistle.wav,Repeat,5e968c1e95b8161112136269,001,2021-01-03_23h11.19.933,GuessTheSound,2020.2.10,MacIntel,60,,
,,,,heartbeat,0,16,16,71,1,Test/Foils/Heartbeat.wav,New,5e968c1e95b8161112136269,001,2021-01-03_23h11.19.933,GuessTheSound,2020.2.10,MacIntel,60,,
,,,,cow moo,0,17,17,22,1,Initial/NoRepeat/Cow.wav,NoRepeat,5e968c1e95b8161112136269,001,2021-01-03_23h11.19.933,GuessTheSound,2020.2.10,MacIntel,60,,
,,,,cat meow,0,18,18,82,1,Initial/Doubled/Cat_A.wav,Extra,5e968c1e95b8161112136269,001,2021-01-03_23h11.19.933,GuessTheSound,2020.2.10,MacIntel,60,,
,,,,train horn,0,19,19,76,1,Test/Foils/Steam.wav,New,5e968c1e95b8161112136269,001,2021-01-03_23h11.19.933,GuessTheSound,2020.2.10,MacIntel,60,,
,,,,pouring soda,0,20,20,49,1,Initial/Repeat/Pour.wav,Repeat,5e968c1e95b8161112136269,001,2021-01-03_23h11.19.933,GuessTheSound,2020.2.10,MacIntel,60,,
,,,,wind,0,21,21,79,1,Test/Foils/Wind_B.wav,New,5e968c1e95b8161112136269,001,2021-01-03_23h11.19.933,GuessTheSound,2020.2.10,MacIntel,60,,
,,,,striking a match,0,22,22,61,1,Test/Foils/Axe.wav,New,5e968c1e95b8161112136269,001,2021-01-03_23h11.19.933,GuessTheSound,2020.2.10,MacIntel,60,,
,,,,trumpet tune,0,23,23,58,1,Initial/Repeat/Trumpet_B.wav,Repeat,5e968c1e95b8161112136269,001,2021-01-03_23h11.19.933,GuessTheSound,2020.2.10,MacIntel,60,,
,,,,christmas bells,0,24,24,37,1,Initial/NoRepeat/Sleighbells_B.wav,NoRepeat,5e968c1e95b8161112136269,001,2021-01-03_23h11.19.933,GuessTheSound,2020.2.10,MacIntel,60,,
,,,,printer,0,25,25,54,1,Initial/Repeat/Printer.wav,Repeat,5e968c1e95b8161112136269,001,2021-01-03_23h11.19.933,GuessTheSound,2020.2.10,MacIntel,60,,
,,,,dropping a cymbal,0,26,26,51,1,Initial/Repeat/MetalBang.wav,Repeat,5e968c1e95b8161112136269,001,2021-01-03_23h11.19.933,GuessTheSound,2020.2.10,MacIntel,60,,
,,,,donkey,0,27,27,68,1,Test/Foils/Donkey.wav,New,5e968c1e95b8161112136269,001,2021-01-03_23h11.19.933,GuessTheSound,2020.2.10,MacIntel,60,,
