VolumeContinueKey.keys,VolumeContinueKey.rt,HeadphoneContinueKey.keys,HeadphoneContinueKey.rt,CheckResp.keys,CheckResp.corr,CheckResp.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,File,Correct,participant,session,date,expName,psychopyVersion,OS,frameRate,ContinueResp.keys,ContinueResp.rt,Wel2ContinueKey.keys,Wel2ContinueKey.rt,WelcomeContinueKey2.keys,WelcomeContinueKey2.rt,Practice_resp.keys,Practice_resp.corr,Practice_resp.rt,PracticeTrials.thisRepN,PracticeTrials.thisTrialN,PracticeTrials.thisN,PracticeTrials.thisIndex,PracticeTrials.ran,SoundFiles3,StartTast.keys,StartTast.rt,MSTResp.keys,MSTResp.corr,MSTResp.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,ExitKey.keys,ExitKey.rt
,,,,,,,,,,,,,3,5ecabe5010d2c3623cb2dedd,001,2021-01-24_16h03.01.214,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,Initial/Repeat/Pour.wav,,,3,1,0.79821,0,12,12,12,1,,
,,,,,,,,,,,,,3,5ecabe5010d2c3623cb2dedd,001,2021-01-24_16h03.01.214,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,Initial/Doubled/HairDryer_A.wav,,,3,1,0.667585,0,13,13,13,1,,
,,,,,,,,,,,,,1,5ecabe5010d2c3623cb2dedd,001,2021-01-24_16h03.01.214,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,Initial/Doubled/Cuckoo_A.wav,,,1,1,1.53152,0,14,14,14,1,,
,,,,,,,,,,,,,3,5ecabe5010d2c3623cb2dedd,001,2021-01-24_16h03.01.214,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,Initial/Doubled/Chime_A.wav,,,3,1,0.91938,0,15,15,15,1,,
,,,,,,,,,,,,,3,5ecabe5010d2c3623cb2dedd,001,2021-01-24_16h03.01.214,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,Initial/NoRepeat/Fireworks.wav,,,3,1,0.366215,0,16,16,16,1,,
,,,,,,,,,,,,,2,5ecabe5010d2c3623cb2dedd,001,2021-01-24_16h03.01.214,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,Baby_A.wav,,,2,1,1.300015,0,17,17,17,1,,
,,,,,,,,,,,,,3,5ecabe5010d2c3623cb2dedd,001,2021-01-24_16h03.01.214,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,Test/Foils/DialTone.wav,,,3,1,0.367265,0,18,18,18,1,,
,,,,,,,,,,,,,2,5ecabe5010d2c3623cb2dedd,001,2021-01-24_16h03.01.214,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,Siren_B.wav,,,3,0,0.333315,0,19,19,19,1,,
,,,,,,,,,,,,,3,5ecabe5010d2c3623cb2dedd,001,2021-01-24_16h03.01.214,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,Initial/Repeat/Sneeze_B.wav,,,3,1,0.315455,0,20,20,20,1,,
,,,,,,,,,,,,,2,5ecabe5010d2c3623cb2dedd,001,2021-01-24_16h03.01.214,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,Bird_C.wav,,,2,1,0.46972,0,21,21,21,1,,
,,,,,,,,,,,,,2,5ecabe5010d2c3623cb2dedd,001,2021-01-24_16h03.01.214,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,Pour_D.wav,,,3,0,1.584995,0,22,22,22,1,,
,,,,,,,,,,,,,3,5ecabe5010d2c3623cb2dedd,001,2021-01-24_16h03.01.214,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,Test/Foils/Camera.wav,,,3,1,0.78142,0,23,23,23,1,,
,,,,,,,,,,,,,1,5ecabe5010d2c3623cb2dedd,001,2021-01-24_16h03.01.214,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,Initial/Doubled/Writing_A.wav,,,1,1,0.96753,0,24,24,24,1,,
,,,,,,,,,,,,,1,5ecabe5010d2c3623cb2dedd,001,2021-01-24_16h03.01.214,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,Test/Foils/Typing.wav,,,1,1,0.903475,0,25,25,25,1,,
,,,,,,,,,,,,,3,5ecabe5010d2c3623cb2dedd,001,2021-01-24_16h03.01.214,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,Initial/NoRepeat/Snore_B.wav,,,3,1,0.33388,0,26,26,26,1,,
,,,,,,,,,,,,,2,5ecabe5010d2c3623cb2dedd,001,2021-01-24_16h03.01.214,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,Baby_C.wav,,,3,0,3.73134,0,27,27,27,1,,
,,,,,,,,,,,,,2,5ecabe5010d2c3623cb2dedd,001,2021-01-24_16h03.01.214,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,Siren_C.wav,,,2,1,0.415185,0,28,28,28,1,,
,,,,,,,,,,,,,1,5ecabe5010d2c3623cb2dedd,001,2021-01-24_16h03.01.214,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,Initial/Doubled/Chime_A.wav,,,1,1,0.34738,0,29,29,29,1,,
,,,,,,,,,,,,,2,5ecabe5010d2c3623cb2dedd,001,2021-01-24_16h03.01.214,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,Piano_C.wav,,,2,1,2.065065,0,30,30,30,1,,
,,,,,,,,,,,,,1,5ecabe5010d2c3623cb2dedd,001,2021-01-24_16h03.01.214,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,Initial/NoRepeat/Fireworks.wav,,,2,0,1.98695,0,31,31,31,1,,
,,,,,,,,,,,,,2,5ecabe5010d2c3623cb2dedd,001,2021-01-24_16h03.01.214,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,Pour_C.wav,,,1,0,0.383605,0,32,32,32,1,,
,,,,,,,,,,,,,2,5ecabe5010d2c3623cb2dedd,001,2021-01-24_16h03.01.214,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,Bird_D.wav,,,3,0,3.519955,0,33,33,33,1,,
,,,,,,,,,,,,,3,5ecabe5010d2c3623cb2dedd,001,2021-01-24_16h03.01.214,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,Initial/Repeat/Airplane_B.wav,,,3,1,0.28872,0,34,34,34,1,,
,,,,,,,,,,,,,3,5ecabe5010d2c3623cb2dedd,001,2021-01-24_16h03.01.214,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,Initial/Repeat/Buzz.wav,,,3,1,0.31675,0,35,35,35,1,,
,,,,,,,,,,,,,3,5ecabe5010d2c3623cb2dedd,001,2021-01-24_16h03.01.214,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,Test/Foils/Donkey.wav,,,3,1,0.44983,0,36,36,36,1,,
,,,,,,,,,,,,,1,5ecabe5010d2c3623cb2dedd,001,2021-01-24_16h03.01.214,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,Initial/Doubled/Cuckoo_A.wav,,,1,1,0.2988,0,37,37,37,1,,
,,,,,,,,,,,,,3,5ecabe5010d2c3623cb2dedd,001,2021-01-24_16h03.01.214,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,Initial/Doubled/Chicken_A.wav,,,3,1,0.45189,0,38,38,38,1,,
,,,,,,,,,,,,,3,5ecabe5010d2c3623cb2dedd,001,2021-01-24_16h03.01.214,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,Initial/Doubled/Laugh_A.wav,,,3,1,0.299695,0,39,39,39,1,,
,,,,,,,,,,,,,1,5ecabe5010d2c3623cb2dedd,001,2021-01-24_16h03.01.214,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,Test/Foils/Typing.wav,,,1,1,0.73417,0,40,40,40,1,,
,,,,,,,,,,,,,3,5ecabe5010d2c3623cb2dedd,001,2021-01-24_16h03.01.214,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,Initial/Doubled/Cough_A.wav,,,3,1,1.671135,0,41,41,41,1,,
,,,,,,,,,,,,,3,5ecabe5010d2c3623cb2dedd,001,2021-01-24_16h03.01.214,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,Initial/Doubled/Clap_A.wav,,,3,1,2.21838,0,42,42,42,1,,
,,,,,,,,,,,,,1,5ecabe5010d2c3623cb2dedd,001,2021-01-24_16h03.01.214,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,Initial/Doubled/Writing_A.wav,,,1,1,1.369965,0,43,43,43,1,,
,,,,,,,,,,,,,3,5ecabe5010d2c3623cb2dedd,001,2021-01-24_16h03.01.214,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,Initial/Doubled/Chomp_A.wav,,,3,1,0.55377,0,44,44,44,1,,
,,,,,,,,,,,,,3,5ecabe5010d2c3623cb2dedd,001,2021-01-24_16h03.01.214,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,Initial/Doubled/CarStart_A.wav,,,3,1,0.6334,0,45,45,45,1,,
,,,,,,,,,,,,,1,5ecabe5010d2c3623cb2dedd,001,2021-01-24_16h03.01.214,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,Initial/NoRepeat/Fireworks.wav,,,1,1,0.433925,0,46,46,46,1,,
,,,,,,,,,,,,,3,5ecabe5010d2c3623cb2dedd,001,2021-01-24_16h03.01.214,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,Initial/NoRepeat/Toilet_B.wav,,,3,1,0.317415,0,47,47,47,1,,
,,,,,,,,,,,,,3,5ecabe5010d2c3623cb2dedd,001,2021-01-24_16h03.01.214,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,Initial/Repeat/Bagpipe.wav,,,3,1,0.28636,0,48,48,48,1,,
,,,,,,,,,,,,,3,5ecabe5010d2c3623cb2dedd,001,2021-01-24_16h03.01.214,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,Initial/NoRepeat/Helicopter_A.wav,,,3,1,0.36628,0,49,49,49,1,,
,,,,,,,,,,,,,3,5ecabe5010d2c3623cb2dedd,001,2021-01-24_16h03.01.214,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,Initial/Doubled/Dog_A.wav,,,3,1,0.75062,0,50,50,50,1,,
,,,,,,,,,,,,,3,5ecabe5010d2c3623cb2dedd,001,2021-01-24_16h03.01.214,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,Test/Foils/Wind_B.wav,,,3,1,0.302515,0,51,51,51,1,,
,,,,,,,,,,,,,1,5ecabe5010d2c3623cb2dedd,001,2021-01-24_16h03.01.214,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,Initial/Doubled/Chime_A.wav,,,1,1,0.437055,0,52,52,52,1,,
,,,,,,,,,,,,,2,5ecabe5010d2c3623cb2dedd,001,2021-01-24_16h03.01.214,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,Laugh_C.wav,,,3,0,3.018795,0,53,53,53,1,,
,,,,,,,,,,,,,2,5ecabe5010d2c3623cb2dedd,001,2021-01-24_16h03.01.214,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,Cough_D.wav,,,2,1,0.684045,0,54,54,54,1,,
,,,,,,,,,,,,,1,5ecabe5010d2c3623cb2dedd,001,2021-01-24_16h03.01.214,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,Initial/Repeat/Buzz.wav,,,1,1,0.31601,0,55,55,55,1,,
,,,,,,,,,,,,,3,5ecabe5010d2c3623cb2dedd,001,2021-01-24_16h03.01.214,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,Initial/Repeat/IceDrop.wav,,,3,1,0.33352,0,56,56,56,1,,
,,,,,,,,,,,,,1,5ecabe5010d2c3623cb2dedd,001,2021-01-24_16h03.01.214,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,Initial/NoRepeat/Toilet_B.wav,,,1,1,0.319315,0,57,57,57,1,,
,,,,,,,,,,,,,2,5ecabe5010d2c3623cb2dedd,001,2021-01-24_16h03.01.214,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,CarStart_D.wav,,,2,1,0.300155,0,58,58,58,1,,
,,,,,,,,,,,,,2,5ecabe5010d2c3623cb2dedd,001,2021-01-24_16h03.01.214,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,Chomp_B.wav,,,2,1,0.619865,0,59,59,59,1,,
,,,,,,,,,,,,,1,5ecabe5010d2c3623cb2dedd,001,2021-01-24_16h03.01.214,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,Initial/Doubled/Clap_A.wav,,,3,0,0.28388,0,60,60,60,1,,
,,,,,,,,,,,,,3,5ecabe5010d2c3623cb2dedd,001,2021-01-24_16h03.01.214,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,Initial/Doubled/Bubbles_A.wav,,,3,1,0.33424,0,61,61,61,1,,
,,,,,,,,,,,,,2,5ecabe5010d2c3623cb2dedd,001,2021-01-24_16h03.01.214,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,Dog_C.wav,,,2,1,0.28502,0,62,62,62,1,,
,,,,,,,,,,,,,2,5ecabe5010d2c3623cb2dedd,001,2021-01-24_16h03.01.214,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,Laugh_D.wav,,,1,0,0.350195,0,63,63,63,1,,
,,,,,,,,,,,,,1,5ecabe5010d2c3623cb2dedd,001,2021-01-24_16h03.01.214,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,Initial/NoRepeat/Helicopter_A.wav,,,1,1,0.36698,0,64,64,64,1,,
,,,,,,,,,,,,,2,5ecabe5010d2c3623cb2dedd,001,2021-01-24_16h03.01.214,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,Cough_C.wav,,,2,1,0.967175,0,65,65,65,1,,
,,,,,,,,,,,,,3,5ecabe5010d2c3623cb2dedd,001,2021-01-24_16h03.01.214,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,Initial/Repeat/PaperRip.wav,,,3,1,0.383675,0,66,66,66,1,,
,,,,,,,,,,,,,1,5ecabe5010d2c3623cb2dedd,001,2021-01-24_16h03.01.214,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,Test/Foils/Wind_B.wav,,,3,0,0.30331,0,67,67,67,1,,
,,,,,,,,,,,,,2,5ecabe5010d2c3623cb2dedd,001,2021-01-24_16h03.01.214,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,CarStart_B.wav,,,2,1,0.31562,0,68,68,68,1,,
,,,,,,,,,,,,,2,5ecabe5010d2c3623cb2dedd,001,2021-01-24_16h03.01.214,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,Chomp_C.wav,,,2,1,0.29893,0,69,69,69,1,,
,,,,,,,,,,,,,3,5ecabe5010d2c3623cb2dedd,001,2021-01-24_16h03.01.214,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,ManWhistle_C.wav,,,3,1,0.26679,0,70,70,70,1,,
,,,,,,,,,,,,,1,5ecabe5010d2c3623cb2dedd,001,2021-01-24_16h03.01.214,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,Initial/Repeat/Buzz.wav,,,1,1,0.30242,0,71,71,71,1,,
,,,,,,,,,,,,,3,5ecabe5010d2c3623cb2dedd,001,2021-01-24_16h03.01.214,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,Initial/NoRepeat/Droplet_B.wav,,,3,1,0.31678,0,72,72,72,1,,
,,,,,,,,,,,,,3,5ecabe5010d2c3623cb2dedd,001,2021-01-24_16h03.01.214,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,Test/Lures/Guitar_B.wav,,,3,1,0.26435,0,73,73,73,1,,
,,,,,,,,,,,,,1,5ecabe5010d2c3623cb2dedd,001,2021-01-24_16h03.01.214,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,Initial/NoRepeat/Toilet_B.wav,,,1,1,0.30124,0,74,74,74,1,,
,,,,,,,,,,,,,2,5ecabe5010d2c3623cb2dedd,001,2021-01-24_16h03.01.214,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,Dog_D.wav,,,2,1,2.70206,0,75,75,75,1,,
,,,,,,,,,,,,,1,5ecabe5010d2c3623cb2dedd,001,2021-01-24_16h03.01.214,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,Initial/Doubled/Clap_A.wav,,,1,1,0.98327,0,76,76,76,1,,
,,,,,,,,,,,,,1,5ecabe5010d2c3623cb2dedd,001,2021-01-24_16h03.01.214,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,Initial/Repeat/PaperRip.wav,,,1,1,0.384115,0,77,77,77,1,,
,,,,,,,,,,,,,1,5ecabe5010d2c3623cb2dedd,001,2021-01-24_16h03.01.214,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,Test/Foils/Wind_B.wav,,,1,1,0.286195,0,78,78,78,1,,
,,,,,,,,,,,,,1,5ecabe5010d2c3623cb2dedd,001,2021-01-24_16h03.01.214,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,Initial/NoRepeat/Helicopter_A.wav,,,1,1,0.3339,0,79,79,79,1,,
,,,,,,,,,,,,,3,5ecabe5010d2c3623cb2dedd,001,2021-01-24_16h03.01.214,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,Initial/NoRepeat/Goat_B.wav,,,3,1,0.333425,0,80,80,80,1,,
,,,,,,,,,,,,,2,5ecabe5010d2c3623cb2dedd,001,2021-01-24_16h03.01.214,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,Initial/Repeat/ManWhistle.wav,,,3,0,0.370145,0,81,81,81,1,,
,,,,,,,,,,,,,3,5ecabe5010d2c3623cb2dedd,001,2021-01-24_16h03.01.214,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,Test/Foils/Bullfrog.wav,,,3,1,0.364945,0,82,82,82,1,,
,,,,,,,,,,,,,3,5ecabe5010d2c3623cb2dedd,001,2021-01-24_16h03.01.214,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,Initial/NoRepeat/Thunder_A.wav,,,3,1,0.36884,0,83,83,83,1,,
,,,,,,,,,,,,,3,5ecabe5010d2c3623cb2dedd,001,2021-01-24_16h03.01.214,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,Initial/NoRepeat/Faucet_A.wav,,,3,1,0.485875,0,84,84,84,1,,
,,,,,,,,,,,,,3,5ecabe5010d2c3623cb2dedd,001,2021-01-24_16h03.01.214,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,Initial/Repeat/Phone_A.wav,,,3,1,0.41686,0,85,85,85,1,,
,,,,,,,,,,,,,1,5ecabe5010d2c3623cb2dedd,001,2021-01-24_16h03.01.214,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,Initial/Repeat/PaperRip.wav,,,1,1,0.600035,0,86,86,86,1,,
,,,,,,,,,,,,,3,5ecabe5010d2c3623cb2dedd,001,2021-01-24_16h03.01.214,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,Initial/Doubled/Growl_A.wav,,,3,1,0.36453,0,87,87,87,1,,
,,,,,,,,,,,,,3,5ecabe5010d2c3623cb2dedd,001,2021-01-24_16h03.01.214,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,Initial/Repeat/Howl.wav,,,3,1,0.236,0,88,88,88,1,,
,,,,,,,,,,,,,3,5ecabe5010d2c3623cb2dedd,001,2021-01-24_16h03.01.214,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,Initial/Repeat/Whistle_A.wav,,,3,1,0.56457,0,89,89,89,1,,
,,,,,,,,,,,,,2,5ecabe5010d2c3623cb2dedd,001,2021-01-24_16h03.01.214,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,Goat_A.wav,,,2,1,0.816875,0,90,90,90,1,,
