PracticeTrials.thisRepN,PracticeTrials.thisTrialN,PracticeTrials.thisN,PracticeTrials.thisIndex,SoundFiles3,Correct,InstructionTxt.started,InstructionTxt.stopped,WelcomContinue.started,WelcomContinue.stopped,VolumeBeginTxt.started,VolumeBeginTxt.stopped,VolumeContinueKey.keys,VolumeContinueKey.rt,VolumeContinueKey.started,VolumeContinueKey.stopped,text.started,text.stopped,Music.started,Music.stopped,AdjustContinue.started,AdjustContinue.stopped,HeadphoneCheckBeing.started,HeadphoneCheckBeing.stopped,HeadphoneContinue.started,HeadphoneContinue.stopped,HeadphoneContinueKey.keys,HeadphoneContinueKey.rt,HeadphoneContinueKey.started,HeadphoneContinueKey.stopped,WelcomeTxt1.started,WelcomeTxt1.stopped,ContinueKey1.started,ContinueKey1.stopped,ContinueResp.keys,ContinueResp.rt,ContinueResp.started,ContinueResp.stopped,Welcome2Txt.started,Welcome2Txt.stopped,Wel2ContinueKey.keys,Wel2ContinueKey.rt,Wel2ContinueKey.started,Wel2ContinueKey.stopped,Continue2.started,Continue2.stopped,InstructionTxt2.started,InstructionTxt2.stopped,WelcomeContinue2.started,WelcomeContinue2.stopped,WelcomeContinueKey2.keys,WelcomeContinueKey2.rt,WelcomeContinueKey2.started,WelcomeContinueKey2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,15.768079099943861,None,15.768079099943861,None,16.193907400011085,None,space,0.5260695000179112,16.193907400011085,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jan_22_2035,GuessTheSound,2020.2.10,60.09478152553167,
,,,,,,,,,,,,,,,,16.822760900016874,None,16.810892599925864,None,16.822760900016874,None,18.510585099924356,None,18.510585099924356,None,space,0.7432971999514848,18.510585099924356,None,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jan_22_2035,GuessTheSound,2020.2.10,60.09478152553167,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.27699079993181,None,19.27699079993181,None,space,0.46343709994107485,19.27699079993181,None,,,,,,,,,,,,,,,,,,001,2021_Jan_22_2035,GuessTheSound,2020.2.10,60.09478152553167,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.771546099917032,None,space,0.3538942000595853,19.771546099917032,None,,,,,,,,,,,,001,2021_Jan_22_2035,GuessTheSound,2020.2.10,60.09478152553167,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.771546099917032,None,20.143612299929373,None,20.143612299929373,None,space,0.5087173000210896,20.143612299929373,None,,001,2021_Jan_22_2035,GuessTheSound,2020.2.10,60.09478152553167,
