VolumeContinueKey.keys,VolumeContinueKey.rt,HeadphoneContinueKey.keys,HeadphoneContinueKey.rt,CheckResp.keys,CheckResp.corr,CheckResp.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,File,Correct,participant,session,date,expName,psychopyVersion,OS,frameRate,ContinueResp.keys,ContinueResp.rt,Wel2ContinueKey.keys,Wel2ContinueKey.rt,WelcomeContinueKey2.keys,WelcomeContinueKey2.rt,Practice_resp.keys,Practice_resp.corr,Practice_resp.rt,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,SoundFile,Correct2,Type,Trial,StartTast.keys,StartTast.rt,MSTResp.keys,MSTResp.corr,MSTResp.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,ExitKey.keys,ExitKey.rt
,,,,,,,,,,,,,2,5ffdddf6e8c3f83879f47ff8,001,2021-03-03_00h24.23.978,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,Dog_E.wav,3,NEW,C,,,3,1,0.366595,0,45,45,45,1,,
,,,,,,,,,,,,,1,5ffdddf6e8c3f83879f47ff8,001,2021-03-03_00h24.23.978,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,Test/Foils/Camera.wav,1,OLD,C,,,2,0,1.88606,0,46,46,46,1,,
,,,,,,,,,,,,,2,5ffdddf6e8c3f83879f47ff8,001,2021-03-03_00h24.23.978,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,Laugh_F.wav,2,SIMILAR,C,,,2,1,0.45903,0,47,47,47,1,,
,,,,,,,,,,,,,2,5ffdddf6e8c3f83879f47ff8,001,2021-03-03_00h24.23.978,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,Initial/Repeat/Sneeze_B.wav,3,NEW,C,,,3,1,0.917895,0,48,48,48,1,,
,,,,,,,,,,,,,1,5ffdddf6e8c3f83879f47ff8,001,2021-03-03_00h24.23.978,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,Initial/NoRepeat/Cow.wav,1,OLD,C,,,2,0,0.70201,0,49,49,49,1,,
,,,,,,,,,,,,,2,5ffdddf6e8c3f83879f47ff8,001,2021-03-03_00h24.23.978,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,Test/Foils/Donkey.wav,3,NEW,C,,,2,0,0.426035,0,50,50,50,1,,
,,,,,,,,,,,,,2,5ffdddf6e8c3f83879f47ff8,001,2021-03-03_00h24.23.978,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,Coin_E.wav,2,SIMILAR,C,,,2,1,0.640435,0,51,51,51,1,,
,,,,,,,,,,,,,2,5ffdddf6e8c3f83879f47ff8,001,2021-03-03_00h24.23.978,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,Initial/Repeat/Buzz.wav,3,NEW,C,,,1,0,0.30206,0,52,52,52,1,,
,,,,,,,,,,,,,1,5ffdddf6e8c3f83879f47ff8,001,2021-03-03_00h24.23.978,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,Piano_D.wav,1,OLD,C,,,1,1,0.28138,0,53,53,53,1,,
,,,,,,,,,,,,,2,5ffdddf6e8c3f83879f47ff8,001,2021-03-03_00h24.23.978,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,Initial/NoRepeat/Hammer_A.wav,3,NEW,C,,,3,1,0.24972,0,54,54,54,1,,
,,,,,,,,,,,,,1,5ffdddf6e8c3f83879f47ff8,001,2021-03-03_00h24.23.978,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,Test/Foils/Airhorn.wav,1,OLD,C,,,1,1,0.251075,0,55,55,55,1,,
,,,,,,,,,,,,,2,5ffdddf6e8c3f83879f47ff8,001,2021-03-03_00h24.23.978,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,Whistle_C.wav,2,SIMILAR,C,,,3,0,0.426295,0,56,56,56,1,,
,,,,,,,,,,,,,2,5ffdddf6e8c3f83879f47ff8,001,2021-03-03_00h24.23.978,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,Faucet_D.wav,3,NEW,C,,,3,1,0.766705,0,57,57,57,1,,
,,,,,,,,,,,,,2,5ffdddf6e8c3f83879f47ff8,001,2021-03-03_00h24.23.978,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,Pour_C.wav,2,SIMILAR,C,,,2,1,0.434735,0,58,58,58,1,,
,,,,,,,,,,,,,2,5ffdddf6e8c3f83879f47ff8,001,2021-03-03_00h24.23.978,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,Crow_B.wav,3,NEW,C,,,2,0,2.058035,0,59,59,59,1,,
,,,,,,,,,,,,,2,5ffdddf6e8c3f83879f47ff8,001,2021-03-03_00h24.23.978,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,Initial/Repeat/Trumpet_B.wav,3,NEW,C,,,3,1,0.325815,0,60,60,60,1,,
,,,,,,,,,,,,,1,5ffdddf6e8c3f83879f47ff8,001,2021-03-03_00h24.23.978,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,Test/Foils/Bullfrog.wav,1,OLD,C,,,1,1,0.402765,0,61,61,61,1,,
,,,,,,,,,,,,,1,5ffdddf6e8c3f83879f47ff8,001,2021-03-03_00h24.23.978,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,Initial/NoRepeat/Helicopter_A.wav,1,OLD,C,,,1,1,0.435005,0,62,62,62,1,,
,,,,,,,,,,,,,2,5ffdddf6e8c3f83879f47ff8,001,2021-03-03_00h24.23.978,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,Elephant_C.wav,3,NEW,C,,,1,0,0.31072,0,63,63,63,1,,
,,,,,,,,,,,,,1,5ffdddf6e8c3f83879f47ff8,001,2021-03-03_00h24.23.978,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,Initial/Repeat/Sneeze_B.wav,1,OLD,C,,,1,1,0.31694,0,64,64,64,1,,
,,,,,,,,,,,,,2,5ffdddf6e8c3f83879f47ff8,001,2021-03-03_00h24.23.978,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,Chime_B.wav,3,NEW,C,,,3,1,0.28388,0,65,65,65,1,,
,,,,,,,,,,,,,2,5ffdddf6e8c3f83879f47ff8,001,2021-03-03_00h24.23.978,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,Phone_D.wav,3,NEW,C,,,3,1,0.419295,0,66,66,66,1,,
,,,,,,,,,,,,,1,5ffdddf6e8c3f83879f47ff8,001,2021-03-03_00h24.23.978,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,Initial/Doubled/HairDryer_A.wav,1,OLD,C,,,1,1,0.451035,0,67,67,67,1,,
,,,,,,,,,,,,,2,5ffdddf6e8c3f83879f47ff8,001,2021-03-03_00h24.23.978,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,Initial/NoRepeat/Puff_A.wav,3,NEW,C,,,3,1,0.274325,0,68,68,68,1,,
,,,,,,,,,,,,,2,5ffdddf6e8c3f83879f47ff8,001,2021-03-03_00h24.23.978,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,Dog_F.wav,2,SIMILAR,C,,,1,0,0.309215,0,69,69,69,1,,
,,,,,,,,,,,,,1,5ffdddf6e8c3f83879f47ff8,001,2021-03-03_00h24.23.978,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,Test/Foils/Donkey.wav,1,OLD,C,,,1,1,0.283715,0,70,70,70,1,,
,,,,,,,,,,,,,2,5ffdddf6e8c3f83879f47ff8,001,2021-03-03_00h24.23.978,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,Initial/NoRepeat/Toilet_B.wav,3,NEW,C,,,3,1,0.45032,0,71,71,71,1,,
,,,,,,,,,,,,,2,5ffdddf6e8c3f83879f47ff8,001,2021-03-03_00h24.23.978,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,Initial/Doubled/Writing_A.wav,3,NEW,C,,,3,1,0.56704,0,72,72,72,1,,
,,,,,,,,,,,,,2,5ffdddf6e8c3f83879f47ff8,001,2021-03-03_00h24.23.978,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,Initial/Repeat/Cello.wav,3,NEW,C,,,3,1,0.051805,0,73,73,73,1,,
,,,,,,,,,,,,,2,5ffdddf6e8c3f83879f47ff8,001,2021-03-03_00h24.23.978,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,Crow_A.wav,2,SIMILAR,C,,,2,1,1.47017,0,74,74,74,1,,
,,,,,,,,,,,,,1,5ffdddf6e8c3f83879f47ff8,001,2021-03-03_00h24.23.978,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,Initial/NoRepeat/Hammer_A.wav,1,OLD,C,,,3,0,0.340915,0,75,75,75,1,,
,,,,,,,,,,,,,2,5ffdddf6e8c3f83879f47ff8,001,2021-03-03_00h24.23.978,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,Initial/Doubled/Cuckoo_A.wav,3,NEW,C,,,3,1,0.31756,0,76,76,76,1,,
,,,,,,,,,,,,,1,5ffdddf6e8c3f83879f47ff8,001,2021-03-03_00h24.23.978,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,Initial/Repeat/Buzz.wav,1,OLD,C,,,1,1,0.42649,0,77,77,77,1,,
,,,,,,,,,,,,,2,5ffdddf6e8c3f83879f47ff8,001,2021-03-03_00h24.23.978,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,Siren_E.wav,3,NEW,C,,,3,1,0.28409,0,78,78,78,1,,
,,,,,,,,,,,,,1,5ffdddf6e8c3f83879f47ff8,001,2021-03-03_00h24.23.978,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,Initial/Repeat/Trumpet_B.wav,1,OLD,C,,,1,1,0.350535,0,79,79,79,1,,
,,,,,,,,,,,,,2,5ffdddf6e8c3f83879f47ff8,001,2021-03-03_00h24.23.978,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,Test/Foils/Wind_B.wav,3,NEW,C,,,3,1,0.283945,0,80,80,80,1,,
,,,,,,,,,,,,,2,5ffdddf6e8c3f83879f47ff8,001,2021-03-03_00h24.23.978,GuessTheSound,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,Initial/Doubled/Cat_A.wav,3,NEW,C,,,3,1,0.28417,0,81,81,81,1,,
