WelcomeContinueKey2.keys,WelcomeContinueKey2.rt,VolumeContinueKey.keys,VolumeContinueKey.rt,ResponseBox.text,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,SoundFiles,Type,participant,session,date,expName,psychopyVersion,OS,frameRate,ExitKey.keys,ExitKey.rt
space,3.748185,space,2.32422,car crash,0,0,0,73,1,Test/Foils/Kettle.wav,New,5e793ab51aff8103623757be,001,2021-01-05_15h19.13.292,GuessTheSound,2020.2.10,MacIntel,60,,
,,,,,0,1,1,51,1,Initial/Repeat/MetalBang.wav,Repeat,5e793ab51aff8103623757be,001,2021-01-05_15h19.13.292,GuessTheSound,2020.2.10,MacIntel,60,,
,,,,horse,0,2,2,72,1,Test/Foils/Horse.wav,New,5e793ab51aff8103623757be,001,2021-01-05_15h19.13.292,GuessTheSound,2020.2.10,MacIntel,60,,
,,,,helicopter,0,3,3,40,1,Initial/Repeat/Airplane_B.wav,Repeat,5e793ab51aff8103623757be,001,2021-01-05_15h19.13.292,GuessTheSound,2020.2.10,MacIntel,60,,
,,,,cylinder,0,4,4,45,1,Initial/Repeat/Cymbal_A.wav,Repeat,5e793ab51aff8103623757be,001,2021-01-05_15h19.13.292,GuessTheSound,2020.2.10,MacIntel,60,,
,,,,mosquito,0,5,5,32,1,Initial/NoRepeat/Mosquito_B.wav,NoRepeat,5e793ab51aff8103623757be,001,2021-01-05_15h19.13.292,GuessTheSound,2020.2.10,MacIntel,60,,
,,,,phone ringing,0,6,6,52,1,Initial/Repeat/Phone_A.wav,Repeat,5e793ab51aff8103623757be,001,2021-01-05_15h19.13.292,GuessTheSound,2020.2.10,MacIntel,60,,
,,,,toilet flushing,0,7,7,23,1,Initial/NoRepeat/Toilet_B.wav,NoRepeat,5e793ab51aff8103623757be,001,2021-01-05_15h19.13.292,GuessTheSound,2020.2.10,MacIntel,60,,
,,,,scratching,0,8,8,64,1,Test/Foils/Brushing.wav,New,5e793ab51aff8103623757be,001,2021-01-05_15h19.13.292,GuessTheSound,2020.2.10,MacIntel,60,,
,,,,galloping,0,9,9,69,1,Test/Foils/Gallop.wav,New,5e793ab51aff8103623757be,001,2021-01-05_15h19.13.292,GuessTheSound,2020.2.10,MacIntel,60,,
,,,,engine starting,0,10,10,81,1,Initial/Doubled/CarStart_A.wav,Extra,5e793ab51aff8103623757be,001,2021-01-05_15h19.13.292,GuessTheSound,2020.2.10,MacIntel,60,,
,,,,wolf howling,0,11,11,48,1,Initial/Repeat/Howl.wav,Repeat,5e793ab51aff8103623757be,001,2021-01-05_15h19.13.292,GuessTheSound,2020.2.10,MacIntel,60,,
,,,,,0,12,12,15,1,Initial/Doubled/Laugh_A.wav,Doubled,5e793ab51aff8103623757be,001,2021-01-05_15h19.13.292,GuessTheSound,2020.2.10,MacIntel,60,,
,,,,church bell,0,13,13,2,1,Initial/Doubled/Chime_A.wav,Doubled,5e793ab51aff8103623757be,001,2021-01-05_15h19.13.292,GuessTheSound,2020.2.10,MacIntel,60,,
,,,,goat,0,14,14,30,1,Initial/NoRepeat/Goat_B.wav,NoRepeat,5e793ab51aff8103623757be,001,2021-01-05_15h19.13.292,GuessTheSound,2020.2.10,MacIntel,60,,
,,,,helicopter,0,15,15,93,1,Initial/NoRepeat/Helicopter_A.wav,Extra,5e793ab51aff8103623757be,001,2021-01-05_15h19.13.292,GuessTheSound,2020.2.10,MacIntel,60,,
,,,,camera clicking,0,16,16,80,1,Test/Foils/Camera.wav,Extra,5e793ab51aff8103623757be,001,2021-01-05_15h19.13.292,GuessTheSound,2020.2.10,MacIntel,60,,
,,,,bird gawking,0,17,17,87,1,Initial/Repeat/Crow_B.wav,Extra,5e793ab51aff8103623757be,001,2021-01-05_15h19.13.292,GuessTheSound,2020.2.10,MacIntel,60,,
,,,,faucet,0,18,18,27,1,Initial/NoRepeat/Faucet_A.wav,NoRepeat,5e793ab51aff8103623757be,001,2021-01-05_15h19.13.292,GuessTheSound,2020.2.10,MacIntel,60,,
,,,,,0,19,19,67,1,Test/Foils/Curtain.wav,New,5e793ab51aff8103623757be,001,2021-01-05_15h19.13.292,GuessTheSound,2020.2.10,MacIntel,60,,
,,,,drums,0,20,20,46,1,Initial/Repeat/Drum_B.wav,Repeat,5e793ab51aff8103623757be,001,2021-01-05_15h19.13.292,GuessTheSound,2020.2.10,MacIntel,60,,
,,,,seal,0,21,21,55,1,Initial/Repeat/Sealion.wav,Repeat,5e793ab51aff8103623757be,001,2021-01-05_15h19.13.292,GuessTheSound,2020.2.10,MacIntel,60,,
,,,,thunder,0,22,22,39,1,Initial/NoRepeat/Thunder_A.wav,NoRepeat,5e793ab51aff8103623757be,001,2021-01-05_15h19.13.292,GuessTheSound,2020.2.10,MacIntel,60,,
,,,,horn,0,23,23,58,1,Initial/Repeat/Trumpet_B.wav,Repeat,5e793ab51aff8103623757be,001,2021-01-05_15h19.13.292,GuessTheSound,2020.2.10,MacIntel,60,,
,,,,owl,0,24,24,16,1,Initial/Doubled/Owl_A.wav,Doubled,5e793ab51aff8103623757be,001,2021-01-05_15h19.13.292,GuessTheSound,2020.2.10,MacIntel,60,,
