SoundFiles3,Correct,Distance,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,InstructionTxt.started,InstructionTxt.stopped,WelcomContinue.started,WelcomContinue.stopped,WelcomeTxt1.started,WelcomeTxt1.stopped,ContinueKey1.started,ContinueKey1.stopped,ContinueResp.keys,ContinueResp.rt,ContinueResp.started,ContinueResp.stopped,InstructionTxt2.started,InstructionTxt2.stopped,WelcomeContinue2.started,WelcomeContinue2.stopped,WelcomeContinueKey2.keys,WelcomeContinueKey2.rt,WelcomeContinueKey2.started,WelcomeContinueKey2.stopped,VolumeBeginTxt.started,VolumeBeginTxt.stopped,VolumeContinue.started,VolumeContinue.stopped,VolumeContinueKey.keys,VolumeContinueKey.rt,VolumeContinueKey.started,VolumeContinueKey.stopped,text.started,text.stopped,Music.started,Music.stopped,AdjustContinue.started,AdjustContinue.stopped,StartTxt.started,StartTxt.stopped,no3.started,no3.stopped,no2.started,no2.stopped,no1.started,no1.stopped,Question.started,Question.stopped,ResponseBox.text,ResponseBox.started,ResponseBox.stopped,SubmitClick.started,SubmitClick.stopped,ClickTheButton.started,ClickTheButton.stopped,SoundItem.started,SoundItem.stopped,ItemNo.started,ItemNo.stopped,Submit.started,Submit.stopped,MSTQuestion.started,MSTQuestion.stopped,MSTResp.keys,MSTResp.rt,MSTResp.started,MSTResp.stopped,ThankyouMssg.started,ThankyouMssg.stopped,CompletionCode.started,CompletionCode.stopped,ExitTxt.started,ExitTxt.stopped,ExitKey.keys,ExitKey.rt,ExitKey.started,ExitKey.stopped,CodeTxt.started,CodeTxt.stopped,participant,session,date,expName,psychopyVersion,frameRate,
Initial/NoRepeat/Toilet_B.wav,3,None,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.38755280012265,None,63.40314369997941,None,64.40174010000192,None,65.44348510005511,None,"

",65.44348510005511,None,0.015492259757593274,None,65.44348510005511,None,65.43518236000091,None,65.44348510005511,None,65.44348510005511,None,71.70591560006142,None,3,1.0084575999062508,71.70591560006142,None,,,,,,,,,,,,,,001,2021_Jan_05_1630,GuessTheSound,2020.2.10,59.79816921394304,
Initial/Doubled/Clap_A.wav,3,None,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.73912600008771,None,73.75296250008978,None,74.75288589997217,None,75.79574970016256,None,"

",75.79574970016256,None,0.008126560132950544,None,75.79574970016256,None,75.78625046019442,None,75.79574970016256,None,75.79574970016256,None,89.04699499998242,None,3,0.7187320999801159,89.04699499998242,None,,,,,,,,,,,,,,001,2021_Jan_05_1630,GuessTheSound,2020.2.10,59.79816921394304,
Initial/Doubled/Siren_A.wav,1,N,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.78744990006089,None,90.8028494999744,None,91.80273140012287,None,92.82995959999971,None,"

",92.82995959999971,None,0.00906574004329741,None,92.82995959999971,None,92.81950984010473,None,92.82995959999971,None,92.82995959999971,None,99.77640640013851,None,1,2.0013971000444144,99.77640640013851,None,,,,,,,,,,,,,,001,2021_Jan_05_1630,GuessTheSound,2020.2.10,59.79816921394304,
Pour_D.wav,2,N,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.83570280019194,None,102.81936369999312,None,103.81931499997154,None,104.85570610011928,None,"

",104.85570610011928,None,0.015560959931463003,None,104.85570610011928,None,104.85270946007222,None,104.85570610011928,None,104.85570610011928,None,107.32664530002512,None,2,0.8228775998577476,107.32664530002512,None,,,,,,,,,,,,,,001,2021_Jan_05_1630,GuessTheSound,2020.2.10,59.79816921394304,
Initial/Doubled/HairDryer_A.wav,3,None,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.19085620017722,None,109.18591080000624,None,110.18603250011802,None,111.21798740001395,None,"

",111.21798740001395,None,0.006025240058079362,None,111.21798740001395,None,111.20242054015398,None,111.21798740001395,None,111.21798740001395,None,112.7623560000211,None,3,5.8099832001607865,112.7623560000211,None,,,,,,,,,,,,,,001,2021_Jan_05_1630,GuessTheSound,2020.2.10,59.79816921394304,
Initial/NoRepeat/Baby_B.wav,1,N,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.60231790016405,None,119.60245630005375,None,120.6024725001771,None,121.62444060016423,None,"

",121.62444060016423,None,0.014199240133166313,None,121.62444060016423,None,121.61900834017433,None,121.62444060016423,None,121.62444060016423,None,124.69853920000605,None,1,0.8572216001339257,124.69853920000605,None,,,,,,,,,,,,,,001,2021_Jan_05_1630,GuessTheSound,2020.2.10,59.79816921394304,
Initial/NoRepeat/Toilet_B.wav,1,N,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.58616519998759,None,126.58571430016309,None,127.58588170004077,None,128.6101812000852,None,"

",128.6101812000852,None,0.014142540050670505,None,128.6101812000852,None,128.60229464014992,None,128.6101812000852,None,128.6101812000852,None,131.5719368001446,None,1,2.4896261000540107,131.5719368001446,None,,,,,,,,,,,,,,001,2021_Jan_05_1630,GuessTheSound,2020.2.10,59.79816921394304,
Piano_D.wav,2,N,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.08824159996584,None,135.10226449999027,None,136.10225170012563,None,137.13405320001766,None,"

",137.13405320001766,None,0.004826540360227227,None,137.13405320001766,None,137.11892384011298,None,137.13405320001766,None,137.13405320001766,None,139.58135560015216,None,2,3.1662332001142204,139.58135560015216,None,,,,,,,,,,,,,,001,2021_Jan_05_1630,GuessTheSound,2020.2.10,59.79816921394304,
Bird_D.wav,2,N,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.7685699001886,None,143.76897000009194,None,144.76888260012493,None,145.79492230014876,None,"

",145.79492230014876,None,0.009400940267369151,None,145.79492230014876,None,145.78545544017106,None,145.79492230014876,None,145.79492230014876,None,147.43126150011085,None,2,1.5652224998921156,147.43126150011085,None,,,,,,,,,,,,,,001,2021_Jan_05_1630,GuessTheSound,2020.2.10,59.79816921394304,
Initial/Repeat/Pour.wav,1,N,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.01967910001986,None,150.0188428000547,None,151.01884000003338,None,152.0423085000366,None,"

",152.0423085000366,None,0.01522453990764916,None,152.0423085000366,None,152.03550594020635,None,152.0423085000366,None,152.0423085000366,None,156.3025114000775,None,2,3.070294399978593,156.3025114000775,None,,,,,,,,,,,,,,001,2021_Jan_05_1630,GuessTheSound,2020.2.10,59.79816921394304,
Initial/Repeat/ManWhistle.wav,3,None,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.40232290001586,None,160.40211280016229,None,161.40222030016594,None,162.43250660016201,None,"

",162.43250660016201,None,0.006854840088635683,None,162.43250660016201,None,162.4186535400804,None,162.43250660016201,None,162.43250660016201,None,164.73631329997443,None,3,1.0609188999515027,164.73631329997443,None,,,,,,,,,,,,,,001,2021_Jan_05_1630,GuessTheSound,2020.2.10,59.79816921394304,
Initial/Doubled/Piano_A.wav,1,N,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.8201878000982,None,166.83544340007938,None,167.83518779999577,None,168.85932700010017,None,"

",168.85932700010017,None,0.01433283998630941,None,168.85932700010017,None,168.85189684014767,None,168.85932700010017,None,168.85932700010017,None,171.22407070011832,None,1,1.1298358000349253,171.22407070011832,None,,,,,,,,,,,,,,001,2021_Jan_05_1630,GuessTheSound,2020.2.10,59.79816921394304,
Footsteps_C.wav,2,N,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.37127730017528,None,173.38518150011078,None,174.3854171000421,None,175.4145359999966,None,"

",175.4145359999966,None,0.0069803399965167046,None,175.4145359999966,None,175.4018164400477,None,175.4145359999966,None,175.4145359999966,None,178.95257750013843,None,1,2.153561799786985,178.95257750013843,None,,,,,,,,,,,,,,001,2021_Jan_05_1630,GuessTheSound,2020.2.10,59.79816921394304,
Initial/NoRepeat/Helicopter_A.wav,1,N,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.13554300018586,None,182.13529210002162,None,183.13514540018514,None,184.16017060005106,None,"

",184.16017060005106,None,0.014652940211817622,None,184.16017060005106,None,184.15174304018728,None,184.16017060005106,None,184.16017060005106,None,186.47232780000195,None,3,1.2008869999554008,186.47232780000195,None,,,,,,,,,,,,,,001,2021_Jan_05_1630,GuessTheSound,2020.2.10,59.79816921394304,
Siren_C.wav,2,N,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.70174430008046,None,188.70174000016414,None,189.7019331001211,None,190.76033630012535,None,"

",190.76033630012535,None,0.011868879897519946,None,190.76033630012535,None,190.75172078004107,None,190.76033630012535,None,190.76033630012535,None,193.03572620009072,None,2,1.8385360001120716,193.03572620009072,None,,,,,,,,,,,,,,001,2021_Jan_05_1630,GuessTheSound,2020.2.10,59.79816921394304,
Initial/Doubled/Clap_A.wav,1,N,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.90161060006358,None,195.90174290002324,None,196.90171630005352,None,197.9255469001364,None,"

",197.9255469001364,None,0.014589139958843589,None,197.9255469001364,None,197.9182807400357,None,197.9255469001364,None,197.9255469001364,None,199.8512588001322,None,1,1.7777785998769104,199.8512588001322,None,,,,,,,,,,,,,,001,2021_Jan_05_1630,GuessTheSound,2020.2.10,59.79816921394304,
Baby_C.wav,2,N,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.65466830017976,None,202.66831029998139,None,203.66823559999466,None,204.70568530005403,None,"

",204.70568530005403,None,0.005578340031206608,None,204.70568530005403,None,204.68495754012838,None,204.70568530005403,None,204.70568530005403,None,207.36785160005093,None,2,3.7868054998107255,207.36785160005093,None,,,,,,,,,,,,,,001,2021_Jan_05_1630,GuessTheSound,2020.2.10,59.79816921394304,
Test/Foils/Bird.wav,1,N,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.18480010004714,None,212.18499480001628,None,213.18480910011567,None,214.20931130019017,None,"

",214.20931130019017,None,0.014145740075036883,None,214.20931130019017,None,214.20150114013813,None,214.20931130019017,None,214.20931130019017,None,217.36802459997125,None,1,0.9128344999626279,217.36802459997125,None,,,,,,,,,,,,,,001,2021_Jan_05_1630,GuessTheSound,2020.2.10,59.79816921394304,
Initial/Doubled/Chomp_A.wav,3,None,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.30456600012258,None,219.31829890003428,None,220.3183635000605,None,221.34796180017292,None,"

",221.34796180017292,None,0.008805239805951715,None,221.34796180017292,None,221.3347809400875,None,221.34796180017292,None,221.34796180017292,None,224.8008442001883,None,3,1.4091040999628603,224.8008442001883,None,,,,,,,,,,,,,,001,2021_Jan_05_1630,GuessTheSound,2020.2.10,59.79816921394304,
Pour_C.wav,2,F,0,26,26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.2346058001276,None,227.23483990016393,None,228.23487700009719,None,229.2743754000403,None,"

",229.2743754000403,None,0.00019184011034667492,None,229.2743754000403,None,229.2513588401489,None,229.2743754000403,None,229.2743754000403,None,234.70577290002257,None,2,0.5730793001130223,234.70577290002257,None,,,,,,,,,,,,,,001,2021_Jan_05_1630,GuessTheSound,2020.2.10,59.79816921394304,
Initial/Doubled/CarStart_A.wav,3,None,0,27,27,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.30232190014794,None,236.3015463000629,None,237.30127000017092,None,238.33432870008983,None,"

",238.33432870008983,None,0.005182339809834957,None,238.33432870008983,None,238.31793744000606,None,238.33432870008983,None,238.33432870008983,None,240.92208610009402,None,3,0.4475099998526275,240.92208610009402,None,,,,,,,,,,,,,,001,2021_Jan_05_1630,GuessTheSound,2020.2.10,59.79816921394304,
Initial/Doubled/Dog_A.wav,3,None,0,28,28,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.40119050000794,None,242.40127709996887,None,243.40142900007777,None,244.42810720019042,None,"

",244.42810720019042,None,0.013277440099045634,None,244.42810720019042,None,244.41795074008405,None,244.42810720019042,None,244.42810720019042,None,247.86124700005166,None,3,0.5336758999619633,247.86124700005166,None,,,,,,,,,,,,,,001,2021_Jan_05_1630,GuessTheSound,2020.2.10,59.79816921394304,
Siren_B.wav,2,F,0,29,29,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248.41991060017608,None,249.43450380000286,None,250.4345754000824,None,251.46676940005273,None,"

",251.46676940005273,None,0.005150140263140202,None,251.46676940005273,None,251.45126314018853,None,251.46676940005273,None,251.46676940005273,None,255.40502230008133,None,2,2.6257325999904424,255.40502230008133,None,,,,,,,,,,,,,,001,2021_Jan_05_1630,GuessTheSound,2020.2.10,59.79816921394304,
Initial/Doubled/Laugh_A.wav,3,None,0,30,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258.0532102000434,None,259.0678828000091,None,260.06774400011636,None,261.104036499979,None,"

",261.104036499979,None,0.004209939623251557,None,261.104036499979,None,261.08442064002156,None,261.104036499979,None,261.104036499979,None,264.5065750000067,None,3,1.110324600012973,264.5065750000067,None,,,,,,,,,,,,,,001,2021_Jan_05_1630,GuessTheSound,2020.2.10,59.79816921394304,
Baby_A.wav,2,F,0,31,31,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265.6341520000715,None,266.63432850013487,None,267.63427000003867,None,268.675335300155,None,"

",268.675335300155,None,0.012611060170456767,None,268.675335300155,None,268.6677321600728,None,268.675335300155,None,268.675335300155,None,271.4049417001661,None,2,1.7430066000670195,271.4049417001661,None,,,,,,,,,,,,,,001,2021_Jan_05_1630,GuessTheSound,2020.2.10,59.79816921394304,
Initial/Doubled/Cough_A.wav,3,None,0,32,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273.17117159999907,None,274.1842354000546,None,275.184297000058,None,276.21148210018873,None,"

",276.21148210018873,None,0.009851740207523108,None,276.21148210018873,None,276.2008303401526,None,276.21148210018873,None,276.21148210018873,None,278.517788000172,None,3,3.241886699805036,278.517788000172,None,,,,,,,,,,,,,,001,2021_Jan_05_1630,GuessTheSound,2020.2.10,59.79816921394304,
Bird_B.wav,2,F,0,33,33,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.78406119998544,None,282.78419140004553,None,283.7840406000614,None,284.81460830010474,None,"

",284.81460830010474,None,0.006633640034124255,None,284.81460830010474,None,284.800787640037,None,284.81460830010474,None,284.81460830010474,None,287.36291020014323,None,2,1.4044586999807507,287.36291020014323,None,,,,,,,,,,,,,,001,2021_Jan_05_1630,GuessTheSound,2020.2.10,59.79816921394304,
Test/Foils/Wind_B.wav,3,None,0,34,34,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.78759280010127,None,289.8007388000842,None,290.80083840014413,None,291.83873790013604,None,"

",291.83873790013604,None,0.014386759838089347,None,291.83873790013604,None,291.83409816003405,None,291.83873790013604,None,291.83873790013604,None,295.2552110000979,None,3,0.8159595998004079,295.2552110000979,None,,,,,,,,,,,,,,001,2021_Jan_05_1630,GuessTheSound,2020.2.10,59.79816921394304,
Initial/NoRepeat/Thunder_A.wav,3,None,0,35,35,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296.1009619999677,None,297.10076240007766,None,298.100804500049,None,299.14099540002644,None,"

",299.14099540002644,None,4.0740007534623146e-05,None,299.14099540002644,None,299.13381966017187,None,299.14099540002644,None,299.14099540002644,None,302.0712846000679,None,3,0.8963593998923898,302.0712846000679,None,,,,,,,,,,,,,,001,2021_Jan_05_1630,GuessTheSound,2020.2.10,59.79816921394304,
Carstart_C.wav,2,N,0,36,36,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302.985899399966,None,304.0008442001417,None,305.00060710008256,None,306.03261240012944,None,"

",306.03261240012944,None,0.007037540199235082,None,306.03261240012944,None,306.0158139402047,None,306.03261240012944,None,306.03261240012944,None,309.0933435000479,None,2,1.0762613001279533,309.0933435000479,None,,,,,,,,,,,,,,001,2021_Jan_05_1630,GuessTheSound,2020.2.10,59.79816921394304,
Piano_C.wav,2,F,0,37,37,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.2008102000691,None,311.200380400056,None,312.2004656000063,None,313.23403340019286,None,"

",313.23403340019286,None,0.004656239878386259,None,313.23403340019286,None,313.217082540039,None,313.23403340019286,None,313.23403340019286,None,316.29210890014656,None,2,0.7452125998679549,316.29210890014656,None,,,,,,,,,,,,,,001,2021_Jan_05_1630,GuessTheSound,2020.2.10,59.79816921394304,
Initial/Doubled/Laugh_A.wav,1,N,0,38,38,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317.06709849997424,None,318.0671771999914,None,319.0669969001319,None,320.0948118001688,None,"

",320.0948118001688,None,0.01390064018778503,None,320.0948118001688,None,320.08386674011126,None,320.0948118001688,None,320.0948118001688,None,324.124240500154,None,2,0.5065562999807298,324.124240500154,None,,,,,,,,,,,,,,001,2021_Jan_05_1630,GuessTheSound,2020.2.10,59.79816921394304,
Initial/NoRepeat/Mosquito_B.wav,3,N,0,39,39,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324.65465520019643,None,325.66713430010714,None,326.66697899997234,None,327.7072706001345,None,"

",327.7072706001345,None,0.01154706021770835,None,327.7072706001345,None,327.700357460184,None,327.7072706001345,None,327.7072706001345,None,330.13642760016955,None,3,1.0410903000738472,330.13642760016955,None,,,,,,,,,,,,,,001,2021_Jan_05_1630,GuessTheSound,2020.2.10,59.79816921394304,
Bird_C.wav,2,F,0,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331.20437010005116,None,332.2171338000335,None,333.2170351999812,None,334.25153750018217,None,"

",334.25153750018217,None,0.0028551400173455477,None,334.25153750018217,None,334.23361974,None,334.25153750018217,None,334.25153750018217,None,336.62854990013875,None,2,1.6261636998970062,336.62854990013875,None,,,,,,,,,,,,,,001,2021_Jan_05_1630,GuessTheSound,2020.2.10,59.79816921394304,
Test/Foils/Slurp.wav,3,N,0,41,41,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338.2835421001073,None,339.2836141001899,None,340.2836243000347,None,341.3206688000355,None,"

",341.3206688000355,None,0.0017092402558773756,None,341.3206688000355,None,341.3003289401531,None,341.3206688000355,None,341.3206688000355,None,343.93615970015526,None,3,0.8233704001177102,343.93615970015526,None,,,,,,,,,,,,,,001,2021_Jan_05_1630,GuessTheSound,2020.2.10,59.79816921394304,
CarStart_B.wav,2,N,0,42,42,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344.7836055001244,None,345.78362480015494,None,346.78353750007227,None,347.81788420001976,None,"

",347.81788420001976,None,0.0023931399919092655,None,347.81788420001976,None,347.8001510400791,None,347.81788420001976,None,347.81788420001976,None,350.5017637000419,None,2,0.5912530000787228,350.5017637000419,None,,,,,,,,,,,,,,001,2021_Jan_05_1630,GuessTheSound,2020.2.10,59.79816921394304,
Initial/Doubled/Dog_A.wav,1,N,0,43,43,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351.117913500173,None,352.13347030011937,None,353.1335707001854,None,354.1546434001066,None,"

",354.1546434001066,None,0.016523840138688684,None,354.1546434001066,None,354.15010514017195,None,354.1546434001066,None,354.1546434001066,None,356.5110951999668,None,2,0.5930911998730153,356.5110951999668,None,,,,,,,,,,,,,,001,2021_Jan_05_1630,GuessTheSound,2020.2.10,59.79816921394304,
Chomp_B.wav,2,N,0,44,44,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357.1335941001307,None,358.13344790018164,None,359.13366429996677,None,360.1816039001569,None,"

",360.1816039001569,None,0.009945760015398264,None,360.1816039001569,None,360.1666678600013,None,360.1816039001569,None,360.1816039001569,None,363.53655610000715,None,2,1.0862804998178035,363.53655610000715,None,,,,,,,,,,,,,,001,2021_Jan_05_1630,GuessTheSound,2020.2.10,59.79816921394304,
Cough_C.wav,2,N,0,45,45,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364.6499630000908,None,365.65010099997744,None,366.6499779999722,None,367.679837099975,None,"

",367.679837099975,None,0.007579240016639233,None,367.679837099975,None,367.6670322401915,None,367.679837099975,None,367.679837099975,None,370.1486277000513,None,2,0.898451599990949,370.1486277000513,None,,,,,,,,,,,,,,001,2021_Jan_05_1630,GuessTheSound,2020.2.10,59.79816921394304,
Footsteps_D.wav,2,F,0,46,46,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371.07004330004565,None,372.0832569000777,None,373.0835730000399,None,374.1147651001811,None,"

",374.1147651001811,None,0.007037339964881539,None,374.1147651001811,None,374.0999485400971,None,374.1147651001811,None,374.1147651001811,None,381.4346313001588,None,2,1.917636200087145,381.4346313001588,None,,,,,,,,,,,,,,001,2021_Jan_05_1630,GuessTheSound,2020.2.10,59.79816921394304,
