SoundFile5,Correct,Correct2,Type,PracticeTrials.thisRepN,PracticeTrials.thisTrialN,PracticeTrials.thisN,PracticeTrials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,InstructionTxt.started,InstructionTxt.stopped,WelcomContinue.started,WelcomContinue.stopped,VolumeBeginTxt.started,VolumeBeginTxt.stopped,VolumeContinueKey.keys,VolumeContinueKey.rt,VolumeContinueKey.started,VolumeContinueKey.stopped,text.started,text.stopped,Music.started,Music.stopped,AdjustContinue.started,AdjustContinue.stopped,HeadphoneCheckBeing.started,HeadphoneCheckBeing.stopped,HeadphoneContinue.started,HeadphoneContinue.stopped,HeadphoneContinueKey.keys,HeadphoneContinueKey.rt,HeadphoneContinueKey.started,HeadphoneContinueKey.stopped,WelcomeTxt1.started,WelcomeTxt1.stopped,ContinueKey1.started,ContinueKey1.stopped,ContinueResp.keys,ContinueResp.rt,ContinueResp.started,ContinueResp.stopped,Welcome2Txt.started,Welcome2Txt.stopped,Wel2ContinueKey.keys,Wel2ContinueKey.rt,Wel2ContinueKey.started,Wel2ContinueKey.stopped,Continue2.started,Continue2.stopped,InstructionTxt2.started,InstructionTxt2.stopped,WelcomeContinue2.started,WelcomeContinue2.stopped,WelcomeContinueKey2.keys,WelcomeContinueKey2.rt,WelcomeContinueKey2.started,WelcomeContinueKey2.stopped,TrialNumber.started,TrialNumber.stopped,PracticeSound.started,PracticeSound.stopped,PracticeCross.started,PracticeCross.stopped,Practice_resp.keys,Practice_resp.corr,Practice_resp.rt,Practice_resp.started,Practice_resp.stopped,PracticeMssg.started,PracticeMssg.stopped,FeedbackCross.started,FeedbackCross.stopped,Continue.started,Continue.stopped,Options.started,Options.stopped,FeedbackMssg.started,FeedbackMssg.stopped,StartTxt.started,StartTxt.stopped,StartTast.keys,StartTast.rt,StartTast.started,StartTast.stopped,ContinueStart.started,ContinueStart.stopped,no_3.started,no_3.stopped,TargetSound.started,TargetSound.stopped,Cross.started,Cross.stopped,ItemNumber.started,ItemNumber.stopped,MSTQuestion.started,MSTQuestion.stopped,MSTResp.keys,MSTResp.corr,MSTResp.rt,MSTResp.started,MSTResp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,8.17844549997244,None,8.17844549997244,None,8.90418429998681,None,space,0.5864606999093667,8.90418429998681,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Feb_19_1733,GuessTheSound,2020.2.10,60.056453062267565,
,,,,,,,,,,,,,,,,,,,,,,9.578373400028795,None,9.57063913999591,None,9.578373400028795,None,10.174593799980357,None,10.174593799980357,None,space,0.8383644000859931,10.174593799980357,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Feb_19_1733,GuessTheSound,2020.2.10,60.056453062267565,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.042296099942178,None,11.042296099942178,None,space,0.48335019999649376,11.042296099942178,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Feb_19_1733,GuessTheSound,2020.2.10,60.056453062267565,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.556863900041208,None,space,8.217351100058295,11.556863900041208,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Feb_19_1733,GuessTheSound,2020.2.10,60.056453062267565,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.556863900041208,None,19.807040799991228,None,19.807040799991228,None,space,0.8985219999449328,19.807040799991228,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Feb_19_1733,GuessTheSound,2020.2.10,60.056453062267565,
Practice/Seagull_A.wav,2,3,NEW,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.890954199945554,None,20.88708670999622,None,20.890954199945554,None,3,1,1.926180199952796,23.3513624999905,None,23.3513624999905,None,23.3513624999905,None,23.3513624999905,None,23.3513624999905,None,25.324103599996306,None,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Feb_19_1733,GuessTheSound,2020.2.10,60.056453062267565,
Practice/Skid_B.wav,2,3,NEW,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.37477300001774,None,26.371999240037983,None,26.37477300001774,None,3,1,2.9494588999077678,28.492261299979873,None,28.492261299979873,None,28.492261299979873,None,28.492261299979873,None,28.492261299979873,None,31.462602799991146,None,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Feb_19_1733,GuessTheSound,2020.2.10,60.056453062267565,
Practice/Seagull_A.wav,1,1,OLD,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.49198419996537,None,32.488570420024914,None,32.49198419996537,None,1,1,0.9944638999877498,34.79201760003343,None,34.79201760003343,None,34.79201760003343,None,34.79201760003343,None,34.79201760003343,None,35.80877240002155,None,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Feb_19_1733,GuessTheSound,2020.2.10,60.056453062267565,
Practice/Gargle_A.wav,2,3,NEW,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.86708749993704,None,36.86911743998062,None,36.86708749993704,None,3,1,0.9136503000045195,39.15927780000493,None,39.15927780000493,None,39.15927780000493,None,39.15927780000493,None,39.15927780000493,None,40.10413240001071,None,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Feb_19_1733,GuessTheSound,2020.2.10,60.056453062267565,
Practice/Gargle_B.wav,2,2,SIMILAR,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.15818210004363,None,41.15318734003231,None,41.15818210004363,None,2,1,1.2200346000026911,43.234217099961825,None,43.234217099961825,None,43.234217099961825,None,43.234217099961825,None,43.234217099961825,None,44.48588419996668,None,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Feb_19_1733,GuessTheSound,2020.2.10,60.056453062267565,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.4871668999549,None,space,5.051422500051558,45.4871668999549,None,,,,,,,,,,,,,,,,,,,001,2021_Feb_19_1733,GuessTheSound,2020.2.10,60.056453062267565,
Initial/NoRepeat/Elephant_A.wav,2,3,NEW,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.4871668999549,None,50.64646840002388,None,52.102540219970976,None,52.10656129999552,None,52.10656129999552,None,55.154486699961126,None,3,1,2.017019800026901,55.154486699961126,None,,001,2021_Feb_19_1733,GuessTheSound,2020.2.10,60.056453062267565,
