VolumeContinueKey.keys,VolumeContinueKey.rt,HeadphoneContinueKey.keys,HeadphoneContinueKey.rt,CheckResp.keys,CheckResp.corr,CheckResp.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,File,Correct,participant,date,expName,psychopyVersion,OS,frameRate,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,WelcomeContinueKey2.keys,WelcomeContinueKey2.rt,Practice_resp.keys,Practice_resp.corr,Practice_resp.rt,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,SoundFile,SoundCorrect,Correct2,SoundType,Trial,StartTast.keys,StartTast.rt,key_resp.keys,key_resp.corr,key_resp.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran
space,2.27952,space,16.16446,1,1,11.34596,0,0,0,0,1,Headphone/t1_1.wav,1,5fbe5321e3dc2e000927aeca,2021-03-21_16h18.28.073,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3,1,0.703425,0,1,1,4,1,Headphone/t3_1.wav,3,5fbe5321e3dc2e000927aeca,2021-03-21_16h18.28.073,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,1,0.339895,0,2,2,1,1,Headphone/t1_2.wav,1,5fbe5321e3dc2e000927aeca,2021-03-21_16h18.28.073,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,1,0.53358,0,3,3,2,1,Headphone/t2_1.wav,2,5fbe5321e3dc2e000927aeca,2021-03-21_16h18.28.073,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,1,0.45536,0,4,4,3,1,Headphone/t2_2.wav,2,5fbe5321e3dc2e000927aeca,2021-03-21_16h18.28.073,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3,1,0.243145,0,5,5,5,1,Headphone/t3_2.wav,3,5fbe5321e3dc2e000927aeca,2021-03-21_16h18.28.073,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5fbe5321e3dc2e000927aeca,2021-03-21_16h18.28.073,GuessTheSound,2020.2.10,Win32,60,space,14.00829,space,7.23082,space,1.93676,2,1,2.418995,0,0,0,0,1,Practice/Seagull_A.wav,2,3,NEW,Practice,,,,,,,,,,
,,,,,,,,,,,,,,5fbe5321e3dc2e000927aeca,2021-03-21_16h18.28.073,GuessTheSound,2020.2.10,Win32,60,,,,,,,2,1,0.983585,0,1,1,1,1,Practice/Skid_B.wav,2,3,NEW,Practice,,,,,,,,,,
,,,,,,,,,,,,,,5fbe5321e3dc2e000927aeca,2021-03-21_16h18.28.073,GuessTheSound,2020.2.10,Win32,60,,,,,,,1,1,0.327165,0,2,2,2,1,Practice/Seagull_A.wav,1,1,OLD,Practice,,,,,,,,,,
,,,,,,,,,,,,,,5fbe5321e3dc2e000927aeca,2021-03-21_16h18.28.073,GuessTheSound,2020.2.10,Win32,60,,,,,,,2,1,0.290365,0,3,3,3,1,Practice/Gargle_A.wav,2,3,NEW,Practice,,,,,,,,,,
,,,,,,,,,,,,,,5fbe5321e3dc2e000927aeca,2021-03-21_16h18.28.073,GuessTheSound,2020.2.10,Win32,60,,,,,,,2,1,0.255975,0,4,4,4,1,Practice/Gargle_B.wav,2,2,SIMILAR,Practice,,,,,,,,,,
,,,,,,,,,,,,,,5fbe5321e3dc2e000927aeca,2021-03-21_16h18.28.073,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/CarStart_E.wav,2,3,NEW,C,space,1.03781,2,1,1.676105,0,0,0,0,1
,,,,,,,,,,,,,,5fbe5321e3dc2e000927aeca,2021-03-21_16h18.28.073,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Bird_C.wav,2,3,NEW,C,,,2,1,0.23575,0,1,1,1,1
,,,,,,,,,,,,,,5fbe5321e3dc2e000927aeca,2021-03-21_16h18.28.073,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Bubbles_A.wav,2,3,NEW,C,,,2,1,0.31781,0,2,2,2,1
,,,,,,,,,,,,,,5fbe5321e3dc2e000927aeca,2021-03-21_16h18.28.073,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Horse.wav,2,3,NEW,C,,,2,1,0.23366,0,3,3,3,1
,,,,,,,,,,,,,,5fbe5321e3dc2e000927aeca,2021-03-21_16h18.28.073,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/IceDrop.wav,2,3,NEW,C,,,2,1,0.29078,0,4,4,4,1
,,,,,,,,,,,,,,5fbe5321e3dc2e000927aeca,2021-03-21_16h18.28.073,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Sleighbells_B.wav,2,3,NEW,C,,,2,1,0.2482,0,5,5,5,1
,,,,,,,,,,,,,,5fbe5321e3dc2e000927aeca,2021-03-21_16h18.28.073,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Growl_G.wav,2,3,NEW,C,,,2,1,0.15713,0,6,6,6,1
,,,,,,,,,,,,,,5fbe5321e3dc2e000927aeca,2021-03-21_16h18.28.073,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Chicken_A.wav,2,3,NEW,C,,,2,1,0.27908,0,7,7,7,1
,,,,,,,,,,,,,,5fbe5321e3dc2e000927aeca,2021-03-21_16h18.28.073,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Slurp.wav,2,3,NEW,C,,,2,1,0.4577,0,8,8,8,1
,,,,,,,,,,,,,,5fbe5321e3dc2e000927aeca,2021-03-21_16h18.28.073,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/CarStart_D.wav,2,2,SIMILAR,C,,,1,0,0.233075,0,9,9,9,1
,,,,,,,,,,,,,,5fbe5321e3dc2e000927aeca,2021-03-21_16h18.28.073,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Printer.wav,2,3,NEW,C,,,2,1,0.28836,0,10,10,10,1
,,,,,,,,,,,,,,5fbe5321e3dc2e000927aeca,2021-03-21_16h18.28.073,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Bowlingpins.wav,2,3,NEW,C,,,2,1,0.23127,0,11,11,11,1
,,,,,,,,,,,,,,5fbe5321e3dc2e000927aeca,2021-03-21_16h18.28.073,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Fireworks.wav,2,3,NEW,C,,,2,1,1.80089,0,12,12,12,1
,,,,,,,,,,,,,,5fbe5321e3dc2e000927aeca,2021-03-21_16h18.28.073,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Howl.wav,2,3,NEW,C,,,2,1,0.3056,0,13,13,13,1
,,,,,,,,,,,,,,5fbe5321e3dc2e000927aeca,2021-03-21_16h18.28.073,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Goat_B.wav,2,3,NEW,C,,,2,1,0.248525,0,14,14,14,1
