VolumeContinueKey.keys,VolumeContinueKey.rt,HeadphoneContinueKey.keys,HeadphoneContinueKey.rt,CheckResp.keys,CheckResp.corr,CheckResp.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,File,Correct,participant,session,date,expName,psychopyVersion,OS,frameRate,ContinueResp.keys,ContinueResp.rt,Wel2ContinueKey.keys,Wel2ContinueKey.rt,WelcomeContinueKey2.keys,WelcomeContinueKey2.rt,Practice_resp.keys,Practice_resp.corr,Practice_resp.rt,PracticeTrials.thisRepN,PracticeTrials.thisTrialN,PracticeTrials.thisN,PracticeTrials.thisIndex,PracticeTrials.ran,SoundFile5,Correct2,Type,StartTast.keys,StartTast.rt,MSTResp.keys,MSTResp.corr,MSTResp.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,ExitKey.keys,ExitKey.rt
space,8.810425,space,23.60023,1,0,4.749605,0,0,0,5,1,Headphone/t3_2.wav,3,6017d264be88ba3460f264e5,001,2021-02-20_00h05.49.369,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,1,1.216475,0,1,1,2,1,Headphone/t2_1.wav,2,6017d264be88ba3460f264e5,001,2021-02-20_00h05.49.369,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3,1,1.65106,0,2,2,4,1,Headphone/t3_1.wav,3,6017d264be88ba3460f264e5,001,2021-02-20_00h05.49.369,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,1,0.88717,0,3,3,1,1,Headphone/t1_2.wav,1,6017d264be88ba3460f264e5,001,2021-02-20_00h05.49.369,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,0,2.390195,0,4,4,3,1,Headphone/t2_2.wav,2,6017d264be88ba3460f264e5,001,2021-02-20_00h05.49.369,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,1,0.40222,0,5,5,0,1,Headphone/t1_1.wav,1,6017d264be88ba3460f264e5,001,2021-02-20_00h05.49.369,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2,6017d264be88ba3460f264e5,001,2021-02-20_00h05.49.369,GuessTheSound,2020.2.10,Win32,60,space,19.960415,space,34.25266,space,7.000605,3,1,2.16094,0,0,0,0,1,Practice/Seagull_A.wav,3,NEW,,,,,,,,,,,,
,,,,,,,,,,,,,2,6017d264be88ba3460f264e5,001,2021-02-20_00h05.49.369,GuessTheSound,2020.2.10,Win32,60,,,,,,,3,1,0.85035,0,1,1,1,1,Practice/Skid_B.wav,3,NEW,,,,,,,,,,,,
,,,,,,,,,,,,,1,6017d264be88ba3460f264e5,001,2021-02-20_00h05.49.369,GuessTheSound,2020.2.10,Win32,60,,,,,,,2,0,0.89784,0,2,2,2,1,Practice/Seagull_A.wav,1,OLD,,,,,,,,,,,,
,,,,,,,,,,,,,2,6017d264be88ba3460f264e5,001,2021-02-20_00h05.49.369,GuessTheSound,2020.2.10,Win32,60,,,,,,,3,1,1.27005,0,3,3,3,1,Practice/Gargle_A.wav,3,NEW,,,,,,,,,,,,
