SoundFile5,Correct,Correct2,Type,PracticeTrials.thisRepN,PracticeTrials.thisTrialN,PracticeTrials.thisN,PracticeTrials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,InstructionTxt.started,InstructionTxt.stopped,WelcomContinue.started,WelcomContinue.stopped,VolumeBeginTxt.started,VolumeBeginTxt.stopped,VolumeContinueKey.keys,VolumeContinueKey.rt,VolumeContinueKey.started,VolumeContinueKey.stopped,text.started,text.stopped,Music.started,Music.stopped,AdjustContinue.started,AdjustContinue.stopped,HeadphoneCheckBeing.started,HeadphoneCheckBeing.stopped,HeadphoneContinue.started,HeadphoneContinue.stopped,HeadphoneContinueKey.keys,HeadphoneContinueKey.rt,HeadphoneContinueKey.started,HeadphoneContinueKey.stopped,WelcomeTxt1.started,WelcomeTxt1.stopped,ContinueKey1.started,ContinueKey1.stopped,ContinueResp.keys,ContinueResp.rt,ContinueResp.started,ContinueResp.stopped,Welcome2Txt.started,Welcome2Txt.stopped,Wel2ContinueKey.keys,Wel2ContinueKey.rt,Wel2ContinueKey.started,Wel2ContinueKey.stopped,Continue2.started,Continue2.stopped,InstructionTxt2.started,InstructionTxt2.stopped,WelcomeContinue2.started,WelcomeContinue2.stopped,WelcomeContinueKey2.keys,WelcomeContinueKey2.rt,WelcomeContinueKey2.started,WelcomeContinueKey2.stopped,TrialNumber.started,TrialNumber.stopped,PracticeSound.started,PracticeSound.stopped,PracticeCross.started,PracticeCross.stopped,Practice_resp.keys,Practice_resp.corr,Practice_resp.rt,Practice_resp.started,Practice_resp.stopped,PracticeMssg.started,PracticeMssg.stopped,FeedbackCross.started,FeedbackCross.stopped,Continue.started,Continue.stopped,Options.started,Options.stopped,FeedbackMssg.started,FeedbackMssg.stopped,StartTxt.started,StartTxt.stopped,StartTast.keys,StartTast.rt,StartTast.started,StartTast.stopped,ContinueStart.started,ContinueStart.stopped,no_3.started,no_3.stopped,TargetSound.started,TargetSound.stopped,Cross.started,Cross.stopped,ItemNumber.started,ItemNumber.stopped,MSTQuestion.started,MSTQuestion.stopped,MSTResp.keys,MSTResp.corr,MSTResp.rt,MSTResp.started,MSTResp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,21.97738160006702,None,21.97738160006702,None,25.54840550001245,None,space,0.89470209996216,25.54840550001245,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Feb_17_2038,GuessTheSound,2020.2.10,60.02663984392295,
,,,,,,,,,,,,,,,,,,,,,,26.48079980001785,None,26.48176235998981,None,26.48079980001785,None,27.081893100054003,None,27.081893100054003,None,space,0.9668409998994321,27.081893100054003,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Feb_17_2038,GuessTheSound,2020.2.10,60.02663984392295,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.065581900067627,None,28.065581900067627,None,space,8.976661199936643,28.065581900067627,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Feb_17_2038,GuessTheSound,2020.2.10,60.02663984392295,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.06826359999832,None,space,5.948512700037099,37.06826359999832,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Feb_17_2038,GuessTheSound,2020.2.10,60.02663984392295,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.06826359999832,None,43.031281500007026,None,43.031281500007026,None,space,3.220238500041887,43.031281500007026,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Feb_17_2038,GuessTheSound,2020.2.10,60.02663984392295,
Practice/Seagull_A.wav,2,3,NEW,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.4296324000461,None,46.43132590001915,None,46.4296324000461,None,3,1,4.941666799946688,48.70216260000598,None,48.70216260000598,None,48.70216260000598,None,48.70216260000598,None,48.70216260000598,None,53.68328520003706,None,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Feb_17_2038,GuessTheSound,2020.2.10,60.02663984392295,
Practice/Skid_B.wav,2,3,NEW,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.70283439999912,None,54.69788245998788,None,54.70283439999912,None,3,1,3.200041600037366,56.81456970004365,None,56.81456970004365,None,56.81456970004365,None,56.81456970004365,None,56.81456970004365,None,60.03085020009894,None,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Feb_17_2038,GuessTheSound,2020.2.10,60.02663984392295,
Practice/Seagull_A.wav,1,1,OLD,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.030783500056714,None,61.030814179987644,None,61.030783500056714,None,1,1,2.3009470000397414,63.3005523000611,None,63.3005523000611,None,63.3005523000611,None,63.3005523000611,None,63.3005523000611,None,65.63106650009286,None,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Feb_17_2038,GuessTheSound,2020.2.10,60.02663984392295,
Practice/Gargle_A.wav,2,3,NEW,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.63708940008655,68.89745640009642,66.6308901800774,None,66.63708940008655,68.89745640009642,3,1,2.2554890000028536,68.91488130006474,None,68.91488130006474,None,68.91488130006474,None,68.91488130006474,None,68.91488130006474,None,71.19829550001305,None,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Feb_17_2038,GuessTheSound,2020.2.10,60.02663984392295,
Practice/Gargle_B.wav,2,2,SIMILAR,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.20701500005089,None,72.21409296002238,None,72.20701500005089,None,2,1,2.643152100034058,74.2682841999922,None,74.2682841999922,None,74.2682841999922,None,74.2682841999922,None,74.2682841999922,None,76.93205500009935,None,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Feb_17_2038,GuessTheSound,2020.2.10,60.02663984392295,
