SoundFiles3,Correct,PracticeTrials.thisRepN,PracticeTrials.thisTrialN,PracticeTrials.thisN,PracticeTrials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,InstructionTxt.started,InstructionTxt.stopped,WelcomContinue.started,WelcomContinue.stopped,VolumeBeginTxt.started,VolumeBeginTxt.stopped,VolumeContinue.started,VolumeContinue.stopped,VolumeContinueKey.keys,VolumeContinueKey.rt,VolumeContinueKey.started,VolumeContinueKey.stopped,text.started,text.stopped,Music.started,Music.stopped,AdjustContinue.started,AdjustContinue.stopped,WelcomeTxt1.started,WelcomeTxt1.stopped,ContinueKey1.started,ContinueKey1.stopped,ContinueResp.keys,ContinueResp.rt,ContinueResp.started,ContinueResp.stopped,InstructionTxt2.started,InstructionTxt2.stopped,WelcomeContinue2.started,WelcomeContinue2.stopped,WelcomeContinueKey2.keys,WelcomeContinueKey2.rt,WelcomeContinueKey2.started,WelcomeContinueKey2.stopped,TrialNumber.started,TrialNumber.stopped,PracticeSound.started,PracticeSound.stopped,PracticeCross.started,PracticeCross.stopped,Practice_resp.keys,Practice_resp.corr,Practice_resp.rt,Practice_resp.started,Practice_resp.stopped,PracticeMssg.started,PracticeMssg.stopped,FeedbackCross.started,FeedbackCross.stopped,Continue.started,Continue.stopped,Options.started,Options.stopped,StartTxt.started,StartTxt.stopped,StartTast.keys,StartTast.rt,StartTast.started,StartTast.stopped,ContinueStart.started,ContinueStart.stopped,no1.started,no1.stopped,no_2.started,no_2.stopped,no_3.started,no_3.stopped,TargetSound.started,TargetSound.stopped,Cross.started,Cross.stopped,ItemNumber.started,ItemNumber.stopped,MSTQuestion.started,MSTQuestion.stopped,MSTResp.keys,MSTResp.corr,MSTResp.rt,MSTResp.started,MSTResp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,7.537451800017152,None,7.537451800017152,None,8.240594100032467,None,8.240594100032467,None,space,0.6130033999797888,8.240594100032467,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jan_17_2342,GuessTheSound,2020.2.10,60.04242597272131,
,,,,,,,,,,,,,,,,,,,,,,8.920325100014452,None,8.923137640056666,None,8.920325100014452,None,9.54338230000576,None,9.54338230000576,None,space,0.8802991000120528,9.54338230000576,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jan_17_2342,GuessTheSound,2020.2.10,60.04242597272131,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.441292500006966,None,10.441292500006966,None,space,0.7878215000382625,10.441292500006966,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jan_17_2342,GuessTheSound,2020.2.10,60.04242597272131,
Practice/Seagull_A.wav,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.352950700034853,None,11.356352020025952,None,11.352950700034853,None,3,1,0.8965516000171192,13.655502100009471,None,13.655502100009471,None,13.655502100009471,None,13.655502100009471,None,13.655502100009471,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jan_17_2342,GuessTheSound,2020.2.10,60.04242597272131,
Practice/Skid_B.wav,3,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.592784400039818,None,14.589758420013823,None,14.592784400039818,None,3,1,1.19906880002236,16.706615600036457,None,16.706615600036457,None,16.706615600036457,None,16.706615600036457,None,16.706615600036457,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jan_17_2342,GuessTheSound,2020.2.10,60.04242597272131,
Practice/Seagull_A.wav,1,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.9430308000301,None,17.939804820052814,None,17.9430308000301,None,1,1,0.6686503999517299,20.234997700026724,None,20.234997700026724,None,20.234997700026724,None,20.234997700026724,None,20.234997700026724,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jan_17_2342,GuessTheSound,2020.2.10,60.04242597272131,
Practice/Gargle_A.wav,3,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.978137700003572,None,20.973000340047292,None,20.978137700003572,None,3,1,0.7273077999707311,23.265712700027507,None,23.265712700027507,None,23.265712700027507,None,23.265712700027507,None,23.265712700027507,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jan_17_2342,GuessTheSound,2020.2.10,60.04242597272131,
Practice/Gargle_B.wav,2,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.060787499998696,None,24.05657298004371,None,24.060787499998696,None,2,1,0.7271516000037082,26.139924500021152,None,26.139924500021152,None,26.139924500021152,None,26.139924500021152,None,26.139924500021152,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jan_17_2342,GuessTheSound,2020.2.10,60.04242597272131,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.897369500016794,None,space,1.5430667999899015,26.897369500016794,None,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jan_17_2342,GuessTheSound,2020.2.10,60.04242597272131,
Initial/NoRepeat/Elephant_A.wav,3,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.897369500016794,None,30.506006800045725,None,29.506182300043292,30.506006800045725,28.507690700003877,29.522876200033352,31.489127920009196,None,31.49755319999531,None,31.49755319999531,None,34.05653480003821,None,3,1,1.6613504000124522,34.05653480003821,None,,001,2021_Jan_17_2342,GuessTheSound,2020.2.10,60.04242597272131,
