SoundFiles3,Correct,PracticeTrials.thisRepN,PracticeTrials.thisTrialN,PracticeTrials.thisN,PracticeTrials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,InstructionTxt.started,InstructionTxt.stopped,WelcomContinue.started,WelcomContinue.stopped,VolumeBeginTxt.started,VolumeBeginTxt.stopped,VolumeContinue.started,VolumeContinue.stopped,VolumeContinueKey.keys,VolumeContinueKey.rt,VolumeContinueKey.started,VolumeContinueKey.stopped,text.started,text.stopped,Music.started,Music.stopped,AdjustContinue.started,AdjustContinue.stopped,WelcomeTxt1.started,WelcomeTxt1.stopped,ContinueKey1.started,ContinueKey1.stopped,ContinueResp.keys,ContinueResp.rt,ContinueResp.started,ContinueResp.stopped,InstructionTxt2.started,InstructionTxt2.stopped,WelcomeContinue2.started,WelcomeContinue2.stopped,WelcomeContinueKey2.keys,WelcomeContinueKey2.rt,WelcomeContinueKey2.started,WelcomeContinueKey2.stopped,TrialNumber.started,TrialNumber.stopped,PracticeSound.started,PracticeSound.stopped,PracticeCross.started,PracticeCross.stopped,Practice_resp.keys,Practice_resp.corr,Practice_resp.rt,Practice_resp.started,Practice_resp.stopped,PracticeMssg.started,PracticeMssg.stopped,FeedbackCross.started,FeedbackCross.stopped,Continue.started,Continue.stopped,Options.started,Options.stopped,StartTxt.started,StartTxt.stopped,StartTast.keys,StartTast.rt,StartTast.started,StartTast.stopped,ContinueStart.started,ContinueStart.stopped,no1.started,no1.stopped,no_2.started,no_2.stopped,no_3.started,no_3.stopped,TargetSound.started,TargetSound.stopped,Cross.started,Cross.stopped,ItemNumber.started,ItemNumber.stopped,MSTQuestion.started,MSTQuestion.stopped,MSTResp.keys,MSTResp.corr,MSTResp.rt,MSTResp.started,MSTResp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,8.306521699996665,None,8.306521699996665,None,10.214796899992507,None,10.214796899992507,None,space,0.7475362999830395,10.214796899992507,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jan_17_1324,GuessTheSound,2020.2.10,59.8413963744924,
,,,,,,,,,,,,,,,,,,,,,,11.03801769996062,None,11.032323439978063,None,11.03801769996062,None,11.402329900010955,None,11.402329900010955,None,space,0.5390700999996625,11.402329900010955,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jan_17_1324,GuessTheSound,2020.2.10,59.8413963744924,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.967298100003973,None,11.967298100003973,None,space,1.232969599950593,11.967298100003973,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jan_17_1324,GuessTheSound,2020.2.10,59.8413963744924,
Practice/Seagull_A.wav,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.321995900012553,15.597737599979155,13.31497685998911,None,13.321995900012553,15.597737599979155,3,1,1.8905824999674223,15.650504899967927,None,15.650504899967927,None,15.650504899967927,None,15.650504899967927,None,15.650504899967927,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jan_17_1324,GuessTheSound,2020.2.10,59.8413963744924,
Practice/Skid_B.wav,3,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.584613499988336,None,17.582740020018534,None,17.584613499988336,None,3,1,0.5005371999577619,19.699065599997994,None,19.699065599997994,None,19.699065599997994,None,19.699065599997994,None,19.699065599997994,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jan_17_1324,GuessTheSound,2020.2.10,59.8413963744924,
Practice/Seagull_A.wav,1,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.25036129995715,22.51519999996526,20.24835232000332,None,20.25036129995715,22.51519999996526,3,0,0.5042747000115924,22.561828200006858,None,22.561828200006858,None,22.561828200006858,None,22.561828200006858,None,22.561828200006858,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jan_17_1324,GuessTheSound,2020.2.10,59.8413963744924,
Practice/Gargle_A.wav,3,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.127728999999817,None,23.11534511997597,None,23.127728999999817,None,3,1,0.3082490999950096,25.425332799961325,None,25.425332799961325,None,25.425332799961325,None,25.425332799961325,None,25.425332799961325,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jan_17_1324,GuessTheSound,2020.2.10,59.8413963744924,
Practice/Gargle_B.wav,2,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.77517420001095,None,25.765271020017096,None,25.77517420001095,None,3,0,0.4779724999680184,27.865706200012937,None,27.865706200012937,None,27.865706200012937,None,27.865706200012937,None,27.865706200012937,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jan_17_1324,GuessTheSound,2020.2.10,59.8413963744924,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.371350699977484,None,space,2.696949000004679,28.371350699977484,None,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jan_17_1324,GuessTheSound,2020.2.10,59.8413963744924,
Initial/Doubled/Coin_A.wav,3,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.371350699977484,None,33.1477008999791,None,32.147670899983495,33.1477008999791,31.149035400012508,32.147670899983495,34.131110319995784,None,34.136511699995026,35.247692900011316,34.136511699995026,35.247692900011316,35.264446299988776,None,3,1,3.537720799969975,35.264446299988776,None,,001,2021_Jan_17_1324,GuessTheSound,2020.2.10,59.8413963744924,
