trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,SoundFiles,Type,InstructionTxt.started,InstructionTxt.stopped,text.started,text.stopped,Music.started,Music.stopped,StartTxt.started,StartTxt.stopped,no3.started,no3.stopped,no2.started,no2.stopped,no1.started,no1.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,11.024110199999996,None,12.155822600005195,None,12.156902840008843,None,13.233219300003839,None,15.269636800003354,None,16.24956480000401,None,17.24964270000055,None,,,,,,,
