VolumeContinueKey.keys,VolumeContinueKey.rt,HeadphoneContinueKey.keys,HeadphoneContinueKey.rt,CheckResp.keys,CheckResp.corr,CheckResp.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,File,Correct,participant,session,date,expName,psychopyVersion,OS,frameRate,ContinueResp.keys,ContinueResp.rt,Wel2ContinueKey.keys,Wel2ContinueKey.rt,WelcomeContinueKey2.keys,WelcomeContinueKey2.rt,Practice_resp.keys,Practice_resp.corr,Practice_resp.rt,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,SoundFile,Correct2,Type,Trial,StartTast.keys,StartTast.rt,MSTResp.keys,MSTResp.corr,MSTResp.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,ExitKey.keys,ExitKey.rt
space,6.572175,space,10.145585,3,1,5.094075,0,0,0,4,1,Headphone/t3_1.wav,3,caroline,001,2021-03-02_07h16.42.284,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3,1,1.388585,0,1,1,5,1,Headphone/t3_2.wav,3,caroline,001,2021-03-02_07h16.42.284,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,1,0.500515,0,2,2,3,1,Headphone/t2_2.wav,2,caroline,001,2021-03-02_07h16.42.284,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,1,0.45241,0,3,3,2,1,Headphone/t2_1.wav,2,caroline,001,2021-03-02_07h16.42.284,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,1,0.34199,0,4,4,1,1,Headphone/t1_2.wav,1,caroline,001,2021-03-02_07h16.42.284,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,1,0.386055,0,5,5,0,1,Headphone/t1_1.wav,1,caroline,001,2021-03-02_07h16.42.284,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2,caroline,001,2021-03-02_07h16.42.284,GuessTheSound,2020.2.10,Win32,60,space,11.3016,space,20.94069,space,6.313945,3,1,5.85586,0,0,0,0,1,Practice/Seagull_A.wav,3,NEW,Practice,,,,,,,,,,,,
,,,,,,,,,,,,,2,caroline,001,2021-03-02_07h16.42.284,GuessTheSound,2020.2.10,Win32,60,,,,,,,3,1,0.442965,0,1,1,1,1,Practice/Skid_B.wav,3,NEW,Practice,,,,,,,,,,,,
,,,,,,,,,,,,,1,caroline,001,2021-03-02_07h16.42.284,GuessTheSound,2020.2.10,Win32,60,,,,,,,1,1,1.54101,0,2,2,2,1,Practice/Seagull_A.wav,1,OLD,Practice,,,,,,,,,,,,
,,,,,,,,,,,,,2,caroline,001,2021-03-02_07h16.42.284,GuessTheSound,2020.2.10,Win32,60,,,,,,,3,1,0.496375,0,3,3,3,1,Practice/Gargle_A.wav,3,NEW,Practice,,,,,,,,,,,,
,,,,,,,,,,,,,2,caroline,001,2021-03-02_07h16.42.284,GuessTheSound,2020.2.10,Win32,60,,,,,,,2,1,4.138835,0,4,4,4,1,Practice/Gargle_B.wav,2,SIMILAR,Practice,,,,,,,,,,,,
,,,,,,,,,,,,,2,caroline,001,2021-03-02_07h16.42.284,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Elephant_C.wav,3,NEW,A,space,5.741,3,1,1.65506,0,0,0,0,1,,
,,,,,,,,,,,,,2,caroline,001,2021-03-02_07h16.42.284,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Thunder_A.wav,3,NEW,A,,,3,1,2.86069,0,1,1,1,1,,
,,,,,,,,,,,,,2,caroline,001,2021-03-02_07h16.42.284,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Chime_B.wav,3,NEW,A,,,3,1,0.718355,0,2,2,2,1,,
,,,,,,,,,,,,,2,caroline,001,2021-03-02_07h16.42.284,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Toilet_B.wav,3,NEW,A,,,3,1,0.25064,0,3,3,3,1,,
,,,,,,,,,,,,,2,caroline,001,2021-03-02_07h16.42.284,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Typing.wav,3,NEW,A,,,3,1,0.334085,0,4,4,4,1,,
,,,,,,,,,,,,,2,caroline,001,2021-03-02_07h16.42.284,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Pour_E.wav,3,NEW,A,,,3,1,0.06709,0,5,5,5,1,,
,,,,,,,,,,,,,2,caroline,001,2021-03-02_07h16.42.284,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Sleighbells_B.wav,3,NEW,A,,,3,1,2.02639,0,6,6,6,1,,
,,,,,,,,,,,,,2,caroline,001,2021-03-02_07h16.42.284,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Buzz.wav,3,NEW,A,,,3,1,0.29336,0,7,7,7,1,,
,,,,,,,,,,,,,2,caroline,001,2021-03-02_07h16.42.284,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Baby_F.wav,3,NEW,A,,,3,1,0.30482,0,8,8,8,1,,
,,,,,,,,,,,,,1,caroline,001,2021-03-02_07h16.42.284,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Thunder_A.wav,1,OLD,A,,,1,1,0.08792,0,9,9,9,1,,
,,,,,,,,,,,,,2,caroline,001,2021-03-02_07h16.42.284,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Mosquito_B.wav,3,NEW,A,,,3,1,0.23505,0,10,10,10,1,,
,,,,,,,,,,,,,2,caroline,001,2021-03-02_07h16.42.284,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/DialTone.wav,3,NEW,A,,,3,1,0.259435,0,11,11,11,1,,
,,,,,,,,,,,,,2,caroline,001,2021-03-02_07h16.42.284,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Elephant_D.wav,2,SIMILAR,A,,,2,1,0.284785,0,12,12,12,1,,
,,,,,,,,,,,,,2,caroline,001,2021-03-02_07h16.42.284,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Writing_A.wav,3,NEW,A,,,3,1,0.29226,0,13,13,13,1,,
,,,,,,,,,,,,,2,caroline,001,2021-03-02_07h16.42.284,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Faucet_D.wav,3,NEW,A,,,3,1,0.333715,0,14,14,14,1,,
,,,,,,,,,,,,,1,caroline,001,2021-03-02_07h16.42.284,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Typing.wav,1,OLD,A,,,1,1,0.32058,0,15,15,15,1,,
,,,,,,,,,,,,,1,caroline,001,2021-03-02_07h16.42.284,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Sleighbells_B.wav,1,OLD,A,,,1,1,0.26283,0,16,16,16,1,,
,,,,,,,,,,,,,2,caroline,001,2021-03-02_07h16.42.284,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Wind_B.wav,3,NEW,A,,,3,1,0.21752,0,17,17,17,1,,
,,,,,,,,,,,,,1,caroline,001,2021-03-02_07h16.42.284,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Toilet_B.wav,1,OLD,A,,,1,1,0.230505,0,18,18,18,1,,
,,,,,,,,,,,,,2,caroline,001,2021-03-02_07h16.42.284,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Pour_C.wav,2,SIMILAR,A,,,3,0,0.24344,0,19,19,19,1,,
,,,,,,,,,,,,,2,caroline,001,2021-03-02_07h16.42.284,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Chime_A.wav,2,SIMILAR,A,,,2,1,0.212285,0,20,20,20,1,,
,,,,,,,,,,,,,1,caroline,001,2021-03-02_07h16.42.284,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Buzz.wav,1,OLD,A,,,1,1,0.344645,0,21,21,21,1,,
,,,,,,,,,,,,,2,caroline,001,2021-03-02_07h16.42.284,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Writing_C.wav,2,SIMILAR,A,,,2,1,0.414125,0,22,22,22,1,,
,,,,,,,,,,,,,1,caroline,001,2021-03-02_07h16.42.284,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Mosquito_B.wav,1,OLD,A,,,1,1,0.054035,0,23,23,23,1,,
,,,,,,,,,,,,,2,caroline,001,2021-03-02_07h16.42.284,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Cough_G.wav,3,NEW,A,,,3,1,0.267155,0,24,24,24,1,,
,,,,,,,,,,,,,1,caroline,001,2021-03-02_07h16.42.284,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/DialTone.wav,1,OLD,A,,,1,1,0.278125,0,25,25,25,1,,
,,,,,,,,,,,,,2,caroline,001,2021-03-02_07h16.42.284,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Puff_A.wav,3,NEW,A,,,3,1,0.272235,0,26,26,26,1,,
,,,,,,,,,,,,,2,caroline,001,2021-03-02_07h16.42.284,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Heartbeat.wav,3,NEW,A,,,3,1,0.284485,0,27,27,27,1,,
,,,,,,,,,,,,,2,caroline,001,2021-03-02_07h16.42.284,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/IceDrop.wav,3,NEW,A,,,3,1,0.335055,0,28,28,28,1,,
,,,,,,,,,,,,,2,caroline,001,2021-03-02_07h16.42.284,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Bird_E.wav,3,NEW,A,,,3,1,0.684345,0,29,29,29,1,,
,,,,,,,,,,,,,2,caroline,001,2021-03-02_07h16.42.284,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Baby_E.wav,2,SIMILAR,A,,,3,0,0.237145,0,30,30,30,1,,
,,,,,,,,,,,,,2,caroline,001,2021-03-02_07h16.42.284,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Faucet_C.wav,2,SIMILAR,A,,,3,0,0.268525,0,31,31,31,1,,
,,,,,,,,,,,,,2,caroline,001,2021-03-02_07h16.42.284,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Duck_A.wav,3,NEW,A,,,3,1,0.294855,0,32,32,32,1,,
,,,,,,,,,,,,,2,caroline,001,2021-03-02_07h16.42.284,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Laugh_C.wav,3,NEW,A,,,3,1,0.322435,0,33,33,33,1,,
,,,,,,,,,,,,,1,caroline,001,2021-03-02_07h16.42.284,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Wind_B.wav,1,OLD,A,,,1,1,0.110735,0,34,34,34,1,,
,,,,,,,,,,,,,2,caroline,001,2021-03-02_07h16.42.284,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Chicken_A.wav,3,NEW,A,,,3,1,0.210315,0,35,35,35,1,,
,,,,,,,,,,,,,2,caroline,001,2021-03-02_07h16.42.284,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Lures/Guitar_B.wav,3,NEW,A,,,3,1,0.246115,0,36,36,36,1,,
,,,,,,,,,,,,,2,caroline,001,2021-03-02_07h16.42.284,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Cello.wav,3,NEW,A,,,3,1,0.220655,0,37,37,37,1,,
,,,,,,,,,,,,,1,caroline,001,2021-03-02_07h16.42.284,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Heartbeat.wav,1,OLD,A,,,1,1,0.26303,0,38,38,38,1,,
,,,,,,,,,,,,,2,caroline,001,2021-03-02_07h16.42.284,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Airplane_B.wav,3,NEW,A,,,3,1,0.497455,0,39,39,39,1,,
,,,,,,,,,,,,,2,caroline,001,2021-03-02_07h16.42.284,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Cough_H.wav,2,SIMILAR,A,,,1,0,0.42674,0,40,40,40,1,,
,,,,,,,,,,,,,2,caroline,001,2021-03-02_07h16.42.284,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Trumpet_B.wav,3,NEW,A,,,3,1,0.217125,0,41,41,41,1,,
,,,,,,,,,,,,,1,caroline,001,2021-03-02_07h16.42.284,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/IceDrop.wav,1,OLD,A,,,1,1,0.49217,0,42,42,42,1,,
,,,,,,,,,,,,,2,caroline,001,2021-03-02_07h16.42.284,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Sneeze_B.wav,3,NEW,A,,,3,1,0.319565,0,43,43,43,1,,
,,,,,,,,,,,,,1,caroline,001,2021-03-02_07h16.42.284,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Puff_A.wav,1,OLD,A,,,1,1,0.197705,0,44,44,44,1,,
,,,,,,,,,,,,,2,caroline,001,2021-03-02_07h16.42.284,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Bird_F.wav,2,SIMILAR,A,,,1,0,0.26716,0,45,45,45,1,,
,,,,,,,,,,,,,2,caroline,001,2021-03-02_07h16.42.284,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Snore_D.wav,3,NEW,A,,,3,1,0.267205,0,46,46,46,1,,
,,,,,,,,,,,,,1,caroline,001,2021-03-02_07h16.42.284,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Lures/Guitar_B.wav,1,OLD,A,,,1,1,0.267435,0,47,47,47,1,,
,,,,,,,,,,,,,2,caroline,001,2021-03-02_07h16.42.284,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Cat_A.wav,3,NEW,A,,,3,1,0.23552,0,48,48,48,1,,
,,,,,,,,,,,,,2,caroline,001,2021-03-02_07h16.42.284,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Whistle_A.wav,3,NEW,A,,,3,1,0.191085,0,49,49,49,1,,
,,,,,,,,,,,,,2,caroline,001,2021-03-02_07h16.42.284,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Duck_D.wav,2,SIMILAR,A,,,2,1,3.10181,0,50,50,50,1,,
,,,,,,,,,,,,,2,caroline,001,2021-03-02_07h16.42.284,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Laugh_F.wav,2,SIMILAR,A,,,2,1,0.27687,0,51,51,51,1,,
,,,,,,,,,,,,,1,caroline,001,2021-03-02_07h16.42.284,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Chicken_A.wav,1,OLD,A,,,2,0,0.312835,0,52,52,52,1,,
,,,,,,,,,,,,,1,caroline,001,2021-03-02_07h16.42.284,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Cello.wav,1,OLD,A,,,1,1,0.1539,0,53,53,53,1,,
,,,,,,,,,,,,,2,caroline,001,2021-03-02_07h16.42.284,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Slurp.wav,3,NEW,A,,,3,1,0.233605,0,54,54,54,1,,
