SoundFiles3,Correct,PracticeTrials.thisRepN,PracticeTrials.thisTrialN,PracticeTrials.thisN,PracticeTrials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,InstructionTxt.started,InstructionTxt.stopped,WelcomContinue.started,WelcomContinue.stopped,VolumeBeginTxt.started,VolumeBeginTxt.stopped,VolumeContinueKey.keys,VolumeContinueKey.rt,VolumeContinueKey.started,VolumeContinueKey.stopped,text.started,text.stopped,Music.started,Music.stopped,AdjustContinue.started,AdjustContinue.stopped,HeadphoneCheckBeing.started,HeadphoneCheckBeing.stopped,HeadphoneContinue.started,HeadphoneContinue.stopped,HeadphoneContinueKey.keys,HeadphoneContinueKey.rt,HeadphoneContinueKey.started,HeadphoneContinueKey.stopped,WelcomeTxt1.started,WelcomeTxt1.stopped,ContinueKey1.started,ContinueKey1.stopped,ContinueResp.keys,ContinueResp.rt,ContinueResp.started,ContinueResp.stopped,Welcome2Txt.started,Welcome2Txt.stopped,Wel2ContinueKey.keys,Wel2ContinueKey.rt,Wel2ContinueKey.started,Wel2ContinueKey.stopped,Continue2.started,Continue2.stopped,InstructionTxt2.started,InstructionTxt2.stopped,WelcomeContinue2.started,WelcomeContinue2.stopped,WelcomeContinueKey2.keys,WelcomeContinueKey2.rt,WelcomeContinueKey2.started,WelcomeContinueKey2.stopped,TrialNumber.started,TrialNumber.stopped,PracticeSound.started,PracticeSound.stopped,PracticeCross.started,PracticeCross.stopped,Practice_resp.keys,Practice_resp.corr,Practice_resp.rt,Practice_resp.started,Practice_resp.stopped,PracticeMssg.started,PracticeMssg.stopped,FeedbackCross.started,FeedbackCross.stopped,Continue.started,Continue.stopped,Options.started,Options.stopped,FeedbackMssg.started,FeedbackMssg.stopped,StartTxt.started,StartTxt.stopped,StartTast.keys,StartTast.rt,StartTast.started,StartTast.stopped,ContinueStart.started,ContinueStart.stopped,no1.started,no1.stopped,no_2.started,no_2.stopped,no_3.started,no_3.stopped,TargetSound.started,TargetSound.stopped,Cross.started,Cross.stopped,ItemNumber.started,ItemNumber.stopped,MSTQuestion.started,MSTQuestion.stopped,MSTResp.keys,MSTResp.corr,MSTResp.rt,MSTResp.started,MSTResp.stopped,ThankyouMssg.started,ThankyouMssg.stopped,CompletionCode.started,CompletionCode.stopped,ExitTxt.started,ExitTxt.stopped,ExitKey.keys,ExitKey.rt,ExitKey.started,ExitKey.stopped,CodeTxt.started,CodeTxt.stopped,participant,session,date,expName,psychopyVersion,frameRate,
Initial/Repeat/Bagpipe.wav,3,,,,,0,48,48,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.94920310005546,None,338.9491248000413,339.94920310005546,337.97346880007535,338.98261419998016,340.99923532006795,None,340.9952566999709,342.8655459000729,340.9952566999709,342.8655459000729,342.8829651999986,None,3,1,0.6510662999935448,342.8829651999986,None,,,,,,,,,,,,,,001,2021_Jan_23_1426,GuessTheSound,2020.2.10,60.02912613015317,
Initial/NoRepeat/Helicopter_A.wav,3,,,,,0,49,49,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.54901660000905,None,344.5490652000299,345.54901660000905,343.5691697000293,344.5823919000104,346.54861533002696,None,346.5541092000203,None,346.5541092000203,None,348.51670070004184,None,3,1,1.2699350999901071,348.51670070004184,None,,,,,,,,,,,,,,001,2021_Jan_23_1426,GuessTheSound,2020.2.10,60.02912613015317,
Initial/Doubled/Dog_A.wav,3,,,,,0,50,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351.79909550002776,None,350.7989383999957,351.79909550002776,349.8227534000762,350.832293100073,352.81570276003333,None,352.8131548999809,None,352.8131548999809,None,354.91659789998084,None,3,1,0.5720504999626428,354.91659789998084,None,,,,,,,,,,,,,,001,2021_Jan_23_1426,GuessTheSound,2020.2.10,60.02912613015317,
Test/Foils/Wind_B.wav,3,,,,,0,51,51,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357.4989441999933,None,356.4988014000701,357.4989441999933,355.5153946999926,356.5152549999766,358.5321837900323,None,358.53053550003096,None,358.53053550003096,None,360.76604220003355,None,3,1,0.5670355999609455,360.76604220003355,None,,,,,,,,,,,,,,001,2021_Jan_23_1426,GuessTheSound,2020.2.10,60.02912613015317,
Initial/Doubled/Chime_A.wav,1,,,,,0,52,52,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363.33228830003645,None,362.3323292999994,363.33228830003645,361.3489998000441,362.34907270001713,364.34929366004656,None,364.34750859998167,None,364.34750859998167,None,366.682855400024,None,1,1,0.49108220008201897,366.682855400024,None,,,,,,,,,,,,,,001,2021_Jan_23_1426,GuessTheSound,2020.2.10,60.02912613015317,
Laugh_C.wav,2,,,,,0,53,53,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369.18254319997504,None,368.1824735000264,369.18254319997504,367.2009111000225,368.215810899972,370.19908366005404,None,370.2073073000647,None,370.2073073000647,None,372.56591070001014,None,2,1,0.4257251999806613,372.56591070001014,None,,,,,,,,,,,,,,001,2021_Jan_23_1426,GuessTheSound,2020.2.10,60.02912613015317,
Cough_D.wav,2,,,,,0,54,54,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374.99888089997694,None,373.9988787000766,374.99888089997694,373.01764420000836,374.03247730003204,376.01595975996463,None,376.0177518000128,None,376.0177518000128,None,377.28329100005794,None,2,1,0.5243195999646559,377.28329100005794,None,,,,,,,,,,,,,,001,2021_Jan_23_1426,GuessTheSound,2020.2.10,60.02912613015317,
Test/Foils/Buzz.wav,1,,,,,0,55,55,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379.8156040000031,None,378.81571009999607,379.8156040000031,377.8348505999893,378.84894950001035,380.8152306300006,None,380.8246846999973,None,380.8246846999973,None,382.63252700003795,None,1,1,2.1938661000458524,382.63252700003795,None,,,,,,,,,,,,,,001,2021_Jan_23_1426,GuessTheSound,2020.2.10,60.02912613015317,
Initial/Repeat/IceDrop.wav,3,,,,,0,56,56,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386.8319236000534,None,385.8323762000073,386.8319236000534,384.8484698999673,385.848817500053,387.882203919976,None,387.8915608000243,None,387.8915608000243,None,390.1496255999664,None,3,1,0.748449599952437,390.1496255999664,None,,,,,,,,,,,,,,001,2021_Jan_23_1426,GuessTheSound,2020.2.10,60.02912613015317,
Initial/NoRepeat/Toilet_B.wav,1,,,,,0,57,57,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392.8982298000483,None,391.8983004000038,392.8982298000483,390.91572779999115,391.9153862000676,393.9154819599586,None,393.9116820000345,None,393.9116820000345,None,396.3332446999848,None,1,1,0.45460940001066774,396.3332446999848,None,,,,,,,,,,,,,,001,2021_Jan_23_1426,GuessTheSound,2020.2.10,60.02912613015317,
CarStart_D.wav,2,,,,,0,58,58,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.7982169999741,None,397.79874940006994,398.7982169999741,396.8150166000705,397.81568220001645,399.8156127600465,None,399.81405789998826,402.36567980004475,399.81405789998826,402.36567980004475,402.38262040005066,None,2,1,0.8601737000280991,402.38262040005066,None,,,,,,,,,,,,,,001,2021_Jan_23_1426,GuessTheSound,2020.2.10,60.02912613015317,
Chomp_B.wav,2,,,,,0,59,59,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405.24853129999246,None,404.24858700006735,405.24853129999246,403.27971430006437,404.2822474000277,406.265425759973,None,406.2656159000471,None,406.2656159000471,None,408.3687660000287,None,2,1,0.8053028000285849,408.3687660000287,None,,,,,,,,,,,,,,001,2021_Jan_23_1426,GuessTheSound,2020.2.10,60.02912613015317,
Initial/Doubled/Clap_A.wav,1,,,,,0,60,60,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411.1821578000672,None,410.1817955999868,411.1821578000672,409.1986064000521,410.1985038999701,412.1984902599594,None,412.19359210005496,414.19848490005825,412.19359210005496,414.19848490005825,414.2160460000159,None,1,1,0.762893500039354,414.2160460000159,None,,,,,,,,,,,,,,001,2021_Jan_23_1426,GuessTheSound,2020.2.10,60.02912613015317,
Initial/Doubled/Bubbles_A.wav,3,,,,,0,61,61,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416.99848399998154,None,415.99870260001626,416.99848399998154,415.00681599997915,416.0152546999743,418.0317597900634,None,418.0342266999651,None,418.0342266999651,None,419.949297400075,None,3,1,0.6955775999231264,419.949297400075,None,,,,,,,,,,,,,,001,2021_Jan_23_1426,GuessTheSound,2020.2.10,60.02912613015317,
Dog_C.wav,2,,,,,0,62,62,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422.6481303999899,None,421.64806400006637,422.6481303999899,420.665193599998,421.6647788999835,423.64789142996307,None,423.6542477000039,None,423.6542477000039,None,425.1825791000156,None,2,1,1.030990600003861,425.1825791000156,None,,,,,,,,,,,,,,001,2021_Jan_23_1426,GuessTheSound,2020.2.10,60.02912613015317,
Laugh_D.wav,2,,,,,0,63,63,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428.2156482000137,None,427.2152044000104,428.2156482000137,426.2338169000577,427.2484519999707,429.23167586002967,None,429.23609150003176,None,429.23609150003176,None,431.3662081999937,None,2,1,2.1203962999861687,431.3662081999937,None,,,,,,,,,,,,,,001,2021_Jan_23_1426,GuessTheSound,2020.2.10,60.02912613015317,
Initial/NoRepeat/Helicopter_A.wav,1,,,,,0,64,64,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435.49796940002125,None,434.49814739997964,435.49796940002125,433.514927500044,434.5148598999949,436.4977752299863,None,436.49778019997757,438.4480587000726,436.49778019997757,438.4480587000726,438.46585569996387,None,1,1,0.5161552999634296,438.46585569996387,None,,,,,,,,,,,,,,001,2021_Jan_23_1426,GuessTheSound,2020.2.10,60.02912613015317,
Cough_C.wav,2,,,,,0,65,65,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440.9817619000096,None,439.982552499976,440.99840559996665,438.998906700057,439.9982563999947,442.00080865996426,None,441.99694069998804,None,441.99694069998804,None,442.96608579996973,None,2,1,0.6910691999364644,442.96608579996973,None,,,,,,,,,,,,,,001,2021_Jan_23_1426,GuessTheSound,2020.2.10,60.02912613015317,
Test/Foils/PaperRip.wav,3,,,,,0,66,66,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,445.6644451000029,None,444.66494819999207,445.6644451000029,443.6813723000232,444.68138620001264,446.6811086599715,None,446.68511099996977,447.78111900005024,446.68511099996977,447.78111900005024,447.79874500003643,None,3,1,0.549973800079897,447.79874500003643,None,,,,,,,,,,,,,,001,2021_Jan_23_1426,GuessTheSound,2020.2.10,60.02912613015317,
Test/Foils/Wind_B.wav,1,,,,,0,67,67,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450.34829800005537,None,449.34821730002295,450.34829800005537,448.3693158000242,449.38167090003844,451.3649702599738,None,451.3639504000312,453.59780650003813,451.3639504000312,453.59780650003813,453.61531580006704,None,1,1,0.3902116999961436,453.61531580006704,None,,,,,,,,,,,,,,001,2021_Jan_23_1426,GuessTheSound,2020.2.10,60.02912613015317,
CarStart_B.wav,2,,,,,0,68,68,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,456.01506790006533,None,455.0147114000283,456.01506790006533,454.0359709999757,455.0481986000668,457.0483008900541,None,457.0460383000318,459.09791230002884,457.0460383000318,459.09791230002884,459.1158641000511,None,2,1,0.5677861999720335,459.1158641000511,None,,,,,,,,,,,,,,001,2021_Jan_23_1426,GuessTheSound,2020.2.10,60.02912613015317,
Chomp_C.wav,2,,,,,0,69,69,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,461.6975411999738,None,460.6979363000719,461.6975411999738,459.71432150003966,460.7145336000249,462.71454405996485,None,462.7176127000712,None,462.7176127000712,None,464.9820992000168,None,2,1,1.535910400096327,464.9820992000168,None,,,,,,,,,,,,,,001,2021_Jan_23_1426,GuessTheSound,2020.2.10,60.02912613015317,
ManWhistle_C.wav,3,,,,,0,70,70,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,468.53088069998194,None,467.5312689000275,468.53088069998194,466.54989220004063,467.56453319999855,469.5478325600503,None,469.5501065000426,None,469.5501065000426,None,470.5485396999866,None,3,1,1.4524213999975473,470.5485396999866,None,,,,,,,,,,,,,,001,2021_Jan_23_1426,GuessTheSound,2020.2.10,60.02912613015317,
Test/Foils/Buzz.wav,1,,,,,0,71,71,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,474.01481820002664,None,473.0148738999851,474.01481820002664,472.03784350003116,473.0481176000321,475.03136046000293,None,475.02661349996924,None,475.02661349996924,None,476.83209729997907,None,1,1,0.3955487000057474,476.83209729997907,None,,,,,,,,,,,,,,001,2021_Jan_23_1426,GuessTheSound,2020.2.10,60.02912613015317,
Initial/NoRepeat/Droplet_B.wav,3,,,,,0,72,72,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479.2312099999981,None,478.2312318000477,479.2312099999981,477.25135430006776,478.26484039996285,480.2481726600323,None,480.24865269998554,481.89775050000753,480.24865269998554,481.89775050000753,481.91551359998994,None,3,1,0.9537078000139445,481.91551359998994,None,,,,,,,,,,,,,,001,2021_Jan_23_1426,GuessTheSound,2020.2.10,60.02912613015317,
Initial/Doubled/Guitar_A.wav,3,,,,,0,73,73,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,484.8810728000244,None,483.88135290006176,484.8810728000244,482.90081300004385,483.9148383999709,485.89793365998196,None,485.9014592000749,None,485.9014592000749,None,488.015422699973,None,3,1,0.8595073000760749,488.015422699973,None,,,,,,,,,,,,,,001,2021_Jan_23_1426,GuessTheSound,2020.2.10,60.02912613015317,
Initial/NoRepeat/Toilet_B.wav,1,,,,,0,74,74,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490.8810963999713,None,489.88138160004746,490.8810963999713,488.8976176000433,489.89781330002006,491.88095552999295,None,491.8874504000414,None,491.8874504000414,None,494.3160039000213,None,1,1,0.5591367000015453,494.3160039000213,None,,,,,,,,,,,,,,001,2021_Jan_23_1426,GuessTheSound,2020.2.10,60.02912613015317,
Dog_D.wav,2,,,,,0,75,75,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,496.88102790003177,None,495.8808136000298,496.88102790003177,494.89763150003273,495.89747339999303,497.8976504600374,None,497.89964980003424,499.4142104999628,497.89964980003424,499.4142104999628,499.44852470001206,None,2,1,0.7653438000706956,499.44852470001206,None,,,,,,,,,,,,,,001,2021_Jan_23_1426,GuessTheSound,2020.2.10,60.02912613015317,
Initial/Doubled/Clap_A.wav,1,,,,,0,76,76,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,502.21451970003545,None,501.21487849997357,502.21451970003545,500.23499939998146,501.24971040000673,503.23099266006614,None,503.2304925000062,505.23118640005123,503.2304925000062,505.23118640005123,505.2486069999868,None,3,0,1.590616500005126,505.2486069999868,None,,,,,,,,,,,,,,001,2021_Jan_23_1426,GuessTheSound,2020.2.10,60.02912613015317,
Test/Foils/PaperRip.wav,1,,,,,0,77,77,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,508.86391139996704,None,507.8476566000609,508.8471688000718,506.86609660007525,507.88113760005217,509.88094206005337,None,509.8773024000693,None,509.8773024000693,None,510.98206730000675,None,3,0,1.834713999996893,510.98206730000675,None,,,,,,,,,,,,,,001,2021_Jan_23_1426,GuessTheSound,2020.2.10,60.02912613015317,
Test/Foils/Wind_B.wav,1,,,,,0,78,78,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,514.8146917000413,None,513.8137074999977,514.8146917000413,512.8334599999944,513.8471527000656,515.8306708600371,None,515.8262225000653,None,515.8262225000653,None,518.0653322000289,None,1,1,0.47189110005274415,518.0653322000289,None,,,,,,,,,,,,,,001,2021_Jan_23_1426,GuessTheSound,2020.2.10,60.02912613015317,
Initial/NoRepeat/Helicopter_A.wav,1,,,,,0,79,79,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520.5471694000298,None,519.5473534000339,520.5471694000298,518.5641303000739,519.5640234000748,521.5640420599607,None,521.557773699984,523.5140306999674,521.557773699984,523.5140306999674,523.5315904000308,None,3,0,0.7393071999540552,523.5315904000308,None,,,,,,,,,,,,,,001,2021_Jan_23_1426,GuessTheSound,2020.2.10,60.02912613015317,
Initial/NoRepeat/Goat_B.wav,3,,,,,0,80,80,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,526.2809167000232,None,525.2810167999705,526.2809167000232,524.2987942000618,525.3142214000691,527.2976268599973,None,527.302799200057,528.9474697000114,527.302799200057,528.9474697000114,528.9648434000555,None,3,1,0.8812137000495568,528.9648434000555,None,,,,,,,,,,,,,,001,2021_Jan_23_1426,GuessTheSound,2020.2.10,60.02912613015317,
Initial/Repeat/ManWhistle.wav,2,,,,,0,81,81,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,531.8470306000672,None,530.8474165999796,531.8470306000672,529.8686661999673,530.880678400048,532.8635670599992,None,532.8683815000113,534.5801950000459,532.8683815000113,534.5801950000459,534.5980564000783,None,2,1,1.4952505000401288,534.5980564000783,None,,,,,,,,,,,,,,001,2021_Jan_23_1426,GuessTheSound,2020.2.10,60.02912613015317,
Test/Foils/Bullfrog.wav,3,,,,,0,82,82,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,538.0975334000541,None,537.0976219000295,538.0975334000541,536.114322300069,537.114283700008,539.1473573199938,None,539.1428361000726,None,539.1428361000726,None,541.698326600017,None,3,1,0.38827509991824627,541.698326600017,None,,,,,,,,,,,,,,001,2021_Jan_23_1426,GuessTheSound,2020.2.10,60.02912613015317,
Initial/NoRepeat/Thunder_A.wav,3,,,,,0,83,83,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,544.0973312000278,None,543.097696700017,544.0973312000278,542.1146544000367,543.113980300026,545.1138625600374,None,545.1178596999962,None,545.1178596999962,None,547.6143618000206,None,3,1,2.291251500020735,547.6143618000206,None,,,,,,,,,,,,,,001,2021_Jan_23_1426,GuessTheSound,2020.2.10,60.02912613015317,
Initial/NoRepeat/Faucet_A.wav,3,,,,,0,84,84,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,551.9140116000781,None,550.9140298999846,551.9140116000781,549.930539599969,550.9306676000124,552.930376059981,None,552.9339188999729,None,552.9339188999729,None,554.9148234999739,None,3,1,1.462623400031589,554.9148234999739,None,,,,,,,,,,,,,,001,2021_Jan_23_1426,GuessTheSound,2020.2.10,60.02912613015317,
Initial/Repeat/Phone_A.wav,3,,,,,0,85,85,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,558.3803521000082,None,557.3803531000158,558.3803521000082,556.3987536000786,557.4137199000688,559.4306569200008,None,559.4304583000485,None,559.4304583000485,None,561.8812830999959,None,3,1,0.4023764000739902,561.8812830999959,None,,,,,,,,,,,,,,001,2021_Jan_23_1426,GuessTheSound,2020.2.10,60.02912613015317,
Test/Foils/PaperRip.wav,1,,,,,0,86,86,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,564.2973951000022,None,563.2803251000587,564.2806350999745,562.2987518999726,563.3139776000753,565.313717960054,None,565.312692400068,None,565.312692400068,None,566.4145304000704,None,1,1,0.9015846999827772,566.4145304000704,None,,,,,,,,,,,,,,001,2021_Jan_23_1426,GuessTheSound,2020.2.10,60.02912613015317,
Initial/Doubled/Growl_A.wav,3,,,,,0,87,87,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569.3136531000491,None,568.313858199981,569.3136531000491,567.3373527000658,568.3470748000545,570.3304270600433,None,570.3401997999754,None,570.3401997999754,None,572.6974432000425,None,3,1,0.5468324999092147,572.6974432000425,None,,,,,,,,,,,,,,001,2021_Jan_23_1426,GuessTheSound,2020.2.10,60.02912613015317,
Initial/Repeat/Howl.wav,3,,,,,0,88,88,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,575.2472713000607,None,574.2472974000266,575.2472713000607,573.263835699996,574.2635913999984,576.2969470200361,None,576.2973035000032,578.5466568999691,576.2973035000032,578.5466568999691,578.5642422999954,None,2,0,0.7961579000111669,578.5642422999954,None,,,,,,,,,,,,,,001,2021_Jan_23_1426,GuessTheSound,2020.2.10,60.02912613015317,
Initial/Repeat/Whistle_A.wav,3,,,,,0,89,89,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581.3636677999748,None,580.363717900007,581.3636677999748,579.3822905999841,580.3967984999763,582.3969426900497,None,582.4044711000752,None,582.4044711000752,None,583.3978133000201,None,3,1,1.39938690001145,583.3978133000201,None,,,,,,,,,,,,,,001,2021_Jan_23_1426,GuessTheSound,2020.2.10,60.02912613015317,
Goat_A.wav,2,,,,,0,90,90,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,586.7970821000636,None,585.7965165000642,586.7970821000636,584.8130101000424,585.8130470999749,587.8130616600624,None,587.8076008000644,None,587.8076008000644,None,589.8142145000165,None,2,1,0.992833000025712,589.8142145000165,None,,,,,,,,,,,,,,001,2021_Jan_23_1426,GuessTheSound,2020.2.10,60.02912613015317,
ManWhistle_D.wav,2,,,,,0,91,91,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,592.8300331999781,None,591.8296826999867,592.8300331999781,590.83627910004,591.8463224000297,593.8469649600097,None,593.848077600007,None,593.848077600007,None,594.964282699977,None,2,1,1.1361238000681624,594.964282699977,None,,,,,,,,,,,,,,001,2021_Jan_23_1426,GuessTheSound,2020.2.10,60.02912613015317,
Initial/NoRepeat/Puff_A.wav,3,,,,,0,92,92,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,598.1137021000031,None,597.1136509000789,598.1137021000031,596.1374317000154,597.1467609000392,599.1305447600548,None,599.1328175000381,None,599.1328175000381,None,600.3311335999751,None,3,1,2.146711500012316,600.3311335999751,None,,,,,,,,,,,,,,001,2021_Jan_23_1426,GuessTheSound,2020.2.10,60.02912613015317,
Phone_C.wav,2,,,,,0,93,93,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,604.4799082999816,None,603.479926,604.4799082999816,602.4964526999975,603.4966662999941,605.4965329600032,None,605.5005667000078,None,605.5005667000078,None,607.7644208000274,None,2,1,0.9468536000931635,607.7644208000274,None,,,,,,,,,,,,,,001,2021_Jan_23_1426,GuessTheSound,2020.2.10,60.02912613015317,
Growl_B.wav,2,,,,,0,94,94,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,610.7131163000595,None,609.7133684,610.7131163000595,608.7299483000534,609.7299743000185,611.7298547600162,None,611.731908799964,None,611.731908799964,None,614.1974925000686,None,2,1,4.518176899990067,614.1974925000686,None,,,,,,,,,,,,,,001,2021_Jan_23_1426,GuessTheSound,2020.2.10,60.02912613015317,
Test/Foils/Bullfrog.wav,1,,,,,0,95,95,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,620.7299087999854,None,619.729701000033,620.7299087999854,618.7462021000683,619.7465915000066,621.7467707600676,None,621.7423490000656,None,621.7423490000656,None,624.2973526000278,None,1,1,0.44522090000100434,624.2973526000278,None,,,,,,,,,,,,,,001,2021_Jan_23_1426,GuessTheSound,2020.2.10,60.02912613015317,
