WelcomeContinueKey2.keys,WelcomeContinueKey2.rt,VolumeContinueKey.keys,VolumeContinueKey.rt,ResponseBox.text,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,SoundFiles,Type,participant,session,date,expName,psychopyVersion,OS,frameRate
space,9.074,space,4.004,,0,0,0,71,1,Test/Foils/Heartbeat.wav,New,589cc7bd8bf22a00015b7b30,001,2021-01-03_23h08.48.554,GuessTheSound,2020.2.10,Win32,60
