SoundFiles,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,InstructionTxt.started,InstructionTxt.stopped,WelcomContinue.started,WelcomContinue.stopped,InstructionTxt2.started,InstructionTxt2.stopped,WelcomeContinue2.started,WelcomeContinue2.stopped,WelcomeContinueKey2.keys,WelcomeContinueKey2.rt,WelcomeContinueKey2.started,WelcomeContinueKey2.stopped,VolumeBeginTxt.started,VolumeBeginTxt.stopped,VolumeContinue.started,VolumeContinue.stopped,VolumeContinueKey.keys,VolumeContinueKey.rt,VolumeContinueKey.started,VolumeContinueKey.stopped,text.started,text.stopped,Music.started,Music.stopped,AdjustContinue.started,AdjustContinue.stopped,StartTxt.started,StartTxt.stopped,no3.started,no3.stopped,no2.started,no2.stopped,no1.started,no1.stopped,Question.started,Question.stopped,ResponseBox.text,ResponseBox.started,ResponseBox.stopped,SubmitClick.started,SubmitClick.stopped,ClickTheButton.started,ClickTheButton.stopped,SoundItem.started,SoundItem.stopped,ItemNo.started,ItemNo.stopped,Submit.started,Submit.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,8.967155099846423,None,8.967155099846423,None,10.13250259985216,None,10.13250259985216,None,space,0.4808606000151485,10.13250259985216,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jan_04_2212,GuessTheSound,2020.2.10,60.094673183419026,
,,,,,,,,,,,,,,,,,10.632203900022432,None,10.632203900022432,None,space,0.6373652999754995,10.632203900022432,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jan_04_2212,GuessTheSound,2020.2.10,60.094673183419026,
Initial/Doubled/Laugh_A.wav,0,0,0,0,,,,,,,,,,,,,,,,,,,,,11.314390099840239,None,11.315679419878869,None,11.314390099840239,None,12.13199399993755,None,14.162086499854922,None,15.149466800037771,None,16.148586799856275,None,17.169224299956113,None,"

",17.169224299956113,None,0.012498619966208935,None,17.169224299956113,None,17.165366219915448,None,17.169224299956113,None,17.169224299956113,None,,001,2021_Jan_04_2212,GuessTheSound,2020.2.10,60.094673183419026,
Initial/NoRepeat/Sleighbells_B.wav,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.598887000000104,None,19.598394699860364,None,20.599157999968156,None,21.622967599891126,None,"

",21.622967599891126,None,0.011144720017910004,None,21.622967599891126,None,21.61548671997152,None,21.622967599891126,None,21.622967599891126,None,,001,2021_Jan_04_2212,GuessTheSound,2020.2.10,60.094673183419026,
Initial/NoRepeat/Faucet_A.wav,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.335225000046194,None,23.34857889986597,None,24.34840689995326,None,25.351017199922353,None,"

",25.351017199922353,None,0.008286610012874007,None,25.351017199922353,None,25.348625509929843,None,25.351017199922353,None,25.351017199922353,None,,001,2021_Jan_04_2212,GuessTheSound,2020.2.10,60.094673183419026,
Initial/Doubled/Cat_A.wav,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.348843599902466,None,27.348531999858096,None,28.348602500045672,None,29.350230099866167,None,"

",29.350230099866167,None,0.009069810155779123,None,29.350230099866167,None,29.34844181004446,None,29.350230099866167,None,29.350230099866167,None,,001,2021_Jan_04_2212,GuessTheSound,2020.2.10,60.094673183419026,
Initial/Doubled/Cough_A.wav,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.565476899966598,None,31.5658294998575,None,32.56544439983554,None,33.5670198998414,None,"

",33.5670198998414,None,0.009133210172876716,None,33.5670198998414,None,33.56520321003627,None,33.5670198998414,None,33.5670198998414,None,,001,2021_Jan_04_2212,GuessTheSound,2020.2.10,60.094673183419026,
Initial/NoRepeat/Helicopter_A.wav,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.482046799967065,None,35.4816016999539,None,36.48218449996784,None,37.48320879996754,None,"

",37.48320879996754,None,0.010895210085436702,None,37.48320879996754,None,37.481841409974734,None,37.48320879996754,None,37.48320879996754,None,,001,2021_Jan_04_2212,GuessTheSound,2020.2.10,60.094673183419026,
Initial/NoRepeat/Toilet_B.wav,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.01648169988766,None,40.031607900047675,None,41.031500400044024,None,42.044851899845526,None,"

",42.044851899845526,None,0.014538020128384233,None,42.044851899845526,None,42.04849952002988,None,42.044851899845526,None,42.044851899845526,None,,001,2021_Jan_04_2212,GuessTheSound,2020.2.10,60.094673183419026,
Initial/Doubled/Clap_A.wav,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.63196019991301,None,44.63163089985028,None,45.63159989984706,None,46.63322989991866,None,"

",46.63322989991866,None,0.008483110228553414,None,46.63322989991866,None,46.63181391002145,None,46.63322989991866,None,46.63322989991866,None,,001,2021_Jan_04_2212,GuessTheSound,2020.2.10,60.094673183419026,
