SoundFiles3,Correct,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,MSTQuestion.started,MSTQuestion.stopped,MSTResp.keys,MSTResp.corr,MSTResp.rt,MSTResp.started,MSTResp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
Initial/Doubled/Writing_A.wav,3,0,0,0,8,7.923169899964705,None,3,1,2.385652700031642,7.923169899964705,None,,001,2021_Jan_17_1330,GuessTheSound,2020.2.10,60.003120151079905,
