WelcomeContinueKey2.keys,WelcomeContinueKey2.rt,VolumeContinueKey.keys,VolumeContinueKey.rt,ResponseBox.text,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,SoundFiles,Type,participant,session,date,expName,psychopyVersion,OS,frameRate,ExitKey.keys,ExitKey.rt
space,8.82833,space,4.09117,Clock,0,0,0,6,1,Initial/Doubled/Cuckoo_A.wav,Doubled,,001,2021-01-01_16h00.43.588,GuessTheSound,2020.2.10,MacIntel,60,,
,,,,trumpet,0,1,1,58,1,Initial/Repeat/Trumpet_B.wav,Repeat,,001,2021-01-01_16h00.43.588,GuessTheSound,2020.2.10,MacIntel,60,,
,,,,Whistle,0,2,2,50,1,Initial/Repeat/ManWhistle.wav,Repeat,,001,2021-01-01_16h00.43.588,GuessTheSound,2020.2.10,MacIntel,60,,
,,,,Duck,0,3,3,89,1,Initial/NoRepeat/Duck_A.wav,Extra,,001,2021-01-01_16h00.43.588,GuessTheSound,2020.2.10,MacIntel,60,,
,,,,Lion,0,4,4,12,1,Initial/Doubled/Growl_A.wav,Doubled,,001,2021-01-01_16h00.43.588,GuessTheSound,2020.2.10,MacIntel,60,,
,,,,,0,5,5,34,1,Initial/NoRepeat/Puff_A.wav,NoRepeat,,001,2021-01-01_16h00.43.588,GuessTheSound,2020.2.10,MacIntel,60,,
,,,,Elephant,0,6,6,26,1,Initial/NoRepeat/Elephant_A.wav,NoRepeat,,001,2021-01-01_16h00.43.588,GuessTheSound,2020.2.10,MacIntel,60,,
,,,,Chewing,0,7,7,83,1,Initial/Doubled/Chomp_A.wav,Extra,,001,2021-01-01_16h00.43.588,GuessTheSound,2020.2.10,MacIntel,60,,
,,,,put the glass down,0,8,8,47,1,Initial/Repeat/Cup.wav,Repeat,,001,2021-01-01_16h00.43.588,GuessTheSound,2020.2.10,MacIntel,60,,
,,,,door opening,0,9,9,86,1,Initial/Doubled/Creak.wav,Extra,,001,2021-01-01_16h00.43.588,GuessTheSound,2020.2.10,MacIntel,60,,
,,,,crow,0,10,10,25,1,Initial/NoRepeat/Eagle_B.wav,NoRepeat,,001,2021-01-01_16h00.43.588,GuessTheSound,2020.2.10,MacIntel,60,,
,,,,,0,11,11,41,1,Initial/Repeat/Bat.wav,Repeat,,001,2021-01-01_16h00.43.588,GuessTheSound,2020.2.10,MacIntel,60,,
,,,,ping pong,0,12,12,53,1,Initial/Repeat/Pingpong.wav,Repeat,,001,2021-01-01_16h00.43.588,GuessTheSound,2020.2.10,MacIntel,60,,
