VolumeContinueKey.keys,VolumeContinueKey.rt,HeadphoneContinueKey.keys,HeadphoneContinueKey.rt,CheckResp.keys,CheckResp.corr,CheckResp.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,File,Correct,participant,date,expName,psychopyVersion,OS,frameRate,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,WelcomeContinueKey2.keys,WelcomeContinueKey2.rt,Practice_resp.keys,Practice_resp.corr,Practice_resp.rt,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,SoundFile,SoundCorrect,Correct2,SoundType,Trial,StartTast.keys,StartTast.rt,key_resp.keys,key_resp.corr,key_resp.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran
space,0.56008,space,0.45199,1,1,0.499835,0,0,0,1,1,Headphone/t1_2.wav,1,603f8db40379eb034184c597,2021-03-21_17h26.01.491,GuessTheSound,2020.2.10,Linux x86_64,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3,1,0.3619,0,1,1,4,1,Headphone/t3_1.wav,3,603f8db40379eb034184c597,2021-03-21_17h26.01.491,GuessTheSound,2020.2.10,Linux x86_64,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,1,0.07434,0,2,2,2,1,Headphone/t2_1.wav,2,603f8db40379eb034184c597,2021-03-21_17h26.01.491,GuessTheSound,2020.2.10,Linux x86_64,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,1,0.188435,0,3,3,3,1,Headphone/t2_2.wav,2,603f8db40379eb034184c597,2021-03-21_17h26.01.491,GuessTheSound,2020.2.10,Linux x86_64,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3,1,0.49376,0,4,4,5,1,Headphone/t3_2.wav,3,603f8db40379eb034184c597,2021-03-21_17h26.01.491,GuessTheSound,2020.2.10,Linux x86_64,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,1,0.218185,0,5,5,0,1,Headphone/t1_1.wav,1,603f8db40379eb034184c597,2021-03-21_17h26.01.491,GuessTheSound,2020.2.10,Linux x86_64,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,603f8db40379eb034184c597,2021-03-21_17h26.01.491,GuessTheSound,2020.2.10,Linux x86_64,60,space,0.50083,space,0.484285,space,0.455175,2,1,1.969885,0,0,0,0,1,Practice/Seagull_A.wav,2,3,NEW,Practice,,,,,,,,,,
,,,,,,,,,,,,,,603f8db40379eb034184c597,2021-03-21_17h26.01.491,GuessTheSound,2020.2.10,Linux x86_64,60,,,,,,,2,1,0.310075,0,1,1,1,1,Practice/Skid_B.wav,2,3,NEW,Practice,,,,,,,,,,
,,,,,,,,,,,,,,603f8db40379eb034184c597,2021-03-21_17h26.01.491,GuessTheSound,2020.2.10,Linux x86_64,60,,,,,,,1,1,0.429635,0,2,2,2,1,Practice/Seagull_A.wav,1,1,OLD,Practice,,,,,,,,,,
,,,,,,,,,,,,,,603f8db40379eb034184c597,2021-03-21_17h26.01.491,GuessTheSound,2020.2.10,Linux x86_64,60,,,,,,,2,1,0.38303,0,3,3,3,1,Practice/Gargle_A.wav,2,3,NEW,Practice,,,,,,,,,,
