PracticeTrials.thisRepN,PracticeTrials.thisTrialN,PracticeTrials.thisN,PracticeTrials.thisIndex,SoundFiles3,Correct,InstructionTxt.started,InstructionTxt.stopped,WelcomContinue.started,WelcomContinue.stopped,VolumeBeginTxt.started,VolumeBeginTxt.stopped,VolumeContinue.started,VolumeContinue.stopped,VolumeContinueKey.keys,VolumeContinueKey.rt,VolumeContinueKey.started,VolumeContinueKey.stopped,text.started,text.stopped,Music.started,Music.stopped,AdjustContinue.started,AdjustContinue.stopped,WelcomeTxt1.started,WelcomeTxt1.stopped,ContinueKey1.started,ContinueKey1.stopped,ContinueResp.keys,ContinueResp.rt,ContinueResp.started,ContinueResp.stopped,InstructionTxt2.started,InstructionTxt2.stopped,WelcomeContinue2.started,WelcomeContinue2.stopped,WelcomeContinueKey2.keys,WelcomeContinueKey2.rt,WelcomeContinueKey2.started,WelcomeContinueKey2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,7.774806600005832,None,7.774806600005832,None,8.678570900054183,None,8.678570900054183,None,space,1.238213500007987,8.678570900054183,None,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jan_17_2339,GuessTheSound,2020.2.10,59.97080620567031,
,,,,,,,,,,,,,,,,,,9.996734600048512,None,9.990924400044605,None,9.996734600048512,None,11.378187000053003,None,11.378187000053003,None,space,0.9548865000251681,11.378187000053003,None,,,,,,,,,,001,2021_Jan_17_2339,GuessTheSound,2020.2.10,59.97080620567031,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.358799600042403,None,12.358799600042403,None,space,0.8024941000039689,12.358799600042403,None,,001,2021_Jan_17_2339,GuessTheSound,2020.2.10,59.97080620567031,
