SoundFiles,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,InstructionTxt.started,InstructionTxt.stopped,WelcomContinue.started,WelcomContinue.stopped,InstructionTxt2.started,InstructionTxt2.stopped,WelcomeContinue2.started,WelcomeContinue2.stopped,WelcomeContinueKey2.keys,WelcomeContinueKey2.rt,WelcomeContinueKey2.started,WelcomeContinueKey2.stopped,VolumeBeginTxt.started,VolumeBeginTxt.stopped,VolumeContinue.started,VolumeContinue.stopped,VolumeContinueKey.keys,VolumeContinueKey.rt,VolumeContinueKey.started,VolumeContinueKey.stopped,text.started,text.stopped,Music.started,Music.stopped,AdjustContinue.started,AdjustContinue.stopped,StartTxt.started,StartTxt.stopped,no3.started,no3.stopped,no2.started,no2.stopped,no1.started,no1.stopped,Question.started,Question.stopped,ResponseBox.text,ResponseBox.started,ResponseBox.stopped,SubmitClick.started,SubmitClick.stopped,ClickTheButton.started,ClickTheButton.stopped,SoundItem.started,SoundItem.stopped,ItemNo.started,ItemNo.stopped,Submit.started,Submit.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,12.11594619997777,None,12.11594619997777,None,13.251685800030828,None,13.251685800030828,None,space,0.4541842001490295,13.251685800030828,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jan_04_2148,GuessTheSound,2020.2.10,60.00070799977552,
,,,,,,,,,,,,,,,,,13.732524099992588,None,13.732524099992588,None,space,0.5323256000410765,13.732524099992588,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Jan_04_2148,GuessTheSound,2020.2.10,60.00070799977552,
Initial/Repeat/ManWhistle.wav,0,0,0,29,,,,,,,,,,,,,,,,,,,,,14.352875899989158,None,14.346019880101084,None,14.352875899989158,None,14.869569000089541,None,16.988894400186837,None,17.882481700042263,None,18.87902330001816,None,19.929693500045687,None,"

",19.929693500045687,None,0.012201280100271106,None,19.929693500045687,None,19.92890268000774,None,19.929693500045687,None,19.929693500045687,None,,001,2021_Jan_04_2148,GuessTheSound,2020.2.10,60.00070799977552,
Pour_B.wav,0,1,1,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.050342499976978,None,24.06209410005249,None,25.062237499980256,None,26.095224300166592,None,"

",26.095224300166592,None,0.005594539921730757,None,26.095224300166592,None,26.078972740191965,None,26.095224300166592,None,26.095224300166592,None,,001,2021_Jan_04_2148,GuessTheSound,2020.2.10,60.00070799977552,
Test/Foils/Heartbeat.wav,0,2,2,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.916905000107363,None,30.929479300044477,None,31.928740500006825,None,32.96702490001917,None,"

",32.96702490001917,None,0.014995509758591652,None,32.96702490001917,None,32.962055410048926,None,32.96702490001917,None,32.96702490001917,None,,001,2021_Jan_04_2148,GuessTheSound,2020.2.10,60.00070799977552,
Initial/NoRepeat/Fireworks.wav,0,3,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.10672010015696,None,36.11196979996748,None,37.1119662001729,None,38.1434780000709,None,"

",38.1434780000709,None,0.007206740090623498,None,38.1434780000709,None,38.128635040111845,None,38.1434780000709,None,38.1434780000709,None,,001,2021_Jan_04_2148,GuessTheSound,2020.2.10,60.00070799977552,
Initial/Doubled/Growl_A.wav,0,4,4,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.41084480006248,None,41.41187259997241,None,42.412003100151196,None,43.449325600173324,None,"

",43.449325600173324,None,0.01587201002985239,None,43.449325600173324,None,43.44536770998966,None,43.449325600173324,None,43.449325600173324,None,,001,2021_Jan_04_2148,GuessTheSound,2020.2.10,60.00070799977552,
Initial/Doubled/HairDryer_A.wav,0,5,5,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.79788490012288,None,46.811927900183946,None,47.81199389998801,None,48.84163260017522,None,"

",48.84163260017522,None,0.006197340087965131,None,48.84163260017522,None,48.82848124005832,None,48.84163260017522,None,48.84163260017522,None,,001,2021_Jan_04_2148,GuessTheSound,2020.2.10,60.00070799977552,
Initial/Doubled/Cough_A.wav,0,6,6,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.512147300178185,None,53.51358610019088,None,54.5155689001549,None,55.56464680004865,None,"

",55.56464680004865,None,0.0034131398424506187,None,55.56464680004865,None,55.5448973400984,None,55.56464680004865,None,55.56464680004865,None,,001,2021_Jan_04_2148,GuessTheSound,2020.2.10,60.00070799977552,
Initial/NoRepeat/Droplet_B.wav,0,7,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.3406678000465,None,58.34507789998315,None,59.34520610002801,None,60.36708710016683,None,"

",60.36708710016683,None,0.006333739962428808,None,60.36708710016683,None,60.361795540060854,None,60.36708710016683,None,60.36708710016683,None,,001,2021_Jan_04_2148,GuessTheSound,2020.2.10,60.00070799977552,
Test/Foils/DialTone.wav,0,8,8,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.659792999969795,None,63.661619800142944,None,64.66175620001741,None,65.70431679999456,None,"

",65.70431679999456,None,0.011688509956002235,None,65.70431679999456,None,65.69502661006992,None,65.70431679999456,None,65.70431679999456,None,,001,2021_Jan_04_2148,GuessTheSound,2020.2.10,60.00070799977552,
Siren_C.wav,0,9,9,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.08611920010298,None,68.09497730014846,None,69.0949148000218,None,70.1310245001223,None,"

",70.1310245001223,None,0.006162039935588837,None,70.1310245001223,None,70.11185694006272,None,70.1310245001223,None,70.1310245001223,None,,001,2021_Jan_04_2148,GuessTheSound,2020.2.10,60.00070799977552,
Test/Foils/Bullfrog.wav,0,10,10,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.69803120009601,None,73.7116348000709,None,74.71157960011624,None,75.75259510008618,None,"

",75.75259510008618,None,0.012612310005351901,None,75.75259510008618,None,75.74495061000344,None,75.75259510008618,None,75.75259510008618,None,,001,2021_Jan_04_2148,GuessTheSound,2020.2.10,60.00070799977552,
Initial/NoRepeat/Faucet_A.wav,0,11,11,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.5416141001042,None,79.5448078000918,None,80.54489660006948,None,81.5783822000958,None,"

",81.5783822000958,None,0.004641139879822731,None,81.5783822000958,None,81.56146863996983,None,81.5783822000958,None,81.5783822000958,None,,001,2021_Jan_04_2148,GuessTheSound,2020.2.10,60.00070799977552,
Test/Foils/Typing.wav,0,12,12,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.0146125999745,None,85.0282515999861,None,86.02868880005553,None,87.05547530017793,None,"

",87.05547530017793,None,0.012598540168255568,None,87.05547530017793,None,87.04495084015653,None,87.05547530017793,None,87.05547530017793,None,,001,2021_Jan_04_2148,GuessTheSound,2020.2.10,60.00070799977552,
