SoundFiles2,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,InstructionTxt.started,InstructionTxt.stopped,WelcomContinue.started,WelcomContinue.stopped,InstructionTxt2.started,InstructionTxt2.stopped,WelcomeContinue2.started,WelcomeContinue2.stopped,WelcomeContinueKey2.keys,WelcomeContinueKey2.rt,WelcomeContinueKey2.started,WelcomeContinueKey2.stopped,VolumeBeginTxt.started,VolumeBeginTxt.stopped,VolumeContinue.started,VolumeContinue.stopped,VolumeContinueKey.keys,VolumeContinueKey.rt,VolumeContinueKey.started,VolumeContinueKey.stopped,text.started,text.stopped,Music.started,Music.stopped,AdjustContinue.started,AdjustContinue.stopped,StartTxt.started,StartTxt.stopped,no3.started,no3.stopped,no2.started,no2.stopped,no1.started,no1.stopped,Question.started,Question.stopped,ResponseBox.text,ResponseBox.started,ResponseBox.stopped,SubmitClick.started,SubmitClick.stopped,ClickTheButton.started,ClickTheButton.stopped,SoundItem.started,SoundItem.stopped,ItemNo.started,ItemNo.stopped,Submit.started,Submit.stopped,MSTQuestion.started,MSTQuestion.stopped,MSTResp.keys,MSTResp.rt,MSTResp.started,MSTResp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
Initial/NoRepeat/Faucet_A.wav,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.383594000013545,None,53.39937360002659,None,54.399143000133336,None,55.43357340013608,None,"

",55.43357340013608,None,0.0016536801122128963,None,55.43357340013608,None,55.41597127998247,None,55.43357340013608,None,55.43357340013608,None,56.78487089998089,None,3,1.1485347000416368,56.78487089998089,None,,001,2021_Jan_05_1233,GuessTheSound,2020.2.10,59.99419254587784,
Initial/Doubled/Cat_A.wav,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.967308199964464,None,58.98276800010353,None,59.98261750000529,None,61.01199540006928,None,"

",61.01199540006928,None,0.009850180009379983,None,61.01199540006928,None,60.99929418009705,None,61.01199540006928,None,61.01199540006928,None,61.91259349999018,None,3,0.7221504000481218,61.91259349999018,None,,001,2021_Jan_05_1233,GuessTheSound,2020.2.10,59.99419254587784,
Initial/Doubled/Cough_A.wav,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.666013500187546,None,63.66606339998543,None,64.66593939997256,None,65.6982664000243,None,"

",65.6982664000243,None,0.005644380114972591,None,65.6982664000243,None,65.68279428002424,None,65.6982664000243,None,65.6982664000243,None,66.78449850017205,None,3,0.830759999807924,66.78449850017205,None,,001,2021_Jan_05_1233,GuessTheSound,2020.2.10,59.99419254587784,
Initial/NoRepeat/Helicopter_A.wav,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.63244710001163,None,68.63265900011174,None,69.63263959996402,None,70.65486030001193,None,"

",70.65486030001193,None,0.014940380118787289,None,70.65486030001193,None,70.64932938003912,None,70.65486030001193,None,70.65486030001193,None,77.76691480004229,None,1,1.4729612998198718,77.76691480004229,None,,001,2021_Jan_05_1233,GuessTheSound,2020.2.10,59.99419254587784,
Initial/NoRepeat/Toilet_B.wav,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.2873386000283,None,80.29917980008759,None,81.2991500000935,None,82.33422480011359,None,"

",82.33422480011359,None,0.004422780126333237,None,82.33422480011359,None,82.31587717998772,None,82.33422480011359,None,82.33422480011359,None,83.83422340010293,None,3,0.9579523999709636,83.83422340010293,None,,001,2021_Jan_05_1233,GuessTheSound,2020.2.10,59.99419254587784,
Initial/Doubled/Clap_A.wav,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.81782130012289,None,85.83258990012109,None,86.83251990005374,None,87.85469010006636,None,"

",87.85469010006636,None,0.014555079862475395,None,87.85469010006636,None,87.84902858003042,None,87.85469010006636,None,87.85469010006636,None,89.40660049999133,None,3,0.9883757999632508,89.40660049999133,None,,001,2021_Jan_05_1233,GuessTheSound,2020.2.10,59.99419254587784,
Test/Foils/Wind_B.wav,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.4179494001437,None,91.43238060013391,None,92.43253109999932,None,93.46641029999591,None,"

",93.46641029999591,None,0.007417780114337802,None,93.46641029999591,None,93.44887538012117,None,93.46641029999591,None,93.46641029999591,None,95.17605879995972,None,3,0.8228565999306738,95.17605879995972,None,,001,2021_Jan_05_1233,GuessTheSound,2020.2.10,59.99419254587784,
Initial/NoRepeat/Thunder_A.wav,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.01874570013024,None,97.03229280002415,None,98.03239580010995,None,99.06933140009642,None,"

",99.06933140009642,None,0.0005710802506655455,None,99.06933140009642,None,99.04892258010804,None,99.06933140009642,None,99.06933140009642,None,101.73646449996158,None,3,0.9322985999751836,101.73646449996158,None,,001,2021_Jan_05_1233,GuessTheSound,2020.2.10,59.99419254587784,
Initial/Doubled/Cuckoo_A.wav,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.69916100008413,None,103.69895870005712,None,104.69895970006473,None,105.722005299991,None,"

",105.722005299991,None,0.014743080362677574,None,105.722005299991,None,105.71552928015589,None,105.722005299991,None,105.722005299991,None,107.29535130015574,None,3,0.945120100164786,107.29535130015574,None,,001,2021_Jan_05_1233,GuessTheSound,2020.2.10,59.99419254587784,
Initial/Repeat/Howl.wav,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.26550950016826,None,109.26557489996776,None,110.26572680007666,None,111.29877350013703,None,"

",111.29877350013703,None,0.005560579942539334,None,111.29877350013703,None,111.28225338007323,None,111.29877350013703,None,111.29877350013703,None,113.77749560005032,None,3,0.7182805000338703,113.77749560005032,None,,001,2021_Jan_05_1233,GuessTheSound,2020.2.10,59.99419254587784,
Initial/NoRepeat/Cow.wav,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.51771609997377,None,115.53215890005231,None,116.5322935001459,None,117.55974230007268,None,"

",117.55974230007268,None,0.013012180104851723,None,117.55974230007268,None,117.54879747997037,None,117.55974230007268,None,117.55974230007268,None,119.32479930017143,None,3,1.1690851000603288,119.32479930017143,None,,001,2021_Jan_05_1233,GuessTheSound,2020.2.10,59.99419254587784,
