SoundFiles,Type,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,InstructionTxt.started,InstructionTxt.stopped,text.started,text.stopped,Music.started,Music.stopped,StartTxt.started,StartTxt.stopped,no3.started,no3.stopped,no2.started,no2.stopped,no1.started,no1.stopped,Question.started,Question.stopped,ResponseBox.text,ResponseBox.started,ResponseBox.stopped,SubmitClick.started,SubmitClick.stopped,Submit.started,Submit.stopped,ClickTheButton.started,ClickTheButton.stopped,SoundItem.started,SoundItem.stopped,ItemNo.started,ItemNo.stopped,participant,session,date,expName,psychopyVersion,frameRate,
Test/Foils/Kettle.wav,New,0,0,0,22,9.011780000000726,None,9.947675300005358,None,9.944629280007213,None,10.343508800011477,None,12.44165900000371,None,13.360289800009923,None,14.360216100001708,None,15.380752800003393,None,"

",15.380752800003393,None,0.012879679998150095,None,15.380752800003393,None,15.380752800003393,None,15.376712380000392,None,15.380752800003393,None,,001,2020_Dec_18_1657,GuessTheSound,2020.2.10,59.96005460760809,
,,,,,,,,,,,,,,18.960899900004733,None,19.960205300012603,None,20.96006710000802,None,,,,,,,,,,,,,,,,,,,,,,
