trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,SoundFiles,Type,InstructionTxt.started,InstructionTxt.stopped,text.started,text.stopped,Music.started,Music.stopped,StartTxt.started,StartTxt.stopped,no3.started,no3.stopped,no2.started,no2.stopped,no1.started,no1.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,8.73308220000763,None,9.280460499998298,None,9.274883159997989,None,9.640583300002618,None,11.705816700006835,None,12.657144299999345,None,13.657012900002883,None,,,,,,,
