ResponseBox.text,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,SoundFiles,Type,participant,session,date,expName,psychopyVersion,OS,frameRate
,0,0,0,58,1,Initial/Repeat/Trumpet_B.wav,Repeat,,001,2020-12-21_15h17.58.918,GuessTheSound,2020.2.10,Win32,60
,0,1,1,7,1,Initial/Doubled/Dog_A.wav,Doubled,,001,2020-12-21_15h17.58.918,GuessTheSound,2020.2.10,Win32,60
,0,2,2,85,1,Initial/Doubled/Cough_A.wav,Extra,,001,2020-12-21_15h17.58.918,GuessTheSound,2020.2.10,Win32,60
