VolumeContinueKey.keys,VolumeContinueKey.rt,HeadphoneContinueKey.keys,HeadphoneContinueKey.rt,CheckResp.keys,CheckResp.corr,CheckResp.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,File,Correct,participant,date,expName,psychopyVersion,OS,frameRate,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,WelcomeContinueKey2.keys,WelcomeContinueKey2.rt,Practice_resp.keys,Practice_resp.corr,Practice_resp.rt,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,PracticeLoop.ran,SoundFile,SoundCorrect,Correct2,SoundType,Trial,StartTast.keys,StartTast.rt,key_resp.keys,key_resp.corr,key_resp.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran
space,6.91914,space,6.41239,1,1,0.9097,0,0,0,1,1,Headphone/t1_2.wav,1,,2021-03-21_16h19.08.532,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3,1,0.66003,0,1,1,4,1,Headphone/t3_1.wav,3,,2021-03-21_16h19.08.532,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,1,0.62552,0,2,2,3,1,Headphone/t2_2.wav,2,,2021-03-21_16h19.08.532,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,1,0.36881,0,3,3,0,1,Headphone/t1_1.wav,1,,2021-03-21_16h19.08.532,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,1,0.232535,0,4,4,2,1,Headphone/t2_1.wav,2,,2021-03-21_16h19.08.532,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3,1,0.1907,0,5,5,5,1,Headphone/t3_2.wav,3,,2021-03-21_16h19.08.532,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2021-03-21_16h19.08.532,GuessTheSound,2020.2.10,Win32,60,space,14.47974,space,10.50495,space,2.337825,2,1,6.245955,0,0,0,0,1,Practice/Seagull_A.wav,2,3,NEW,Practice,,,,,,,,,,
,,,,,,,,,,,,,,,2021-03-21_16h19.08.532,GuessTheSound,2020.2.10,Win32,60,,,,,,,2,1,1.576705,0,1,1,1,1,Practice/Skid_B.wav,2,3,NEW,Practice,,,,,,,,,,
,,,,,,,,,,,,,,,2021-03-21_16h19.08.532,GuessTheSound,2020.2.10,Win32,60,,,,,,,1,1,3.26054,0,2,2,2,1,Practice/Seagull_A.wav,1,1,OLD,Practice,,,,,,,,,,
,,,,,,,,,,,,,,,2021-03-21_16h19.08.532,GuessTheSound,2020.2.10,Win32,60,,,,,,,2,1,0.99748,0,3,3,3,1,Practice/Gargle_A.wav,2,3,NEW,Practice,,,,,,,,,,
,,,,,,,,,,,,,,,2021-03-21_16h19.08.532,GuessTheSound,2020.2.10,Win32,60,,,,,,,2,1,1.264145,0,4,4,4,1,Practice/Gargle_B.wav,2,2,SIMILAR,Practice,,,,,,,,,,
,,,,,,,,,,,,,,,2021-03-21_16h19.08.532,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Elephant_C.wav,2,3,NEW,A,space,5.65989,2,1,1.95287,0,0,0,0,1
,,,,,,,,,,,,,,,2021-03-21_16h19.08.532,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Thunder_A.wav,2,3,NEW,A,,,2,1,0.410055,0,1,1,1,1
,,,,,,,,,,,,,,,2021-03-21_16h19.08.532,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Chime_B.wav,2,3,NEW,A,,,2,1,0.399975,0,2,2,2,1
,,,,,,,,,,,,,,,2021-03-21_16h19.08.532,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Toilet_B.wav,2,3,NEW,A,,,2,1,0.259415,0,3,3,3,1
,,,,,,,,,,,,,,,2021-03-21_16h19.08.532,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Typing.wav,2,3,NEW,A,,,2,1,0.496205,0,4,4,4,1
,,,,,,,,,,,,,,,2021-03-21_16h19.08.532,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Pour_B.wav,2,3,NEW,A,,,2,1,0.302465,0,5,5,5,1
,,,,,,,,,,,,,,,2021-03-21_16h19.08.532,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Sleighbells_B.wav,2,3,NEW,A,,,2,1,0.569335,0,6,6,6,1
,,,,,,,,,,,,,,,2021-03-21_16h19.08.532,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Buzz.wav,2,3,NEW,A,,,2,1,0.73122,0,7,7,7,1
,,,,,,,,,,,,,,,2021-03-21_16h19.08.532,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Baby_F.wav,2,3,NEW,A,,,2,1,0.3518,0,8,8,8,1
,,,,,,,,,,,,,,,2021-03-21_16h19.08.532,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Thunder_A.wav,1,1,OLD,A,,,2,0,1.928115,0,9,9,9,1
,,,,,,,,,,,,,,,2021-03-21_16h19.08.532,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Mosquito_B.wav,2,3,NEW,A,,,2,1,0.31267,0,10,10,10,1
,,,,,,,,,,,,,,,2021-03-21_16h19.08.532,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/DialTone.wav,2,3,NEW,A,,,2,1,0.51427,0,11,11,11,1
,,,,,,,,,,,,,,,2021-03-21_16h19.08.532,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Elephant_A.wav,2,2,SIMILAR,A,,,1,0,2.01428,0,12,12,12,1
,,,,,,,,,,,,,,,2021-03-21_16h19.08.532,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Writing_A.wav,2,3,NEW,A,,,2,1,0.98976,0,13,13,13,1
,,,,,,,,,,,,,,,2021-03-21_16h19.08.532,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Faucet_A.wav,2,3,NEW,A,,,2,1,2.67785,0,14,14,14,1
,,,,,,,,,,,,,,,2021-03-21_16h19.08.532,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Typing.wav,1,1,OLD,A,,,1,1,0.278975,0,15,15,15,1
,,,,,,,,,,,,,,,2021-03-21_16h19.08.532,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Sleighbells_B.wav,1,1,OLD,A,,,1,1,0.21978,0,16,16,16,1
,,,,,,,,,,,,,,,2021-03-21_16h19.08.532,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Wind_B.wav,2,3,NEW,A,,,2,1,0.237805,0,17,17,17,1
,,,,,,,,,,,,,,,2021-03-21_16h19.08.532,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Toilet_B.wav,1,1,OLD,A,,,1,1,0.82239,0,18,18,18,1
,,,,,,,,,,,,,,,2021-03-21_16h19.08.532,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Pour_C.wav,2,2,SIMILAR,A,,,2,1,0.62039,0,19,19,19,1
,,,,,,,,,,,,,,,2021-03-21_16h19.08.532,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Chime_A.wav,2,2,SIMILAR,A,,,1,0,0.23084,0,20,20,20,1
,,,,,,,,,,,,,,,2021-03-21_16h19.08.532,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Buzz.wav,1,1,OLD,A,,,1,1,0.584915,0,21,21,21,1
,,,,,,,,,,,,,,,2021-03-21_16h19.08.532,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Writing_C.wav,2,2,SIMILAR,A,,,1,0,1.7375,0,22,22,22,1
,,,,,,,,,,,,,,,2021-03-21_16h19.08.532,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Mosquito_B.wav,1,1,OLD,A,,,1,1,0.28784,0,23,23,23,1
,,,,,,,,,,,,,,,2021-03-21_16h19.08.532,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Cough_C.wav,2,3,NEW,A,,,2,1,0.20896,0,24,24,24,1
,,,,,,,,,,,,,,,2021-03-21_16h19.08.532,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/DialTone.wav,1,1,OLD,A,,,1,1,0.48129,0,25,25,25,1
,,,,,,,,,,,,,,,2021-03-21_16h19.08.532,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Puff_A.wav,2,3,NEW,A,,,2,1,0.278145,0,26,26,26,1
,,,,,,,,,,,,,,,2021-03-21_16h19.08.532,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Heartbeat.wav,2,3,NEW,A,,,2,1,0.35045,0,27,27,27,1
,,,,,,,,,,,,,,,2021-03-21_16h19.08.532,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/IceDrop.wav,2,3,NEW,A,,,1,0,0.25186,0,28,28,28,1
,,,,,,,,,,,,,,,2021-03-21_16h19.08.532,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Bird_C.wav,2,3,NEW,A,,,2,1,0.35531,0,29,29,29,1
,,,,,,,,,,,,,,,2021-03-21_16h19.08.532,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Baby_E.wav,2,2,SIMILAR,A,,,2,1,1.108405,0,30,30,30,1
,,,,,,,,,,,,,,,2021-03-21_16h19.08.532,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Faucet_C.wav,2,2,SIMILAR,A,,,1,0,0.354725,0,31,31,31,1
,,,,,,,,,,,,,,,2021-03-21_16h19.08.532,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Duck_A.wav,2,3,NEW,A,,,2,1,0.41695,0,32,32,32,1
,,,,,,,,,,,,,,,2021-03-21_16h19.08.532,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Laugh_A.wav,2,3,NEW,A,,,2,1,0.257055,0,33,33,33,1
,,,,,,,,,,,,,,,2021-03-21_16h19.08.532,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Wind_B.wav,1,1,OLD,A,,,1,1,0.45553,0,34,34,34,1
,,,,,,,,,,,,,,,2021-03-21_16h19.08.532,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Chicken_A.wav,2,3,NEW,A,,,2,1,0.300565,0,35,35,35,1
,,,,,,,,,,,,,,,2021-03-21_16h19.08.532,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Guitar_B.wav,2,3,NEW,A,,,2,1,0.197605,0,36,36,36,1
,,,,,,,,,,,,,,,2021-03-21_16h19.08.532,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Cello.wav,2,3,NEW,A,,,2,1,0.24773,0,37,37,37,1
,,,,,,,,,,,,,,,2021-03-21_16h19.08.532,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Heartbeat.wav,1,1,OLD,A,,,1,1,0.5423,0,38,38,38,1
,,,,,,,,,,,,,,,2021-03-21_16h19.08.532,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,SoundMST/Airplane_B.wav,2,3,NEW,A,,,2,1,1.3907,0,39,39,39,1
